,A,AlsR
hot_tale__hot_ale9_mid_44c__1,1.8925294350000001,0.744991625
hot_tale__hot_ale9_mid_44c__2,2.5800278404,0.762707055
hot_tale__hot_ale9_44c__1,2.3389877717,0.65306964
hot_tale__hot_ale9_44c__2,2.5004589522,0.501256237
hot_tale__hot_ale10_30c__1,0.5653926044,-0.16188528600000002
hot_tale__hot_ale10_30c__2,0.5820453002,-0.164938844
hot_tale__hot_ale10_37c__1,0.5119826031,-0.27234956
hot_tale__hot_ale10_37c__2,0.9662378764,-0.164104208
hot_tale__hot_ale10_44c__1,2.175615487,0.6987322530000001
hot_tale__hot_ale10_44c__2,2.4052627235,0.7407583550000001
hot_tale__hot_ale16_30c__1,0.7782055385000001,-0.249797863
hot_tale__hot_ale16_30c__2,0.9607333235000001,0.024510902
hot_tale__hot_ale16_37c__1,0.8437370304,-0.17241609400000002
hot_tale__hot_ale16_37c__2,0.6473950555,-0.126839789
hot_tale__hot_ale16_44c__1,2.2702124983,0.621571037
hot_tale__hot_ale16_44c__2,2.8544114671000003,0.8034937480000001
pdhr_ale__pdhR-13_51__1,1.503260021,-0.299779544
pdhr_ale__pdhR-13_51__2,1.2694026416,-0.25101655900000003
pdhr_ale__pdhR-14_46__1,0.8870676029000001,-0.37063698100000003
pdhr_ale__pdhR-14_46__2,0.9355567597000001,-0.325393013
pdhr_ale__pdhR-15_51__1,1.3861408,-0.318802224
pdhr_ale__pdhR-15_51__2,1.2739659583,-0.34766776200000005
pdhr_ale__pdhR-16_49__1,1.2022911537,-0.46261970500000005
pdhr_ale__pdhR-16_49__2,1.4096692395,-0.9052181140000001
tcs__del_atoC_LiAcet__1,1.7771931333,-0.21698179
tcs__del_atoC_LiAcet__2,1.5233761292999999,-0.48944970400000004
tcs__del_atoC_LiCl__1,1.5453442524,-0.10749705600000001
tcs__del_atoC_LiCl__2,1.9592702401,-0.24548180300000003
tcs__del_atoC_m9__1,1.3070649215999999,-0.24935110700000002
tcs__del_atoC_m9__2,1.5751247188000002,-0.297838818
tcs__del_baeR_etoh__1,1.3221094881,-1.333280204
tcs__del_baeR_etoh__2,1.6132367044,-1.09092963
tcs__del_baeR_lb__1,3.4528867262,-0.958567661
tcs__del_baeR_lb__2,3.3228159948,-0.8536652330000001
tcs__del_btsR_01xlb__1,-0.9068452599,-1.458080787
tcs__del_btsR_01xlb__2,-1.2580802851000001,-1.569249429
tcs__del_btsR_lb__1,10.0506753782,1.053877515
tcs__del_btsR_lb__2,10.4295518401,1.029556695
tcs__del_btsR_pyruvate__1,-1.5688527811,-1.8736514130000002
tcs__del_btsR_pyruvate__2,-1.7233632738,-1.581234844
tcs__del_cpxR_etoh__1,2.3105692957,-0.8263200270000001
tcs__del_cpxR_etoh__2,2.6952148657,-0.8637778580000001
tcs__del_cpxR_lb__1,2.9429209085,-0.653409019
tcs__del_cpxR_lb__2,2.082717217,-0.5578774710000001
tcs__del_cusR_CuSO4__1,3.8116284921,-0.44103714
tcs__del_cusR_CuSO4__2,3.7842625162,-0.36737455700000005
tcs__del_cusR_lb__1,9.8763040639,0.9386178580000001
tcs__del_cusR_lb__2,9.5170057334,0.9392145650000001
tcs__del_kdpE_01-kcl__1,0.4701384859,-0.485550466
tcs__del_kdpE_01-kcl__2,0.7722521094,-0.435220431
tcs__del_kdpE_115-kcl__1,0.3831212087,-0.590850902
tcs__del_kdpE_115-kcl__2,0.6347979813,-0.48362683300000003
tcs__del_phoB_m9__1,0.7167849198,-0.424994172
tcs__del_phoB_m9__2,0.8091650335,-0.43664665
tcs__del_phoB_m9p__1,1.0619889449,-1.6993545440000002
tcs__del_phoB_m9p__2,0.8965116787,-1.673343939
tcs__del_rcsB_etoh__1,2.0638297294,-1.07132582
tcs__del_rcsB_etoh__2,2.0838222987,-0.954911606
tcs__del_rcsB_lb__1,4.21615393,0.068996029
tcs__del_rcsB_lb__2,4.0640662131,0.041827437
tcs__del_zraR_lb__1,13.7047121283,2.31871887
tcs__del_zraR_lb__2,13.9064988109,2.296413567
tcs__del_zraR_zncl2__1,5.9030621238,0.764211465
tcs__del_zraR_zncl2__2,5.8278061116,0.744597715
tcs__wt_01-kcl__1,-0.1331113844,-0.760083732
tcs__wt_01-kcl__2,-0.1841074204,-0.62290941
tcs__wt_01xlb__1,-1.6197159319,-1.678179267
tcs__wt_01xlb__2,-1.6148492772,-1.5415228440000002
tcs__wt_115-kcl__1,0.8136231307,-0.43681133800000005
tcs__wt_115-kcl__2,0.2897860657,-0.540844631
tcs__wt_CuSO4__1,9.7446977062,0.9633043880000001
tcs__wt_CuSO4__2,9.3900905016,1.06655597
tcs__wt_etoh__1,2.4701324374,-0.278286918
tcs__wt_etoh__2,2.7289246197,-0.19103924200000003
tcs__wt_lb__1,2.5416424511,-0.34117945800000005
tcs__wt_lb__2,2.8306981228,-0.037268599
tcs__wt_LiAcet__1,1.8572636172,-0.41356882
tcs__wt_LiAcet__2,0.9614990052000001,-0.331261423
tcs__wt_LiCl__1,1.3450507112,-0.173748121
tcs__wt_LiCl__2,1.1970258477,-0.32559617700000004
tcs__wt_m9p__1,0.9230110260000001,-1.166346806
tcs__wt_m9p__2,1.5697720603,-1.263514126
tcs__wt_pyr__1,-1.226393732,-1.432835915
tcs__wt_pyr__2,-1.2477123666,-1.789461484
tcs__wt_zncl2__1,7.44923113,0.5570568330000001
tcs__wt_zncl2__2,7.1657310358,0.44622468
ros_tale__1_112_0pq__1,3.121072623,0.371212264
ros_tale__1_112_0pq__2,2.7242726118,0.5898067210000001
ros_tale__1_112_250pq__1,2.1588568918,-0.7290769340000001
ros_tale__1_112_250pq__2,1.61766049,-0.762159558
ros_tale__1_112_750pq__1,2.3215814575,-0.586565624
ros_tale__1_112_750pq__2,2.2395075585,-0.609735993
ros_tale__1_112_750pq__3,2.147359947,-0.383698313
ros_tale__3_76_0pq__1,5.339505235,0.68388938
ros_tale__3_76_0pq__2,5.0588586175,0.56286398
ros_tale__3_76_0pq__3,4.5062213106,0.453076721
ros_tale__3_76_0pq__4,4.5533518204,0.5077262370000001
ros_tale__3_76_250pq__1,3.8085019822,0.075251632
ros_tale__3_76_250pq__2,3.7682136543,0.21807414700000002
ros_tale__3_76_750pq__1,4.4850175476,0.563634399
ros_tale__3_76_750pq__2,3.2943501145000003,0.06896072
ros_tale__7_103_0pq__1,4.3482676883,-0.13470341400000002
ros_tale__7_103_0pq__2,4.3261794606,-0.174256045
ros_tale__7_103_0pq__3,4.627569488,-0.033112215
ros_tale__7_103_0pq__4,4.2624273706,-0.159442344
ros_tale__7_103_250pq__1,4.88780726,0.343923696
ros_tale__7_103_250pq__2,4.5138320304,0.49731365200000005
ros_tale__7_103_750pq__1,4.7849800974,0.703565585
ros_tale__7_103_750pq__2,5.0353472683,0.455585165
ros_tale__9_77_0pq__1,3.4887199987,0.11742809600000001
ros_tale__9_77_0pq__2,3.9552017822,0.390313124
ros_tale__9_77_250pq__1,4.4380884926,0.345793552
ros_tale__9_77_250pq__2,4.9321981258,0.296959435
ros_tale__9_77_750pq__1,3.9522537341,-0.052835285
ros_tale__9_77_750pq__2,3.8389070923,0.066421935
ros_tale__11_83_0pq__1,2.8586015590000002,-0.89012194
ros_tale__11_83_0pq__2,2.7105816273,-0.630728776
ros_tale__11_83_250pq__1,2.8235135918000003,-0.960402199
ros_tale__11_83_250pq__2,2.8863964852,-0.8010047960000001
ros_tale__11_83_750pq__1,3.4069981928,-1.071246883
ros_tale__11_83_750pq__2,2.9517671428,-0.7102751770000001
ros_tale__13_87_0pq__1,2.9983307777,-0.30129704500000004
ros_tale__13_87_0pq__2,3.5575382493000003,-0.268992868
ros_tale__13_87_250pq__1,3.5325232824,-0.08506841500000001
ros_tale__13_87_250pq__2,3.7320595096,-0.22614988500000002
ros_tale__13_87_750pq__1,3.379065861,-0.194158037
ros_tale__13_87_750pq__2,2.5345218225,-0.126574709
ros_tale__14_27_0pq__1,4.2629282473,0.551115896
ros_tale__14_27_0pq__2,4.2771516937000005,0.537192874
ros_tale__14_27_250pq__1,4.2925756967,0.316834541
ros_tale__14_27_250pq__2,4.0566129377,0.51060833
ros_tale__14_27_750pq__1,4.0417517642,-0.38455331800000003
ros_tale__14_27_750pq__2,3.1495100515,-0.516012651
ros_tale__16_28_250pq__1,1.4884392972,-0.177195231
ros_tale__16_28_250pq__2,1.9734013830000001,-0.137520617
ros_tale__16_32_0pq__1,3.3312506078,-0.555447362
ros_tale__16_32_0pq__2,3.4714437486,-0.409102291
ros_tale__16_32_0pq__3,2.2730112982,-0.118701997
ros_tale__16_32_0pq__4,2.1130433613,-0.169805858
ros_tale__16_32_250pq__1,1.4133705176,-0.251308551
ros_tale__16_32_250pq__2,2.2045625256,-0.24486194900000002
ros_tale__16_32_750pq__1,3.416250413,-0.405332978
ros_tale__16_32_750pq__2,3.4338545197,-0.649422292
ros_tale__17_104_0pq__1,4.1881295939,-0.130568803
ros_tale__17_104_0pq__2,4.3533278096,-0.251913426
ros_tale__17_104_250pq__1,2.7368402605,-0.37009318100000005
ros_tale__17_104_250pq__2,2.7058689745,-0.481877257
ros_tale__17_104_250pq__3,2.6564869039,-0.24562145300000002
ros_tale__17_104_250pq__4,2.7434409181,-0.9745177190000001
ros_tale__17_104_750pq__1,3.524628567,0.43782547200000005
ros_tale__17_104_750pq__2,3.0882413513,-0.12755054100000002
ros_tale__18_24_250pq__1,2.3745683596,-0.19858461300000002
ros_tale__18_24_250pq__2,1.7715896383,-0.19096267900000002
ros_tale__18_36_0pq__1,3.9601447575,-0.38050440700000004
ros_tale__18_36_0pq__2,3.6374366972,-0.538677194
ros_tale__18_36_0pq__3,2.2491007139,-0.39821686
ros_tale__18_36_0pq__4,2.5467750498,-0.27697178
ros_tale__18_36_250pq__1,1.9879405808000001,-0.037000876
ros_tale__18_36_250pq__2,2.2444425009,-0.22707801500000002
ros_tale__18_36_750pq__1,3.1036376815,-0.55655673
ros_tale__18_36_750pq__2,2.90549654,-0.7046225970000001
ros_tale__19_91_0pq__1,3.2536987521,-0.7075834870000001
ros_tale__19_91_0pq__2,2.4717928289,-0.408871156
ros_tale__19_91_250pq__1,1.9219115022,-0.531041039
ros_tale__19_91_250pq__2,2.4369541161,-0.319991611
ros_tale__19_91_750pq__1,2.1192660623,-0.590794938
ros_tale__19_91_750pq__2,2.5324989509,-0.509847695
ros_tale__19_91_750pq__3,2.8104229179,0.39572291600000004
ros_tale__19_91_750pq__4,2.8223386752,0.688111072
ros_tale__21_97_0pq__1,4.8030005529,-0.25529029999999997
ros_tale__21_97_0pq__2,4.1939928669,0.054036914000000005
ros_tale__21_97_250pq__1,3.7043159075,0.197390371
ros_tale__21_97_250pq__2,3.8007400938,0.306940737
ros_tale__21_97_750pq__1,4.1213010428,0.390565353
ros_tale__21_97_750pq__2,3.3325790005,0.27111524
ros_tale__25_111_0pq__1,1.9699663842000001,-0.031009311
ros_tale__25_111_0pq__2,2.0707437868,0.053185774000000005
ros_tale__25_111_250pq__1,2.2363252716,0.196597662
ros_tale__25_111_250pq__2,2.3278663266,-0.052256764000000004
ros_tale__25_111_750pq__1,2.4271526627,-0.15276163
ros_tale__25_111_750pq__2,2.2275812807,0.493354157
ros_tale__29_119_0pq__1,3.1134987647,-0.787736435
ros_tale__29_119_0pq__2,3.5246608200000002,-0.713623764
ros_tale__29_119_250pq__1,2.9941429249000002,-0.7396659
ros_tale__29_119_250pq__2,2.7665523688,-0.976835882
ros_tale__29_119_750pq__1,3.379251693,-0.697844992
ros_tale__29_119_750pq__2,3.4262190622,-0.656678616
ros_tale__ALE4_0pq__1,2.1444355428,-0.22442098100000002
ros_tale__ALE4_0pq__2,2.1676183141,-0.174196668
ros_tale__ALE4_250pq__1,1.9618952366,-0.412274012
ros_tale__ALE4_250pq__2,2.0164811098,-0.290793256
pcoli__atASMT_325G__1,1.449119365,-0.138629358
pcoli__atASMT_325G__2,1.4206457629,-0.13061351100000002
pcoli__bpTDC__1,3.0193488793,1.030135384
pcoli__bpTDC__2,3.3040363648,1.122053321
pcoli__BRCA__1,2.705572307,0.06435702800000001
pcoli__BRCA__2,2.6661191765,0.096041762
pcoli__BRCActrl__1,3.1415283303,2.316963789
pcoli__BRCActrl__2,4.502261943,2.691234549
pcoli__BRCAswap__1,1.5832415184,-0.143848827
pcoli__BRCAswap__2,1.5497909176,-0.16441017
pcoli__btAANAT__1,1.1186596885,-0.18319944
pcoli__btAANAT__2,1.1451577883,-0.007512997
pcoli__btASMT__1,1.1603781682,-0.225435144
pcoli__btASMT__2,1.3592471640000001,-0.09808114400000001
pcoli__CC1__1,0.7081503539,-0.132537451
pcoli__CC1__2,0.4380979304,-0.102273553
pcoli__ccCOMT__1,1.5745882693,-0.17250115200000002
pcoli__ccCOMT__2,1.0862015542,-0.072019515
pcoli__ckDDC__1,0.9860751904,0.064455107
pcoli__ckDDC__2,0.8074198686,0.37981155600000005
pcoli__CNTF_belt__1,0.5183235622,-0.348227245
pcoli__CNTF_belt__2,0.36766881030000004,-0.26390584
pcoli__cobPNMT__1,1.0738674575,-0.169945165
pcoli__cobPNMT__2,0.6327803780000001,-0.262546433
pcoli__cvPhhB__1,0.8782077533,-0.17459880800000002
pcoli__cvPhhB__2,1.0224251315,-0.098054633
pcoli__ggAANAT__1,1.2836214959,-0.14744273200000002
pcoli__ggAANAT__2,1.204619249,-0.027660912000000003
pcoli__ggTPH__1,1.3589158464,-0.098478718
pcoli__ggTPH__2,1.3456519063,-0.024038875
pcoli__hsAANAT__1,0.9426044726,-0.21808618300000002
pcoli__hsAANAT__2,0.6160997585,-0.386411502
pcoli__hsASMT__1,3.1708516817,0.37278622100000003
pcoli__hsASMT__2,3.0124647232,1.01550214
pcoli__hsPNMT_mb__1,0.9171376791,-0.187968036
pcoli__hsPNMT_mb__2,1.0183409698,-0.10253319100000001
pcoli__hsTPH__1,1.2786485529,-0.34597972600000004
pcoli__hsTPH__2,1.8303897104,0.332493547
pcoli__hsTPH_E2K__1,1.6039153055000002,0.581979694
pcoli__hsTPH_E2K__2,1.3690133135,0.772155794
pcoli__hsTPH_E2K_N91I_P99C__1,2.1156800336,-0.182331714
pcoli__hsTPH_E2K_N91I_P99C__2,1.8842556669000001,-0.12146817900000001
pcoli__hsTPH_N158trunc__1,2.2861318261,1.280667944
pcoli__hsTPH_N158trunc__2,2.2591745148999998,1.308583048
pcoli__hsTPH_N174trunc__1,1.3978407988,-0.16983361100000002
pcoli__hsTPH_N174trunc__2,1.8389685905,0.9206682020000001
pcoli__hsTPH_Ntermtrunc__1,3.328656637,2.187789084
pcoli__hsTPH_Ntermtrunc__2,2.4723638309,0.144225712
pcoli__hsTPH1__1,1.4061570797,-0.167159632
pcoli__hsTPH1__2,1.3445601256,-0.265271013
pcoli__MBP__1,1.2660800393,-0.49663614200000006
pcoli__MBP__2,1.6729420872,0.5927612870000001
pcoli__msCOMT__1,4.6510459032,0.714425806
pcoli__msCOMT__2,4.7904447431,0.767797045
pcoli__ocAANAT__1,0.8627245061000001,-0.327495931
pcoli__ocAANAT__2,0.8752370087,-0.225879729
pcoli__osTDC_K374H__1,1.1707095408,-0.326357508
pcoli__osTDC_K374H__2,1.1933861409,-0.571150795
pcoli__osTDC_K374L__1,4.3771383791,1.28033685
pcoli__osTDC_K374L__2,5.0085869166,1.3667130840000001
pcoli__osTDC_K374Q__1,1.5468887653999999,-0.08390655500000001
pcoli__osTDC_K374Q__2,1.4247161804,-0.065752637
pcoli__osTDC_L360V__1,1.8490766744,0.246638655
pcoli__osTDC_L360V__2,1.8016839326,0.916859109
pcoli__pmTPH__1,3.5496633235,0.24909888300000002
pcoli__pmTPH__2,3.8230479142,1.326246349
pcoli__RFC__1,0.9209172316,-0.502156169
pcoli__RFC__2,0.5648853193,-0.514648042
pcoli__RFCctrl__1,1.1498324956000001,-0.671379025
pcoli__RFCctrl__2,1.4026334832,-0.413617571
pcoli__RFCnopause__1,1.0932805022,-0.362215265
pcoli__RFCnopause__2,0.9587407784,-0.27016933
pcoli__RFCpluspause__1,2.0055590943,1.34355016
pcoli__RFCpluspause__2,2.8349247413,1.612490739
pcoli__rnCOMT_sol__1,1.2610925906000001,-0.653258872
pcoli__rnCOMT_sol__2,1.3776862579,-0.473553445
pcoli__rnPNMT__1,4.1122592677,1.729785189
pcoli__rnPNMT__2,4.48275744,1.950255236
pcoli__rnTDC__1,2.9227168346,-0.056715525
pcoli__rnTDC__2,2.628305798,0.046363178000000005
pcoli__rnTDC_trunc__1,2.8959759329,0.340118898
pcoli__rnTDC_trunc__2,3.0279855975,1.303103709
pcoli__saCOMT_T2A__1,1.3407242458,0.012484392
pcoli__saCOMT_T2A__2,1.3399928275000001,-0.059303467000000006
pcoli__sfCOMT__1,1.0667704856,-0.169476031
pcoli__sfCOMT__2,1.0172637274,-0.24683258500000002
pcoli__sgAANAT_D63G__1,0.9227915550000001,-0.140807387
pcoli__sgAANAT_D63G__2,0.9687386367,-0.197823771
pcoli__ssDDC__1,2.6874026579,0.134459732
pcoli__ssDDC__2,2.9767996798,0.8031272620000001
pcoli__TP53B__1,1.7824526982000002,-0.104291644
pcoli__TP53B__2,1.5460615649,0.054137568000000004
pcoli__WT__1,1.1939573565,-0.25512043
pcoli__WT__2,1.1068206523,-0.176168441
cck__glu_ale4__1,2.984630683,-0.079994675
cck__glu_ale4__2,1.7660386585,-0.28141751200000004
cck__cck_ale1__1,2.2533751925,-0.31817072900000004
cck__cck_ale1__2,2.1761531526,-0.33106652400000003
cck__cck_ale2__1,2.2714528452,-0.624606473
cck__cck_ale2__2,2.2500218188,-0.378195225
cck_pgi__gmos_delpgi__1,3.2254639195,0.33400694400000003
cck_pgi__gmos_delpgi__2,3.7478510841,0.244353063
cck_pgi__pgi_ale1__1,1.8946558241,0.07624051500000001
cck_pgi__pgi_ale1__2,1.9524798963,-0.203910311
cck_pgi__pgi_ale2__1,1.2814559767,0.027331556000000003
cck_pgi__pgi_ale3__1,2.7619603402,-0.043072441
cck_pgi__pgi_ale3__2,1.6582887189000002,-0.148429471
cck_pgi__pgi_ale4__1,1.4006616790000002,-0.176807447
cck_pgi__pgi_ale4__2,1.2635948624,-0.705943929
cck_pgi__pgi_ale4__3,1.467568175,-0.49352786400000004
cck_pgi__pgi_ale5__1,2.7750611718,-0.043998355
cck_pgi__pgi_ale5__2,2.246584279,-0.13006656
cck_pgi__pgi_ale6__1,2.8435570259,-0.016754322000000002
cck_pgi__pgi_ale6__2,2.9316869796000002,-0.21420740200000002
cck_pgi__pgi_ale7__1,2.9921466482,0.078499712
cck_pgi__pgi_ale7__2,2.8897129851,-0.10713573200000001
cck_pgi__pgi_ale8__1,2.1793062519,-0.184890659
cck_pgi__pgi_ale8__2,2.0742834286,-0.47717279700000004
cck_sdh__gmos_delsdhCB__1,2.1380777215,-0.081837065
cck_sdh__gmos_delsdhCB__2,1.7253366038,-0.462793791
cck_sdh__sdh_ale1__1,2.3698978187,-0.028822909
cck_sdh__sdh_ale1__2,1.9329653145,-0.218036843
cck_sdh__sdh_ale2__1,2.0680642941,-0.09672255
cck_sdh__sdh_ale3__1,1.9857620055,-0.063916397
cck_sdh__sdh_ale3__2,2.1468867542,-0.247171783
cck_sdh__sdh_ale3__3,2.1355267188,-0.08979618
cck_pts__gmos_delptsHIcrr__1,4.5481194758,-0.692573341
cck_pts__gmos_delptsHIcrr__2,3.7338338418,-0.596341262
cck_pts__pts_ale1__1,2.1113267232,-0.108030317
cck_pts__pts_ale1__2,2.0588764277,-0.064195417
cck_pts__pts_ale2__1,1.6472401552,-0.26639099
cck_pts__pts_ale2__2,2.1227021063000002,-0.39284167000000003
cck_pts__pts_ale3__1,1.0755591172,-0.9277750530000001
cck_pts__pts_ale3__2,1.4428592038999999,-0.868428822
cck_pts__pts_ale4__1,1.729145086,-0.41480561600000004
cck_pts__pts_ale4__2,1.8635635060000002,-0.348660454
cck_gnd__gmos_delgnd__1,1.6775665977,-0.45749320400000004
cck_gnd__gmos_delgnd__2,0.7371279446,-1.000090097
cck_gnd__gnd_ale1__1,2.4037387256000002,-0.21573227900000003
cck_gnd__gnd_ale1__2,2.6892350742,-0.13192774200000001
cck_gnd__gnd_ale2__1,2.3193618337,-0.43007041700000004
cck_gnd__gnd_ale2__2,2.5994664721,-0.3647978
cck_gnd__gnd_ale3__1,2.545190749,-0.43236065
cck_gnd__gnd_ale3__2,2.594774465,-0.421984185
cck_tpiA__gmos_deltpiA__1,4.0723386152,0.5209718050000001
cck_tpiA__gmos_deltpiA__2,5.0761215996,0.6833297460000001
cck_tpiA__tpiA_ale1__1,1.9395424922000002,0.036940084000000005
cck_tpiA__tpiA_ale1__2,1.8083032699000001,0.059146159000000004
cck_tpiA__tpiA_ale2__1,2.8248274942,0.22319555700000002
cck_tpiA__tpiA_ale2__2,2.8048857444,0.163004216
cck_tpiA__tpiA_ale3__1,2.3996785592,0.048401558000000004
cck_tpiA__tpiA_ale3__2,1.5417527606,-0.05187904300000001
cck_tpiA__tpiA_ale4__1,1.6648743278,-0.24072927200000002
cck_tpiA__tpiA_ale4__2,1.4503761678,-0.262193094
acid_tale__acid_ale1_pH7__1,2.5619334002,-0.33868706800000004
acid_tale__acid_ale1_pH7__2,2.7951764529,-0.26202608
acid_tale__acid_ale1_pH5__1,1.8292380987999999,-0.309955847
acid_tale__acid_ale1_pH5__2,2.2754291489,-0.32144314700000004
acid_tale__acid_ale2_pH7__1,2.1444949959,-0.30521896
acid_tale__acid_ale2_pH7__2,1.8963108054000002,-0.42444824400000003
acid_tale__acid_ale2_pH5__1,1.0434266852,-0.22179446900000002
acid_tale__acid_ale2_pH5__2,0.727090471,-0.767029092
acid_tale__low_Mg_ale_pH7__1,2.6021199858,-0.171234298
acid_tale__low_Mg_ale_pH7__2,2.7706489674,-0.37784305300000004
acid_tale__low_Mg_ale_pH5__1,1.4028206805,-0.045150724
acid_tale__low_Mg_ale_pH5__2,1.6603540704,-0.110528184
acid_tale__MES_ale_pH7__1,2.1393165722,-0.217139564
acid_tale__MES_ale_pH7__2,2.2495927683,-0.17383927400000002
acid_tale__MES_ale_pH5__1,1.3823514742,-0.14178195700000001
acid_tale__MES_ale_pH5__2,0.8223864997,0.03531498
acid_tale__gmos_pH7__1,2.2368794157,-0.20125869400000002
acid_tale__gmos_pH7__2,2.4931849767,-0.217464927
acid_tale__gmos_pH5__1,2.4947122399,-0.026632332
acid_tale__gmos_pH5__2,1.700871964,-0.09267778800000001
adnB__wt_adn__1,0.9741268325,0.054308806
adnB__wt_adn__2,-0.321705511,0.10626452600000001
adnB__delydhB_adn__1,1.2879781768,0.13921676400000002
adnB__delydhB_adn__2,0.3139031632,0.0018425720000000002
ytf2__wt_glc__1,0.867406075,-0.12149994500000001
ytf2__wt_glc__2,1.0277825606,-0.283308661
ytf2__ybcM_glc__1,2.1399798817,-0.603235121
ytf2__ybcM_glc__2,1.9841800564,-0.446802776
ytf2__ydhB_glc__1,1.3229104001,-0.502604378
ytf2__ydhB_glc__2,1.2336706019,-0.347944166
ytf2__yfeC_glc__1,1.1437422525,-0.345317764
ytf2__yfeC_glc__2,1.8978566835000001,-0.47453599700000004
ytf2__yciT_glc__1,0.9735810591,-0.27538334000000003
ytf2__yciT_glc__2,0.959680371,-0.24754630700000002
ytf2__ydiZ_glc__1,0.9899716936,-0.31399072100000003
ytf2__ydiZ_glc__2,0.8089217786,-0.36429086800000005
ytf2__ynfL_glc__1,0.8058272914,-0.24719554100000002
ytf2__ynfL_glc__2,0.6203752729,-0.255449468
misc2__dellon_glc__1,0.22433346540000002,-0.662080831
misc2__dellon_glc__2,0.1320205798,-0.623799436
ytf3__wt_glc2__1,1.3709281778,-0.5206065590000001
ytf3__wt_glc2__2,1.2413275619,-0.301949943
ytf3__wt_pH7_lactate__1,1.0958814575,-0.542667709
ytf3__wt_pH7_lactate__2,0.9230840782,-0.427757017
ytf3__wt_pH55_lactate__1,0.704874223,-0.564889612
ytf3__wt_pH55_lactate__2,0.8494982117000001,-0.5711650030000001
ytf3__wt_pH55_HCl__1,1.0555008028,-0.39127837800000004
ytf3__wt_pH55_HCl__2,0.9317944559,-0.616830811
ytf3__dyieP_pH7__1,1.5021562116,-0.533872075
ytf3__dyieP_pH7__2,1.4326508882,-0.321370276
ytf3__dyieP_pH55__1,1.0106060805,-0.33510631700000004
ytf3__dyieP_pH55__2,1.7962672549,-0.390311041
