,A,AraC,FucR,ExuR,AllR
abx_mega__thio_dmso__3,-1.6476052284,-1.3785861158000001,-1.4041400876,-1.2293421035,-1.2383887484
abx_mega__lzd_dmso__3,-2.0214958528,-2.1439553285,-2.2441635911,-0.5236198245,-1.1677091643
abx_mega__monac_dmso__3,0.4026764578,-1.7176139944000002,-1.2391455015,0.38825644810000004,0.0032494200000000003
abx_mega__polmyx_h2o__5,-1.5736479273000001,-0.7038560519,-0.4430386927,-0.504137627,-0.2287265362
abx_mega__naoh-6__5,-0.1955192296,-0.2750303032,0.0282790264,-0.0512727547,-0.3867882709
abx_mega__teix_dmso__11,0.0778179926,-0.3022286233,-0.1933724587,-0.0610135055,-0.5967110593
abx_mega__van_h2o__3,-0.45334977260000003,-0.5910745067000001,-0.6199522197,-0.8134662245000001,-0.1565068259
abx_mega__teix_dmso__12,0.4225048823,-0.3012074275,0.2603448641,-0.5258499809,-0.1152072012
abx_mega__dox_dmso__6,0.5889509717,0.3710022224,-0.4270494215,0.8039336208000001,-2.0786376999
abx_mega__teix_dmso__13,-0.8375305182,-0.4588786078,-0.2714533344,-1.4084718486,-0.0713916493
abx_mega__h2o-7__3,0.5199607684,-0.5555293678000001,0.45134934060000004,-1.1016975532,-0.1499834042
abx_mega__str_h2o__4,-1.8166516061,-0.2255390982,-0.44277378230000003,0.4046922174,-1.6505345280000001
abx_mega__tec_h2o__3,-2.2087015115,-1.3047117525,-1.2697514125,-0.7260724299,-1.2581696036
abx_mega__phos_h2o__7,0.9451525728,-0.2048207501,-0.2702399442,0.1782368981,-0.5798279458
abx_mega__chl_h2o__5,-2.6165633498,-3.1010898568,-2.7742400295,-0.9115135466000001,-1.7742852543
abx_mega__polmyx_h2o__6,1.5693320821999999,-0.056900738400000005,-0.1297179025,0.09921850480000001,-1.3537549816
abx_mega__teix_dmso__14,0.12955141350000002,-0.4112242366,-0.3598987966,-0.0398834276,-0.7233904767
abx_mega__rif_dmso__7,2.4378934513,-0.2665941099,-0.1722305837,0.13885757740000002,-0.474987702
abx_mega__ramo_h2o__3,-0.8082899714,-0.47617261260000004,-0.0688952873,-0.4231859488,-0.36819308040000004
abx_mega__fidax_dmso__4,1.9104672643,-0.2630940167,-0.043113570600000005,-0.5000171875,-0.4233250669
abx_mega__teix_dmso__15,1.7586771841000002,-0.279368693,-0.26686570600000004,-0.3905764304,0.0324351952
abx_mega__thio_dmso__4,-2.084901572,-1.6023567415,-1.2897872259,-1.4723446635,-1.3132605613
abx_mega__rif_dmso__8,3.464898839,-0.7298957134,-0.4287891918,-0.5528306041000001,-0.357898729
abx_mega__reta_dmso__4,-1.2639832001,-2.4867481237,-2.4333179462,-1.1887415439,-1.6125850422
abx_mega__inh_h2o__4,-2.050626314,0.4021689513,1.0509672427,-0.1113821354,1.2223967291
abx_mega__novo_dmso__2,0.6024992179,-0.6992999798,-2.9291228886000003,-1.1960267594,-1.9639897984
abx_mega__dcs_h2o__3,0.7780656574,-0.4109316254,0.0162816796,-0.3131824935,-0.59603229
abx_mega__h2o-8b__3,1.3379023232,-0.13881554910000002,0.38890268110000004,-0.43050246670000003,-0.3473082892
abx_mega__valin_dmso__3,-1.5021759811000002,-0.2052562632,-0.392346248,-0.5934754071,0.2195080271
abx_mega__h2o-2__1,3.1727926224,0.0979390597,0.4735383039,0.7728889057,-1.3434634362
abx_mega__cro_h2o__4,1.7814366352,-0.022097971,0.0034377346000000002,-0.2320497866,-0.44444111340000003
abx_mega__dcs_h2o__4,1.2543620887,-0.0817643834,-0.0133052716,-0.3341096054,0.0108738156
abx_mega__str_h2o__5,1.0353362014,0.1955236081,-0.2253639202,-0.7286734093,-0.5282316380000001
abx_mega__h2o-8a__3,-0.344735493,-0.1708997647,-0.3928074123,-0.3024973815,-0.3751103376
abx_mega__dox_dmso__7,0.6097618778,-0.027947055800000002,-0.5286072094,-0.21235840120000002,-0.5657864187
abx_mega__doxo_dmso__2,10.0209517712,-1.1418768114,-0.043699352500000004,-0.5989751777,-1.3629264037
abx_mega__teix_dmso__16,-1.7790060536,-0.6609093103,-0.3984318195,-1.6130959832,0.1008530702
abx_mega__rfp_h2o__3,1.2714915085,-2.4952396923,-1.4510231809,-1.1988705949,-0.8865176025
abx_mega__ethanol-10__3,3.0127595691,0.41787943400000005,0.354608782,-0.2601704318,-0.1364984341
abx_mega__naoh-2__2,3.6020426636,0.0200884164,-0.021712400700000002,0.5876918306000001,-1.6006594627
abx_mega__van_h2o__4,-1.5968190302,-0.8869361229,-0.2180385588,-0.8830834609,-0.574605059
abx_mega__sacet_h2o__2,0.35455975300000003,-0.8285906114,-0.1448069834,0.9304972077,-1.0249822343
abx_mega__monac_dmso__4,0.1363137033,-1.4735142487,-1.2426880166,0.477190176,0.6063355496
abx_mega__h2o-2__2,3.8189869006,0.4126663426,-0.0318149782,0.5643396932,-1.2912716740999999
abx_mega__zeocin_h2o__5,1.6594551072,-0.0236227842,0.2273709978,-0.6102102248,-0.163953076
abx_mega__nor_naoh__5,0.5573108579,-0.3950397102,-0.08799387,-0.2491636562,-0.4863640046
abx_mega__naoh-9__2,0.9664177975,-0.1240741058,0.16450936770000002,0.1603681576,-0.20155553010000002
abx_mega__dmso-7__3,1.5249747216,0.3185737126,0.279535839,-1.2504308504,-0.2314429124
abx_mega__van_h2o__5,-2.7396591532,-1.3686232170000001,-1.0557616469,-0.9673099426,-0.7533213509000001
abx_mega__flavo_dmso__4,0.7848544053000001,-0.2726692187,0.2658315894,-0.806125776,-0.30002919570000003
abx_mega__novo_dmso__3,-0.0956245273,-1.6564461993,-3.3345443902,-1.7629888699,-2.4875923917
abx_mega__polmyx_h2o__7,-0.3868195626,-0.3043366785,0.1381832784,-0.46678153840000003,-0.5330340021000001
abx_mega__teix_dmso__17,1.4693696633,0.1399591047,0.316132795,-0.6525583839,-0.0560706851
abx_mega__doxo_dmso__3,10.8734973274,-1.8086614186,-0.1469220968,-0.6704662017,-1.8883624467
abx_mega__mem_dmso__6,0.8386548930000001,-0.006764379300000001,0.0746802226,-0.43374078060000004,0.0175285767
abx_mega__h2o-1a__3,-0.4733968673,-0.0085793108,0.1383606878,0.05112046,-0.046264357900000004
abx_mega__bacit_dmso__3,2.6270730243,-0.4816302826,-0.11617244830000001,-0.5822171166,-0.0326589432
abx_mega__dox_dmso__8,-0.0016861389,-0.1569137343,-0.0785852658,0.0746347124,-1.3297905889
abx_mega__teix_dmso__18,0.6204593358,-0.1563210085,-0.0811212806,-0.6725724068000001,-0.4858733342
abx_mega__h2o-6__3,0.9396164528000001,-0.0136788076,-0.3719931392,-0.101910553,-0.320087944
abx_mega__pen_h2o__5,0.8708425785,0.1203046812,0.1373719964,-0.7871702157,-0.11972557210000001
abx_mega__lzd_dmso__4,-1.8455842413,-1.4862005189,-1.5827387671,-0.37704918390000003,-0.7684705141
abx_mega__daro__1,-3.335929942,-1.0588247803,-0.7666867150000001,-1.4556568209,-0.3738952278
abx_mega__solv__1,-3.5121668041,-2.0029311293,-1.8188471831,-1.8027256365,-0.4520007575
abx_mega__daro__2,-1.7281424688,-0.9245423601,-0.5972523179,-1.4848313022,-0.1713929261
abx_mega__daro__3,-0.8681536710000001,-0.3249801873,-0.1201579114,-1.0736882247,0.24732615570000002
abx_mega__solv__2,-4.3082268615,-2.699385826,-2.2252380356,-1.8744256819,-0.8681191132
abx_mega__solv__3,-1.4755173134000001,-0.3799286649,-0.0229081245,-1.1958797742,0.1920613243
abx_mega__dmso-4__1,2.4531321086,0.2240048772,0.6042605597,-0.5275255819,-0.320335953
abx_mega__kirr_dmso__1,-1.4154142349,-2.4710928281,-2.3258016748,-0.4431345728,-1.5089889576000002
abx_mega__kirr_dmso__2,-1.5506629702999999,-2.6004645492,-2.3960331586,-0.5160671034000001,-1.3776734539
abx_mega__kirr_dmso__3,0.1109770788,-2.7948438925,-1.1997099915,-0.5361224708,-1.3502072019
abx_mega__dmso-4__2,3.1101766558,0.1644718487,0.46759516170000004,-0.8170649575000001,-0.0108821147
abx_mega__dmso-4__3,1.9862881795,0.207254765,0.614825536,-0.36929494820000003,-0.0414910217
ackA_pta__dnaA46_del_ackA__1,0.3308745927,0.3539826571,0.591119296,-0.008821225700000001,0.9350194196
ackA_pta__dnaA46_del_ackA__2,1.217120747,1.0934174754,1.3878064861000001,0.2025191932,1.3125812264
ackA_pta__dnaA46_del_ackA__3,0.6854284847000001,0.1360030186,-0.045572263,-0.3040346391,0.998998217
ackA_pta__dnaA46_del_pta__1,5.7418393626,2.1891895966,2.8679052337,0.4752629983,1.8344341715999999
ackA_pta__dnaA46_del_pta__2,1.2118019706,-0.07661756210000001,0.1925949371,-0.5064554581,0.0273794145
ackA_pta__dnaA46_del_pta__3,0.1086105631,0.0891211593,1.0172314441,0.5420917433,0.6117625482
ackA_pta__dnaA46__1,0.2629529722,-0.0542186211,-0.0030501754,-0.0486975949,0.0195921558
ackA_pta__dnaA46__2,0.3429829488,-0.649903914,-1.126765239,-0.6721863964,0.0651557207
ackA_pta__dnaA46__3,0.5290041817,0.1723656547,-0.1086333252,0.0357275041,-0.1516655943
ackA_pta__del_ackA__1,-0.3878204537,0.6316702245,0.5285134959000001,0.0287477573,1.6427915955999999
ackA_pta__del_ackA__2,3.293613155,1.8969275324,2.4404397509,0.6248945677000001,2.0146868946
ackA_pta__del_ackA__3,0.2149414675,0.6246078780000001,0.5962740604,0.13201775030000001,1.0400287372
ackA_pta__del_pta__1,-0.2984847695,-0.9738678341,-0.4989626017,-0.42611055270000003,0.0513856386
ackA_pta__del_pta__2,1.1340541169,0.17273660640000002,1.0472131673,-0.4418963536,0.5566005611
ackA_pta__del_pta__3,0.1267105075,0.3030769795,0.5388680794,0.07143923,0.7148154585000001
ackA_pta__wt__1,0.33342475850000003,0.47697085380000004,0.2935714392,-0.0852332789,0.14820017970000002
ackA_pta__wt__2,-0.035196889700000004,-0.17769135390000002,-0.22648017820000002,0.09219193960000001,-0.0858911564
ackA_pta__wt__3,-0.2982278687,-0.2992794998,-0.067091261,-0.0069586607,-0.0623090233
anticancer__5fu__1,-3.4353644779,-0.6697234750000001,-0.9813599975,-0.5111573608000001,-1.2060148249
anticancer__5fu__2,-2.4860296865000002,-0.41662013800000003,-0.8337172309,-0.4924955782,-1.3542611317
anticancer__cap__1,-2.43865006,1.3343980527000001,-0.1505592663,-0.19375240400000002,0.27546628570000004
anticancer__cap__2,-3.7745129025,0.8628168303,-0.5826729407,-0.4400577383,0.0875435629
anticancer__cap__3,-3.2513608715,0.7815814401000001,-1.0363503109,-0.5705591754,0.2295211266
anticancer__wt__1,-0.9601113672,-0.5609568427,0.0386758031,0.2342724488,0.0431767816
anticancer__wt__2,0.33792750650000003,-0.2539684797,-0.0513096825,-0.0546474263,0.1275600077
anticancer__wt__3,0.6221838608,0.8149253224,0.0126338795,-0.1796250225,-0.1707367893
anticancer__5fu__3,-3.5566391547,-1.6145397685,-1.791892044,-1.0042083281,-1.3961057111000001
bio_pln__aero_pln__1,0.1244561933,-0.1561439127,0.1174340668,-0.06801393110000001,-0.10836123510000001
bio_pln__aero_pln__2,-0.1244561933,0.1561439127,-0.1174340668,0.06801393110000001,0.10836123510000001
bio_pln__anaero_pln__1,1.0388417558,-0.5396536888,-0.0432928189,-0.11886394410000001,-0.41657413330000004
bio_pln__anaero_pln__2,-1.9939474294,-1.2037875344,-0.231015415,-0.037023497600000004,-0.3153428038
biocide__bzcl_12h__1,-0.2285808087,0.4453460675,-0.1306209317,-0.3278671401,0.2709162397
biocide__bzcl_12h__2,0.07884339060000001,0.39491177180000003,0.0971272975,0.2510418352,0.681205806
biocide__bzcl_12h__3,0.165640797,0.463263152,0.0328367249,-0.38971012790000004,0.4094479807
biocide__etoh_12h__1,0.9217125909,0.15879715760000002,0.5970526977,0.38245826990000004,0.2889040298
biocide__etoh_12h__2,0.8946799981,-0.12038182500000001,0.7798809183000001,0.48392136700000005,0.23757413
biocide__etoh_12h__3,1.633885297,-0.2370977045,0.6346045403,0.4636830167,0.2780361926
biocide__gluald_12h__1,0.8335802255,0.26758692230000003,0.2994915311,0.2024610869,0.4092773259
biocide__gluald_12h__2,0.28141895640000003,0.27608346310000004,0.4394058414,0.28284839100000003,0.4694878964
biocide__gluald_12h__3,0.7936136873,0.3967222434,0.44833149110000003,0.1024744315,0.4565826779
biocide__h2o2_12h__1,0.6958694803000001,0.046805601100000004,0.1432304442,0.10480670800000001,0.23323628700000001
biocide__h2o2_12h__2,-0.5027297911,0.1435311651,-0.0346326202,0.011328221000000001,0.30770012950000003
biocide__h2o2_12h__3,0.8179379709,0.8904209765000001,0.48230151320000003,0.16059449820000002,0.5812409474
biocide__2ppoh_12h__1,1.9183925592,0.278460753,1.1409947291,0.11678852120000001,0.2566252476
biocide__2ppoh_12h__2,2.1032904322,0.442201705,1.500358688,0.2009256369,0.23158113300000002
biocide__2ppoh_12h__3,2.237954125,0.6199729908,1.2649847642,0.11665607530000001,0.21266958400000002
biocide__paa_12h__1,0.6439153857000001,0.2733162924,0.06645814500000001,0.1456959838,0.3294570921
biocide__paa_12h__2,0.8443158466,0.42547594390000004,0.3083185551,0.0498723341,0.3344564481
biocide__paa_12h__3,0.53870315,0.19456766720000002,0.061218387400000004,0.1863873968,0.2596946015
biocide__phe_12h__1,0.025438069900000002,0.3016859783,0.3518706807,0.1492777892,0.5851245233
biocide__phe_12h__2,0.2579092415,0.444953721,-0.2700720081,0.028637044400000002,0.41931633760000003
biocide__phe_12h__3,0.606343021,0.4102414351,0.5463069547,0.120169463,0.5141110628000001
biocide__pvp-i_12h__1,1.7559632902,0.2075916837,0.3793706048,0.1398835079,0.4249866282
biocide__pvp-i_12h__2,0.0742138638,0.6734386157000001,0.40823910090000004,0.1167573021,0.3756991356
biocide__pvp-i_12h__3,0.5172349979,0.1331036089,0.2070799612,0.1113191481,0.473087611
biocide__bleach_12h__1,1.179165052,0.5828093146000001,0.22214417690000002,-0.0516693405,0.6189779
biocide__bleach_12h__2,0.7672288494,0.717242363,0.5573338426000001,0.0422784618,0.4632168407
biocide__bleach_12h__3,0.40922198390000003,0.7513932019,0.3477583971,-0.2354883406,0.3763549054
biocide__chx_12h__1,1.001046242,0.6742061578,0.4374824083,0.6266203811000001,0.8194681535
biocide__chx_12h__2,1.5934994869999999,0.6106409236,0.3789377322,0.4085492067,0.6745659388
biocide__chx_12h__3,0.6414016057,0.4495916614,0.0226424504,-0.0076474679000000005,0.6677751149000001
biocide__bzcl_30m__1,-1.1583713594,0.0930473614,0.09030268300000001,0.1333587397,0.1655143946
biocide__bzcl_30m__2,-0.8790274919000001,-0.0451378327,0.15109887360000002,0.19607052730000002,0.3210485436
biocide__bzcl_30m__3,-1.0511693662,-0.026141522900000002,-0.09928833170000001,0.10812128200000001,0.2806120439
biocide__phe_30m__1,-0.2394588964,-0.2056280046,-0.5277112755,-0.6059380954,0.0565289815
biocide__phe_30m__2,-0.2656876641,-0.0595100058,0.3181306532,-0.1442768974,0.0445609166
biocide__phe_30m__3,-0.3607632019,-0.2328106598,-0.07646692570000001,-0.1205450222,-0.0249700869
biocide__pvp-i_30m__1,0.6341029348,-0.1459993155,0.0979950981,0.0380415734,0.0617299555
biocide__pvp-i_30m__2,1.3786314855000001,0.21891775500000002,0.35655464810000004,0.30167652780000004,0.19168563060000002
biocide__pvp-i_30m__3,-0.0146789538,-0.4034308122,0.045600889000000006,0.2757240212,0.103200706
biocide__ctrl_12h__1,0.8587287346,0.0093412411,0.0362498788,-0.0257167732,0.0401022683
biocide__ctrl_12h__2,0.1853439668,-0.2714836717,-0.2078235287,0.2935678749,-0.0014189345000000001
biocide__ctrl_12h__3,0.39361098310000003,0.0388260282,0.09935587500000001,-0.0986946986,0.19662814080000002
biocide__ctrl_30m__1,0.3763856145,0.047232855000000004,0.1960694909,-0.080071326,0.058680185200000005
biocide__ctrl_30m__2,-0.3523518611,-0.17861744740000002,-0.1566868873,-0.048851586700000005,-0.102492225
biocide__ctrl_30m__3,-0.0240337534,0.1313845925,-0.0393826036,0.1289229126,0.0438120398
clpP__wt__1,-0.0523126139,0.0826412482,0.0176630895,-0.25361780710000004,-0.0270304858
clpP__wt_DPTA__1,4.0724403337,0.8479397298,0.016753302600000002,2.1904851135,0.0760083342
clpP__wt__2,-0.312715297,-0.5414731065,-0.08968019640000001,0.0623614565,-0.1546018594
clpP__wt_DPTA__2,2.7479508952,0.49491518910000004,0.3213845985,2.2396194102,0.0380247602
clpP__wt__3,0.36502791090000003,0.4588318583,0.0720171069,0.1912563506,0.1816323451
clpP__wt_DPTA__3,3.7660119309,0.3787223364,0.1237123245,2.3284234676,0.2560076831
clpP__delclpP__1,0.8815993822,0.3056182021,-0.45475131490000004,-0.3456305429,-0.0933827556
clpP__delclpP_DPTA__1,3.8165516928,0.2299271742,-0.6942771887,2.4765685042,-0.3887656028
clpP__delclpP__2,0.557969303,-0.6490395829000001,-0.1752163536,-0.4168831492,-0.1295365751
clpP__delclpP_DPTA__2,4.2897985932000005,0.3457625582,-0.8394847078000001,2.4113901359,-0.8041991545
clpP__delclpP__3,1.192201093,-0.055945214800000004,0.0833397921,0.19615890490000001,-0.1380303618
clpP__delclpP_DPTA__3,5.6137209801,0.5202928563,-1.3058612417,2.5037670906000002,-0.29812934690000004
colombos2__delydcR__1,0.6711741029,-0.5688880272,0.17876904370000002,-0.3880472377,-0.49066816220000004
colombos2__delydcR__2,1.7804154927,-0.0813989416,0.3839788665,-0.2924896469,0.007153589100000001
colombos2__delydcR__3,1.1372522411000001,0.1448876137,-0.15030702170000002,-0.5228521797,-0.4117123911
colombos2__delyjiR__1,1.3808891350999999,-0.33233484950000003,0.5040315118,0.46897574620000004,-0.13801675430000002
colombos2__delyjiR__2,0.5991866917,-0.29328604340000003,0.8578853780000001,0.016988616300000002,0.0639860155
colombos2__delyjiR__3,0.5254028048,0.25075908080000003,0.7653018315,0.0627442671,0.02919704
colombos2__wt__1,0.37681682600000005,-0.1384669455,0.5219984281,0.3296142537,0.1687964093
colombos2__wt__2,1.0180560021,-0.0748428047,-0.586765379,-0.0846523458,0.09996829630000001
colombos2__wt__3,-1.3948728281,0.21330975030000002,0.064766951,-0.2449619079,-0.2687647056
crp_k100__ar1_ar2__1,-1.7232010187,-2.6125478044,-1.2605034842,-0.48401103030000003,0.9023426841000001
crp_k100__ar1_ar2__2,-3.3471760498,-2.0309407592,-2.023359874,-0.28366606710000003,1.1069497475
crp_k100__ar1_ar2__3,-3.6832125487000003,-1.5924100005000001,-2.7512677873999998,0.12101258050000001,1.0374978813
crp_k100__wt__1,-0.1248160022,0.049038687000000004,-0.22601441430000002,0.040449837100000004,-0.1057490667
crp_k100__wt__2,0.5075647483,-0.1088560358,0.033291721,-0.0029001827,0.26190119230000003
crp_k100__wt__3,-0.38274874610000004,0.0598173488,0.1927226933,-0.0375496544,-0.1561521257
crp_k100__K100Q__1,0.8127367655000001,-0.3985382871,0.19743578250000002,0.0160894325,-0.36438194090000003
crp_k100__K100Q__2,-1.0306679486,0.4832679186,0.2556456461,-0.4823652795,0.3767296297
crp_k100__K100R__1,2.1247956527,-0.19408870920000001,0.0853163188,0.067199966,-0.0650881993
crp_k100__K100R__2,0.38662194200000005,-0.2088399636,0.2840847782,0.45825516850000003,0.2632655309
crp_k100__K100R__3,1.5241273666000001,0.17052589070000002,0.1334202544,0.1524419613,0.060157179000000005
csrA__wt_t00__1,-0.3672291874,-0.3093870886,-0.49289708260000004,-0.1837998435,-0.2813255255
csrA__wt_t02_30__1,4.8016842746,-3.2723112347,-1.9555002394,-3.3702232496,-0.6738168909000001
csrA__wt_t05__1,7.8925325188,-3.5068056859,-3.0992212758,-5.1270315559,-1.5935888782
csrA__wt_t10__1,7.7397950372,-3.56783005,-3.2061484933,-3.6540750221,-2.103390849
csrA__wt_t15__1,6.3006944461,-3.031828323,-2.7919561932,-2.8027643391,-1.8175085063
csrA__delcsrA_t00__1,-0.2463790441,0.6417735826000001,0.6669597626,0.1431005121,-0.17342647830000002
csrA__delcsrA_t02_30__1,6.3327529834,-2.5641819113,-0.3191946865,-3.5273206834,-0.4181413036
csrA__delcsrA_t05__1,8.8720545905,-3.423255983,-1.2469958169,-3.9635233053,-0.2520569934
csrA__delcsrA_t10__1,8.8245168876,-3.3814784128,-1.8783958707,-3.4691344974,-1.5118481565000002
csrA__delcsrA_t15__1,9.9226115179,-3.0143945365,-2.026818033,-2.5785525411,-2.0775499991
csrA__wt_t00__2,0.3672291874,0.3093870886,0.49289708260000004,0.1837998435,0.2813255255
csrA__wt_t02_30__2,6.5871576747,-2.3908528367,-1.2862303315,-3.5274553478,0.2575065193
csrA__wt_t05__2,10.0077721282,-3.4608641484,-2.6505718424999998,-4.7962992726,-0.7763028475
csrA__wt_t10__2,9.2681855957,-3.5348339816000003,-3.374575937,-3.6780151379,-1.6170751991999999
csrA__wt_t15__2,7.2239744417,-2.6529463025,-2.7402319145,-2.6487952009,-1.1199086157
csrA__delcsrA_t00__2,-1.1221004172,-0.1708415134,-0.12755218470000002,-0.1096952098,-0.3761590087
csrA__delcsrA_t02_30__2,5.3274544854,-2.5582074311,-1.2891343696,-4.0484199465,0.050854989
csrA__delcsrA_t05__2,7.1745875429,-3.6408759703999998,-1.7651573138,-4.7739136425,-0.8755036134
csrA__delcsrA_t10__2,8.3491905683,-3.5037045602,-2.2599125259,-3.1945949714,-1.4557419046
csrA__delcsrA_t15__2,7.4490267262,-2.4209739078,-2.2652584054,-2.1391586741,-1.2053707827
cstr_pfr__str_0005m__1,-0.3096222104,0.366781693,-0.2252746425,0.2758552556,-0.0441382519
cstr_pfr__str_0010m__1,0.1644695908,0.214336148,-0.1562841167,0.0453662629,-0.0051637424
cstr_pfr__str_0025m__1,-0.0183077076,-0.014904903800000001,-0.1808801524,0.2988016021,0.1670421726
cstr_pfr__str_0045m__1,-0.351541628,0.04156927,-0.2911261649,0.3130443881,0.1371180347
cstr_pfr__str_0075m__1,0.2110553709,0.0445793351,-0.2672128265,0.22757367520000002,0.1937038802
cstr_pfr__str_0120m__1,-0.0547963297,0.026891517700000003,-0.0322016767,0.1827152079,0.1603668355
cstr_pfr__str_0210m__1,-0.1062231939,0.0774478663,-0.19809692980000002,0.20728353770000002,0.3472941712
cstr_pfr__str_0330m__1,1.4464788075000001,0.4085312547,-0.0370527644,0.1787858178,0.4058260731
cstr_pfr__str_1500m__1,1.6898776294,0.2893128706,-0.0589468451,0.328122984,0.65331549
cstr_pfr__str_1560m__1,-0.259550029,0.25686011870000003,0.12639202600000002,0.2303616631,0.6412339316
cstr_pfr__str_1680m__1,0.2193655736,0.2635088959,-0.0365922213,0.18967713830000002,0.6264968778000001
