,A,GntR
hot_tale__hot_ale8_44c__2,2.0328969728,0.012806171000000002
hot_tale__hot_ale9_mid_30c__1,0.8516403228,-0.699262111
hot_tale__hot_ale9_mid_30c__2,0.46939780410000004,-0.7128503140000001
hot_tale__hot_ale9_30c__1,1.8048271071,-1.070536091
hot_tale__hot_ale9_30c__2,1.9359413207,-1.051002556
hot_tale__hot_ale9_mid_37c__1,1.7583149328,-0.879200045
hot_tale__hot_ale9_mid_37c__2,1.5214783683,-0.800527772
hot_tale__hot_ale9_37c__1,2.1179096236,-1.096644461
hot_tale__hot_ale9_37c__2,1.4880784493,-0.997868222
hot_tale__hot_ale9_mid_44c__1,0.734777804,-0.198278689
hot_tale__hot_ale9_mid_44c__2,1.2476549368,-0.564529943
hot_tale__hot_ale9_44c__1,1.2082029064,-0.351852477
hot_tale__hot_ale9_44c__2,0.8787711871,-0.630687573
hot_tale__hot_ale10_30c__1,0.3543018624,-0.8826600560000001
hot_tale__hot_ale10_30c__2,1.0174762735,-0.877036985
hot_tale__hot_ale10_37c__1,1.6988290839,-0.9012192280000001
hot_tale__hot_ale10_37c__2,1.8557586110000002,-0.9186120350000001
hot_tale__hot_ale10_44c__1,2.2700161835,-0.56304812
hot_tale__hot_ale10_44c__2,1.3601385860000001,-0.488563575
hot_tale__hot_ale16_30c__1,0.8529905402,-0.9323309660000001
hot_tale__hot_ale16_30c__2,0.3680804871,-0.787066079
hot_tale__hot_ale16_37c__1,1.7606732435999999,-0.9657659070000001
hot_tale__hot_ale16_37c__2,1.9936075922,-1.018456267
hot_tale__hot_ale16_44c__1,1.5064124346,-0.431549891
hot_tale__hot_ale16_44c__2,1.7390512244,-0.29278861500000003
pdhr_ale__pdhR-13_51__1,-0.9530546109,-1.014333714
pdhr_ale__pdhR-13_51__2,-0.8492278155,-1.107211655
pdhr_ale__pdhR-14_46__1,-0.8926798526,-0.849059607
pdhr_ale__pdhR-14_46__2,-0.8281378088,-0.824573372
pdhr_ale__pdhR-15_51__1,-1.110629202,-0.997238594
pdhr_ale__pdhR-15_51__2,-0.7873877587,-1.075757857
pdhr_ale__pdhR-16_49__1,-0.3940768483,-0.9897415700000001
pdhr_ale__pdhR-16_49__2,-0.7858732963,-1.063201631
tcs__del_atoC_LiAcet__1,-0.556558615,-0.8511391730000001
tcs__del_atoC_LiAcet__2,-0.9587985543,-0.93995767
tcs__del_atoC_LiCl__1,0.2337475272,-0.740755373
tcs__del_atoC_LiCl__2,0.018088501400000002,-0.7175146250000001
tcs__del_atoC_m9__1,0.3631175525,-0.7235992410000001
tcs__del_atoC_m9__2,0.2077891356,-0.6704124640000001
tcs__del_baeR_etoh__1,2.1871101505,-0.952762819
tcs__del_baeR_etoh__2,1.7435435248000002,-0.555681971
tcs__del_baeR_lb__1,1.8846105647,-0.435810964
tcs__del_baeR_lb__2,1.903151129,-0.45030689100000004
tcs__del_btsR_01xlb__1,-0.18850164660000002,-0.445023314
tcs__del_btsR_01xlb__2,0.0707412651,-0.41429222800000004
tcs__del_btsR_lb__1,8.3928346919,-0.042011907
tcs__del_btsR_lb__2,8.4243405139,-0.066260813
tcs__del_btsR_pyruvate__1,0.21669500160000002,-0.463472182
tcs__del_btsR_pyruvate__2,0.1990837329,-0.385639288
tcs__del_cpxR_etoh__1,3.1744719833,-0.8311870720000001
tcs__del_cpxR_etoh__2,3.0285768956,-0.9044550450000001
tcs__del_cpxR_lb__1,1.6256692974,-0.296370008
tcs__del_cpxR_lb__2,1.6250054683,-0.330185656
tcs__del_cusR_CuSO4__1,2.5617726682,-0.605762266
tcs__del_cusR_CuSO4__2,2.1160856272,-0.339329616
tcs__del_cusR_lb__1,7.7588348332,-0.464565887
tcs__del_cusR_lb__2,7.8872823312,-0.514475225
tcs__del_kdpE_01-kcl__1,-1.1242604339,-0.721855974
tcs__del_kdpE_01-kcl__2,-1.1161622468,-0.920328872
tcs__del_kdpE_115-kcl__1,-1.7593349701,-0.73915475
tcs__del_kdpE_115-kcl__2,-1.5606856543,-0.5843482
tcs__del_phoB_m9__1,0.1176222794,-0.46604725500000005
tcs__del_phoB_m9__2,0.0763930511,-0.459370912
tcs__del_phoB_m9p__1,2.1853697133,-1.83453186
tcs__del_phoB_m9p__2,1.9861893582999999,-1.706447775
tcs__del_rcsB_etoh__1,1.9669907281999999,-0.74790271
tcs__del_rcsB_etoh__2,1.4636067036,-0.859805652
tcs__del_rcsB_lb__1,2.3960715597,-0.47900471800000005
tcs__del_rcsB_lb__2,2.5669140928000003,-0.39943422
tcs__del_zraR_lb__1,4.2920478578,-0.858431174
tcs__del_zraR_lb__2,4.7496118686,-0.7671570240000001
tcs__del_zraR_zncl2__1,5.3653888755,-0.494733709
tcs__del_zraR_zncl2__2,5.2801925477000005,-0.429592572
tcs__wt_01-kcl__1,-1.6403346425,-0.39978116700000005
tcs__wt_01-kcl__2,-1.7285586485,-0.47400638800000006
tcs__wt_01xlb__1,0.5101809310000001,-0.42723648900000005
tcs__wt_01xlb__2,0.27925136840000003,-0.5792785690000001
tcs__wt_115-kcl__1,-1.4899568505,-0.6000546830000001
tcs__wt_115-kcl__2,-2.09282407,-0.719228382
tcs__wt_CuSO4__1,5.1269948174,-0.6923611540000001
tcs__wt_CuSO4__2,5.1724556032,-0.6405000230000001
tcs__wt_etoh__1,2.2688980621,-0.910725341
tcs__wt_etoh__2,1.9528763013,-0.780264672
tcs__wt_lb__1,1.7026912097,-0.661199292
tcs__wt_lb__2,2.0492211894,-0.677765108
tcs__wt_LiAcet__1,-0.9228531657000001,-0.6178517640000001
tcs__wt_LiAcet__2,-0.6339622281,-0.644149017
tcs__wt_LiCl__1,0.24253556140000002,-0.648441656
tcs__wt_LiCl__2,-0.16018274100000002,-0.6860690070000001
tcs__wt_m9p__1,1.6262351834,-1.6906944460000002
tcs__wt_m9p__2,1.4236925738,-1.500424003
tcs__wt_pyr__1,0.2714770185,-0.49272658900000005
tcs__wt_pyr__2,0.5016395271,-0.342044173
tcs__wt_zncl2__1,5.9307123638,-1.136558478
tcs__wt_zncl2__2,5.8855904074000005,-0.870421003
ros_tale__1_112_0pq__1,2.2014153804,-0.611937089
ros_tale__1_112_0pq__2,2.6349178671,-0.44183378900000003
ros_tale__1_112_250pq__1,2.3346808472,-0.127331458
ros_tale__1_112_250pq__2,1.4655403018,-0.18393604300000002
ros_tale__1_112_750pq__1,1.5564441379,-0.29498657
ros_tale__1_112_750pq__2,1.1141807105,-0.276518282
ros_tale__1_112_750pq__3,1.0678717543,-0.398495955
ros_tale__3_76_0pq__1,1.5946489286,-1.208810716
ros_tale__3_76_0pq__2,1.9229087073,-1.141209093
ros_tale__3_76_0pq__3,1.3472319002,-0.978122997
ros_tale__3_76_0pq__4,1.3609917035,-1.015790424
ros_tale__3_76_250pq__1,0.5688718551,-1.436505111
ros_tale__3_76_250pq__2,1.1335263541,-1.564617244
ros_tale__3_76_750pq__1,1.9248361717,-1.159078268
ros_tale__3_76_750pq__2,0.7812330191,-1.8589521160000002
ros_tale__7_103_0pq__1,2.0039898248,-0.534779827
ros_tale__7_103_0pq__2,2.3110595129,-0.354559481
ros_tale__7_103_0pq__3,1.9665015304,-0.43653111600000005
ros_tale__7_103_0pq__4,2.4497703693,-0.30199964100000004
ros_tale__7_103_250pq__1,1.0890881186999999,-1.140300299
ros_tale__7_103_250pq__2,1.4332487376,-1.139845597
ros_tale__7_103_750pq__1,1.5031275753,-1.172154352
ros_tale__7_103_750pq__2,1.4808494604,-1.196739647
ros_tale__9_77_0pq__1,1.067518801,-1.079005065
ros_tale__9_77_0pq__2,1.8940332918,-1.043969715
ros_tale__9_77_250pq__1,1.5903688228,-0.7514471180000001
ros_tale__9_77_250pq__2,2.1279916322,-0.49639631700000003
ros_tale__9_77_750pq__1,1.6851128571,-1.324070777
ros_tale__9_77_750pq__2,1.4562299345,-1.123692377
ros_tale__11_83_0pq__1,-0.8698763174,-0.304926061
ros_tale__11_83_0pq__2,-0.9931857777,-0.259752926
ros_tale__11_83_250pq__1,-0.7088562133,-0.5721202510000001
ros_tale__11_83_250pq__2,-1.4023142227,-0.685889635
ros_tale__11_83_750pq__1,-1.2040688224,-0.475700569
ros_tale__11_83_750pq__2,-1.6387935170999999,-0.471528092
ros_tale__13_87_0pq__1,-0.38825272920000004,-1.098460443
ros_tale__13_87_0pq__2,-0.7559219652,-1.152687984
ros_tale__13_87_250pq__1,0.4173255907,-0.737102692
ros_tale__13_87_250pq__2,0.2282459306,-0.857712043
ros_tale__13_87_750pq__1,0.6866686262,-0.658476747
ros_tale__13_87_750pq__2,0.0300682956,-0.702930004
ros_tale__14_27_0pq__1,0.8132532325,-0.836230235
ros_tale__14_27_0pq__2,0.6948764854,-0.7584484530000001
ros_tale__14_27_250pq__1,3.3976325819,-0.824452736
ros_tale__14_27_250pq__2,2.9859488415,-0.595660167
ros_tale__14_27_750pq__1,3.344891878,-0.012655297000000001
ros_tale__14_27_750pq__2,3.575430032,0.149592207
ros_tale__16_28_250pq__1,0.2983145384,-0.9526444030000001
ros_tale__16_28_250pq__2,0.3658041573,-0.942946885
ros_tale__16_32_0pq__1,-0.5158628445,-0.49155152500000004
ros_tale__16_32_0pq__2,-0.1231139583,-0.464707853
ros_tale__16_32_0pq__3,-0.5802599270000001,-0.650329264
ros_tale__16_32_0pq__4,-0.29282745390000003,-0.646773719
ros_tale__16_32_250pq__1,-0.9543237817,-0.8597398150000001
ros_tale__16_32_250pq__2,-0.718177464,-0.603526793
ros_tale__16_32_750pq__1,0.1926538612,-1.038227185
ros_tale__16_32_750pq__2,-0.0370607174,-0.774116943
ros_tale__17_104_0pq__1,-0.0023886141,-1.245719866
ros_tale__17_104_0pq__2,-0.0710303145,-1.30772483
ros_tale__17_104_250pq__1,1.3155280017,-0.906441585
ros_tale__17_104_250pq__2,1.817885798,-0.78622818
ros_tale__17_104_250pq__3,1.3795228832,-0.405722434
ros_tale__17_104_250pq__4,1.0527661508,-0.17646302800000002
ros_tale__17_104_750pq__1,1.0811449404,-0.687184001
ros_tale__17_104_750pq__2,0.37866379250000004,-0.9255738630000001
ros_tale__18_24_250pq__1,0.2002554813,-0.749112777
ros_tale__18_24_250pq__2,0.6874184882000001,-0.8674561900000001
ros_tale__18_36_0pq__1,0.7085903593,-0.345315009
ros_tale__18_36_0pq__2,0.6622900692,-0.41443528300000004
ros_tale__18_36_0pq__3,0.4135217869,-0.861405159
ros_tale__18_36_0pq__4,1.1635232374,-0.90822617
ros_tale__18_36_250pq__1,0.6401879037,-0.8063605140000001
ros_tale__18_36_250pq__2,0.47488399130000003,-0.896813878
ros_tale__18_36_750pq__1,2.3602651132,0.0039568780000000005
ros_tale__18_36_750pq__2,2.2781829983,0.17427072500000002
ros_tale__19_91_0pq__1,-2.2750680791,-1.202894069
ros_tale__19_91_0pq__2,-1.2930878643,-0.9813560250000001
ros_tale__19_91_250pq__1,0.5051430367,-0.8341469450000001
ros_tale__19_91_250pq__2,0.2090934481,-0.8607860820000001
ros_tale__19_91_750pq__1,0.3744898957,-1.117824451
ros_tale__19_91_750pq__2,0.4676714602,-0.9456648540000001
ros_tale__19_91_750pq__3,-0.46214188040000004,-0.8266609180000001
ros_tale__19_91_750pq__4,0.6972465062000001,-0.9806350500000001
ros_tale__21_97_0pq__1,1.0924910231,-1.166193929
ros_tale__21_97_0pq__2,0.6709728118,-1.131273198
ros_tale__21_97_250pq__1,0.5022685643,-1.025562325
ros_tale__21_97_250pq__2,0.6740144582,-1.27102897
ros_tale__21_97_750pq__1,0.49629105230000004,-0.925454718
ros_tale__21_97_750pq__2,0.6670944381,-1.140214503
ros_tale__25_111_0pq__1,2.2186355725,-0.6335096
ros_tale__25_111_0pq__2,2.4339174974,-0.33078865100000004
ros_tale__25_111_250pq__1,2.5108116969000003,-0.585165932
ros_tale__25_111_250pq__2,2.7964788512,-0.259715517
ros_tale__25_111_750pq__1,2.8595611665,-0.250919492
ros_tale__25_111_750pq__2,1.9781827072,-0.39965632700000003
ros_tale__29_119_0pq__1,3.2085625747,0.32134760300000004
ros_tale__29_119_0pq__2,2.6770257232,-0.054923951000000006
ros_tale__29_119_250pq__1,2.7197917664,-0.07665440300000001
ros_tale__29_119_250pq__2,2.5670920866999998,0.058729803000000004
ros_tale__29_119_750pq__1,2.8250630337000002,0.079876903
ros_tale__29_119_750pq__2,2.5711329663,-0.133306706
ros_tale__ALE4_0pq__1,0.7237225403,-0.782185326
ros_tale__ALE4_0pq__2,0.4466190843,-0.7870663160000001
ros_tale__ALE4_250pq__1,0.2475688436,0.035968497
ros_tale__ALE4_250pq__2,0.42616654340000004,0.031617569000000005
pcoli__atASMT_325G__1,0.14826775420000002,-0.276912256
pcoli__atASMT_325G__2,-0.1817620714,-0.317300582
pcoli__bpTDC__1,1.7300668418,-0.337852523
pcoli__bpTDC__2,2.2875853879,-0.36215238400000005
pcoli__BRCA__1,0.24672172120000002,-0.43827900700000005
pcoli__BRCA__2,0.22356507120000002,-0.455212875
pcoli__BRCActrl__1,3.7331640826,0.273221353
pcoli__BRCActrl__2,4.2207124464,0.264458439
pcoli__BRCAswap__1,0.0171677241,-0.42272637300000004
pcoli__BRCAswap__2,0.33190186990000003,-0.331649682
pcoli__btAANAT__1,0.0002359824,-0.321070733
pcoli__btAANAT__2,0.4579100216,-0.397293746
pcoli__btASMT__1,0.1288051358,-0.483999302
pcoli__btASMT__2,-0.0398403099,-0.457048006
pcoli__CC1__1,-0.14445654530000002,-0.223213042
pcoli__CC1__2,-0.4124183736,-0.052248228
pcoli__ccCOMT__1,-0.30669300250000003,-0.349279595
pcoli__ccCOMT__2,-0.0359522207,-0.26425505800000004
pcoli__ckDDC__1,1.8705869939,-0.14649926700000002
pcoli__ckDDC__2,2.8423181845,0.08911793500000001
pcoli__CNTF_belt__1,-0.39248392790000003,-0.16004331500000002
pcoli__CNTF_belt__2,0.0335737838,-0.205765533
pcoli__cobPNMT__1,0.2402407574,-0.183087837
pcoli__cobPNMT__2,0.08672478880000001,-0.274709966
pcoli__cvPhhB__1,-0.09542613970000001,-0.25894474500000003
pcoli__cvPhhB__2,0.32347965630000003,-0.250852097
pcoli__ggAANAT__1,0.1811346279,-0.300488099
pcoli__ggAANAT__2,0.33128756330000003,-0.401204171
pcoli__ggTPH__1,-0.24779703930000002,-0.36204822400000003
pcoli__ggTPH__2,0.0777571601,-0.39709269500000005
pcoli__hsAANAT__1,0.1704804281,0.20439805600000002
pcoli__hsAANAT__2,-0.3959366232,0.11099416200000001
pcoli__hsASMT__1,0.7155048472000001,-0.477991133
pcoli__hsASMT__2,1.6153418199,-0.40478927000000003
pcoli__hsPNMT_mb__1,-0.07325420860000001,-0.312224123
pcoli__hsPNMT_mb__2,-0.3349375189,-0.305407745
pcoli__hsTPH__1,0.1180535899,-0.434266568
pcoli__hsTPH__2,0.7660472181,-0.32968072400000004
pcoli__hsTPH_E2K__1,2.0196703212,-0.028765996000000002
pcoli__hsTPH_E2K__2,2.632518061,0.174927878
pcoli__hsTPH_E2K_N91I_P99C__1,0.0337106061,-0.362061479
pcoli__hsTPH_E2K_N91I_P99C__2,0.2478552285,-0.5237443580000001
pcoli__hsTPH_N158trunc__1,2.6769872383,-0.013522065000000002
pcoli__hsTPH_N158trunc__2,2.8459042331,0.066747637
pcoli__hsTPH_N174trunc__1,-0.1338991873,-0.332527628
pcoli__hsTPH_N174trunc__2,2.2903166481,0.113303445
pcoli__hsTPH_Ntermtrunc__1,2.1875672735,0.5713400980000001
pcoli__hsTPH_Ntermtrunc__2,-0.1891766944,-0.24273812
pcoli__hsTPH1__1,0.2462226723,-0.228391314
pcoli__hsTPH1__2,0.3184198546,-0.30088246
pcoli__MBP__1,-0.4090715184,-0.591449381
pcoli__MBP__2,0.7264235874,-0.065072482
pcoli__msCOMT__1,-0.031059842400000003,-0.5139927360000001
pcoli__msCOMT__2,-0.0854718569,-0.365745015
pcoli__ocAANAT__1,0.0750823972,-0.378759807
pcoli__ocAANAT__2,0.3115250999,-0.40642878400000004
pcoli__osTDC_K374H__1,-0.26669724780000004,-0.062380926
pcoli__osTDC_K374H__2,0.1014203885,-0.137371119
pcoli__osTDC_K374L__1,-0.0592661092,-0.33668425500000004
pcoli__osTDC_K374L__2,0.09970470990000001,-0.359685527
pcoli__osTDC_K374Q__1,0.35699562100000004,-0.412839746
pcoli__osTDC_K374Q__2,0.12632084570000002,-0.24180830700000003
pcoli__osTDC_L360V__1,0.5489059079,-0.37606772800000005
pcoli__osTDC_L360V__2,1.6243530906,-0.257732073
pcoli__pmTPH__1,0.2555546787,-0.30069115
pcoli__pmTPH__2,0.7908048502,-0.169727127
pcoli__RFC__1,0.3059828368,-0.329698301
pcoli__RFC__2,0.2174962266,-0.322886453
pcoli__RFCctrl__1,-0.7030696719,-0.043481911000000005
pcoli__RFCctrl__2,-0.8637896651,-0.11264162800000001
pcoli__RFCnopause__1,-0.4928451172,0.087056929
pcoli__RFCnopause__2,0.3245767291,0.15260571
pcoli__RFCpluspause__1,1.0282850812,0.271176649
pcoli__RFCpluspause__2,1.6805757961999999,0.251812315
pcoli__rnCOMT_sol__1,0.18496356390000002,-0.025333978
pcoli__rnCOMT_sol__2,-0.2792725119,-0.148361563
pcoli__rnPNMT__1,0.5187708195,-0.37081961300000005
pcoli__rnPNMT__2,1.6809538423000001,-0.11105880200000001
pcoli__rnTDC__1,0.2958304572,-0.38656935200000003
pcoli__rnTDC__2,0.4003797605,-0.37045912400000003
pcoli__rnTDC_trunc__1,0.11159809300000001,-0.041776337000000004
pcoli__rnTDC_trunc__2,0.12615577690000002,0.07353819
pcoli__saCOMT_T2A__1,-0.2406604282,-0.284024247
pcoli__saCOMT_T2A__2,-0.20041410880000002,-0.22136977400000002
pcoli__sfCOMT__1,0.4847428768,-0.432428246
pcoli__sfCOMT__2,0.4552995649,-0.565317575
pcoli__sgAANAT_D63G__1,0.3637823622,-0.35100224700000004
pcoli__sgAANAT_D63G__2,0.0873235415,-0.378927925
pcoli__ssDDC__1,0.0583811593,-0.47557400800000005
pcoli__ssDDC__2,1.3490908334,-0.349056462
pcoli__TP53B__1,-0.1863699606,-0.24227086800000003
pcoli__TP53B__2,-0.028813682400000002,-0.23053561800000003
pcoli__WT__1,2.4334657699,0.675310364
pcoli__WT__2,2.4065058702,0.73208768
cck__glu_ale4__1,-0.0380504664,-0.668684892
cck__glu_ale4__2,0.6667236451,-0.932166157
cck__cck_ale1__1,0.8546330005,-0.9949434410000001
cck__cck_ale1__2,0.8627849892,-1.044432297
cck__cck_ale2__1,1.2020238479,-0.9802874030000001
cck__cck_ale2__2,1.0766628252000001,-0.9823945270000001
cck_pgi__gmos_delpgi__1,1.7291541494,-0.40403653300000003
cck_pgi__gmos_delpgi__2,2.6621314834,-0.537235899
cck_pgi__pgi_ale1__1,2.1225857958,-0.407450376
cck_pgi__pgi_ale1__2,2.9427611902,-0.669600119
cck_pgi__pgi_ale2__1,2.7440713108,-0.5427889810000001
cck_pgi__pgi_ale3__1,3.2674780444,-0.343560115
cck_pgi__pgi_ale3__2,3.4981929487,-0.644972096
cck_pgi__pgi_ale4__1,1.3270641465,-0.9376226710000001
cck_pgi__pgi_ale4__2,1.871220648,-1.464633818
cck_pgi__pgi_ale4__3,1.6791322996,-1.217569823
cck_pgi__pgi_ale5__1,3.3156859179,-0.46388036800000004
cck_pgi__pgi_ale5__2,3.5112148991,-0.7808556010000001
cck_pgi__pgi_ale6__1,2.4924107004,-0.484802074
cck_pgi__pgi_ale6__2,3.2553410151,-0.763490753
cck_pgi__pgi_ale7__1,1.6758965921,-0.632665594
cck_pgi__pgi_ale7__2,2.0850647767,-0.8631954150000001
cck_pgi__pgi_ale8__1,2.3741286695,-0.477803048
cck_pgi__pgi_ale8__2,2.665020568,-0.85329337
cck_sdh__gmos_delsdhCB__1,1.5019543736,-0.11934301600000001
cck_sdh__gmos_delsdhCB__2,0.2691675919,-0.13974128600000002
cck_sdh__sdh_ale1__1,0.3895329812,-0.636375745
cck_sdh__sdh_ale1__2,0.4944139933,-0.8448725410000001
cck_sdh__sdh_ale2__1,0.3460714998,-0.77793331
cck_sdh__sdh_ale3__1,0.7746422513,-0.672229772
cck_sdh__sdh_ale3__2,0.8175027911,-0.6734078010000001
cck_sdh__sdh_ale3__3,0.4988815509,-0.920240331
cck_pts__gmos_delptsHIcrr__1,0.4115416315,-0.577445642
cck_pts__gmos_delptsHIcrr__2,0.1170133476,-0.5525098580000001
cck_pts__pts_ale1__1,0.5503448647,-0.6377159880000001
cck_pts__pts_ale1__2,0.6628249549,-0.606778699
cck_pts__pts_ale2__1,0.0650722948,-1.068103135
cck_pts__pts_ale2__2,0.6387056177,-1.177798597
cck_pts__pts_ale3__1,1.8771135695,-1.1182978160000001
cck_pts__pts_ale3__2,1.4834043743,-0.8354421620000001
cck_pts__pts_ale4__1,0.5150196066,-0.927777481
cck_pts__pts_ale4__2,0.5967124736,-0.9951893140000001
cck_gnd__gmos_delgnd__1,1.0818076336,-0.517877412
cck_gnd__gmos_delgnd__2,0.6554498929,-0.29788194500000004
cck_gnd__gnd_ale1__1,2.6200646012,-0.897234701
cck_gnd__gnd_ale1__2,2.2423375008,-1.038555332
cck_gnd__gnd_ale2__1,5.8948847650000005,-1.468139957
cck_gnd__gnd_ale2__2,5.6344461651,-1.340610748
cck_gnd__gnd_ale3__1,1.0987131586,-1.006222695
cck_gnd__gnd_ale3__2,1.4088950214,-1.06503251
cck_tpiA__gmos_deltpiA__1,0.3169788738,-0.592720161
cck_tpiA__gmos_deltpiA__2,0.7629851235,-0.864454041
cck_tpiA__tpiA_ale1__1,3.012558071,-0.435218822
cck_tpiA__tpiA_ale1__2,2.5810693865000003,-0.275632295
cck_tpiA__tpiA_ale2__1,-0.4272382093,-0.458774685
cck_tpiA__tpiA_ale2__2,0.1704994101,-0.7366732450000001
cck_tpiA__tpiA_ale3__1,0.9293128044000001,-0.436407865
cck_tpiA__tpiA_ale3__2,0.3990372437,-0.5979130220000001
cck_tpiA__tpiA_ale4__1,1.2068395065,-0.5527537210000001
cck_tpiA__tpiA_ale4__2,0.8136167539,-0.534236966
acid_tale__acid_ale1_pH7__1,0.38329840860000003,-1.184323256
acid_tale__acid_ale1_pH7__2,0.7077764544,-1.105749567
acid_tale__acid_ale1_pH5__1,0.37363450670000004,-0.490580966
acid_tale__acid_ale1_pH5__2,0.7070746381,-0.469438703
acid_tale__acid_ale2_pH7__1,1.3355662750000001,-0.9977075420000001
acid_tale__acid_ale2_pH7__2,1.444820464,-0.953736346
acid_tale__acid_ale2_pH5__1,0.7720013569,-0.5934339430000001
acid_tale__acid_ale2_pH5__2,0.8527752124,-0.795290122
acid_tale__low_Mg_ale_pH7__1,1.1566856132,-0.9700828760000001
acid_tale__low_Mg_ale_pH7__2,1.5542695974,-1.060328192
acid_tale__low_Mg_ale_pH5__1,0.060533024500000004,-0.6106970230000001
acid_tale__low_Mg_ale_pH5__2,-0.13150584980000002,-0.653472712
acid_tale__MES_ale_pH7__1,0.9282326267000001,-1.063397026
acid_tale__MES_ale_pH7__2,0.9967510818,-1.121202524
acid_tale__MES_ale_pH5__1,-0.5055900405,-0.737093548
acid_tale__MES_ale_pH5__2,-0.1703901902,-0.332866944
acid_tale__gmos_pH7__1,0.8119989662,-0.9910488650000001
acid_tale__gmos_pH7__2,1.165790079,-0.88464365
acid_tale__gmos_pH5__1,0.2803618356,-0.739809896
acid_tale__gmos_pH5__2,0.0653914671,-0.6953984280000001
adnB__wt_adn__1,-1.7429223492,-0.15767968200000002
adnB__wt_adn__2,-0.09954937650000001,-0.10112117
adnB__delydhB_adn__1,-2.4354856151,-0.137427444
adnB__delydhB_adn__2,-1.7671864023000001,-0.293809319
ytf2__wt_glc__1,-1.2862517618,-0.588987758
ytf2__wt_glc__2,-1.4760778165000001,-0.502665753
ytf2__ybcM_glc__1,-0.33044176410000003,-0.768424042
ytf2__ybcM_glc__2,-0.0533523022,-0.37732489700000005
ytf2__ydhB_glc__1,-0.4463632605,-0.8901165400000001
ytf2__ydhB_glc__2,-0.6879227854000001,-0.584664547
ytf2__yfeC_glc__1,-0.9150649978000001,-0.6645542999999999
ytf2__yfeC_glc__2,-1.2094872144,-0.753257995
ytf2__yciT_glc__1,-0.6876290844,-0.6358557220000001
ytf2__yciT_glc__2,-0.5418056126,-0.753529408
ytf2__ydiZ_glc__1,-0.6200949717,-0.752048708
ytf2__ydiZ_glc__2,-0.6122806618000001,-0.6797318560000001
ytf2__ynfL_glc__1,-1.4645219849,-0.5261656330000001
ytf2__ynfL_glc__2,-1.1425477598,-0.44464781900000006
misc2__dellon_glc__1,-1.6913101981,-0.317665117
misc2__dellon_glc__2,-2.0228742761,-0.35619002800000005
ytf3__wt_glc2__1,-0.2170470237,-0.606287985
ytf3__wt_glc2__2,0.0313923574,-0.46830355900000004
ytf3__wt_pH7_lactate__1,-0.6388616945000001,-0.6397099660000001
ytf3__wt_pH7_lactate__2,-0.5302106434,-0.5735694960000001
ytf3__wt_pH55_lactate__1,-1.1492065815,-0.43740080600000003
ytf3__wt_pH55_lactate__2,-1.1492133877,-0.46334426
ytf3__wt_pH55_HCl__1,-0.8846272896,-0.36076551900000003
ytf3__wt_pH55_HCl__2,-0.9121747778,-0.3472753
ytf3__dyieP_pH7__1,-0.2522310131,-0.591469922
ytf3__dyieP_pH7__2,-0.3085243412,-0.514062696
ytf3__dyieP_pH55__1,-0.7721062086,-0.6930726140000001
ytf3__dyieP_pH55__2,-0.4534611847,-0.617206758
