,A,YhaJ
hot_tale__hot_ale9_37c__1,-1.5971669772000001,-0.264917212
hot_tale__hot_ale9_37c__2,-1.1102010601,-0.323773446
hot_tale__hot_ale9_mid_44c__1,-0.4982246581,0.06810313500000001
hot_tale__hot_ale9_mid_44c__2,0.18014673320000002,0.09589665200000001
hot_tale__hot_ale9_44c__1,-0.9117145245,0.15176283200000001
hot_tale__hot_ale9_44c__2,-0.45167854160000004,0.042792015
hot_tale__hot_ale10_30c__1,-1.7137175925,-0.029643048
hot_tale__hot_ale10_30c__2,-1.7060838113,0.004816011
hot_tale__hot_ale10_37c__1,-1.4477934231,-0.330828677
hot_tale__hot_ale10_37c__2,-1.1438917297,-0.342152402
hot_tale__hot_ale10_44c__1,-1.1908823347,0.216365469
hot_tale__hot_ale10_44c__2,-0.4464931857,0.21062377100000002
hot_tale__hot_ale16_30c__1,-1.5980665526,-0.08731485400000001
hot_tale__hot_ale16_30c__2,-1.5857755442,-0.25481549600000003
hot_tale__hot_ale16_37c__1,-1.4490351786,-0.274742202
hot_tale__hot_ale16_37c__2,-1.1531754472,-0.20498359500000002
hot_tale__hot_ale16_44c__1,-0.4000179104,0.19152428800000001
hot_tale__hot_ale16_44c__2,-0.3417976634,0.224003895
pdhr_ale__pdhR-13_51__1,-1.5795190645,0.269754578
pdhr_ale__pdhR-13_51__2,-1.8413725676000001,0.36800409700000003
pdhr_ale__pdhR-14_46__1,-1.5393382843999999,0.215678695
pdhr_ale__pdhR-14_46__2,-1.5603079588000002,0.312564856
pdhr_ale__pdhR-15_51__1,-1.9413618598000002,0.158603282
pdhr_ale__pdhR-15_51__2,-1.8369982329,0.216817903
pdhr_ale__pdhR-16_49__1,-1.4874573699,0.30991794100000003
pdhr_ale__pdhR-16_49__2,-1.6419656543999999,0.506424804
tcs__del_atoC_LiAcet__1,-0.6976580587,-0.004874934
tcs__del_atoC_LiAcet__2,-0.5710578214,0.073058016
tcs__del_atoC_LiCl__1,-0.5834903029,0.19455807500000002
tcs__del_atoC_LiCl__2,-0.9316643355,0.21911095200000003
tcs__del_atoC_m9__1,-0.8275580221000001,0.125181914
tcs__del_atoC_m9__2,-0.4596961383,0.11400391400000001
tcs__del_baeR_etoh__1,0.3895839392,-1.409478846
tcs__del_baeR_etoh__2,1.0047043928,-1.241749015
tcs__del_baeR_lb__1,-0.4645152232,-0.237114068
tcs__del_baeR_lb__2,-0.5264161161,-0.411730698
tcs__del_btsR_01xlb__1,-0.1131179773,-0.892748757
tcs__del_btsR_01xlb__2,-0.23637976030000002,-0.9120609740000001
tcs__del_btsR_lb__1,0.0455341322,0.6143492030000001
tcs__del_btsR_lb__2,-0.0072632184,0.646440168
tcs__del_btsR_pyruvate__1,-0.1899368132,-1.09729958
tcs__del_btsR_pyruvate__2,-0.0028419628000000002,-1.044113625
tcs__del_cpxR_etoh__1,1.4723204279,-1.370596767
tcs__del_cpxR_etoh__2,1.6730678312,-1.053689704
tcs__del_cpxR_lb__1,-1.0555660076,-0.416241558
tcs__del_cpxR_lb__2,-0.4833174068,-0.37562715300000005
tcs__del_cusR_CuSO4__1,0.8781522675000001,0.7619500520000001
tcs__del_cusR_CuSO4__2,0.7168448545,0.600066556
tcs__del_cusR_lb__1,0.10310347040000001,0.418097439
tcs__del_cusR_lb__2,0.0327585982,0.343383307
tcs__del_kdpE_01-kcl__1,0.8685431818,0.127560103
tcs__del_kdpE_01-kcl__2,0.6132970153,0.24747863800000003
tcs__del_kdpE_115-kcl__1,1.1356470766,0.366818438
tcs__del_kdpE_115-kcl__2,1.1029112655,0.390719085
tcs__del_phoB_m9__1,0.2102835864,0.21493450600000003
tcs__del_phoB_m9__2,0.3152932574,0.22424373
tcs__del_phoB_m9p__1,1.9265676374,-1.051554274
tcs__del_phoB_m9p__2,2.0787317493,-0.9933627970000001
tcs__del_rcsB_etoh__1,2.1559979888,-1.242670954
tcs__del_rcsB_etoh__2,2.2743343009,-1.266549152
tcs__del_rcsB_lb__1,-0.6428698314,-0.33600129700000003
tcs__del_rcsB_lb__2,-0.3419407779,-0.191495398
tcs__del_zraR_lb__1,-0.221663926,1.019709954
tcs__del_zraR_lb__2,-0.3348469381,1.17534612
tcs__del_zraR_zncl2__1,0.0156012118,0.851849862
tcs__del_zraR_zncl2__2,0.3318137329,0.9317500940000001
tcs__wt_01-kcl__1,1.2855887697,0.07831853500000001
tcs__wt_01-kcl__2,0.9554897236000001,0.159052459
tcs__wt_01xlb__1,-0.2623947936,-0.805040139
tcs__wt_01xlb__2,-0.5100251263,-0.9907434530000001
tcs__wt_115-kcl__1,0.8279763988000001,0.454295557
tcs__wt_115-kcl__2,0.5609944211,0.5810888240000001
tcs__wt_CuSO4__1,0.2964478306,0.528033411
tcs__wt_CuSO4__2,0.44358468970000003,0.347734348
tcs__wt_etoh__1,1.8512005115,-0.636832454
tcs__wt_etoh__2,1.4891155753,-0.736936455
tcs__wt_lb__1,0.0236509845,-0.450106237
tcs__wt_lb__2,-0.3574210767,-0.49090606200000003
tcs__wt_LiAcet__1,-0.4898056737,0.240605228
tcs__wt_LiAcet__2,-0.0368747498,0.22270439800000003
tcs__wt_LiCl__1,-0.2152906872,0.179648518
tcs__wt_LiCl__2,0.002039574,0.00397544
tcs__wt_m9p__1,1.9500337594000001,-0.8684137580000001
tcs__wt_m9p__2,1.5930975572000001,-0.8012210040000001
tcs__wt_pyr__1,-0.2571375308,-0.986496856
tcs__wt_pyr__2,-0.0193626428,-1.3157591960000001
tcs__wt_zncl2__1,-0.10943534760000001,0.898587255
tcs__wt_zncl2__2,-0.5077385699,0.862954108
ros_tale__1_112_0pq__1,-1.545002116,0.094620928
ros_tale__1_112_0pq__2,-1.7273159635000002,0.212723249
ros_tale__1_112_250pq__1,-0.6827128316000001,0.142155672
ros_tale__1_112_250pq__2,-0.7539777089,0.163611204
ros_tale__1_112_750pq__1,-0.8546476017,0.198173429
ros_tale__1_112_750pq__2,-0.76862646,0.133199393
ros_tale__1_112_750pq__3,-0.682645363,-0.101718758
ros_tale__3_76_0pq__1,0.3819374371,0.18107176500000002
ros_tale__3_76_0pq__2,0.0277280242,0.40284184500000003
ros_tale__3_76_0pq__3,-0.0347487814,0.523129902
ros_tale__3_76_0pq__4,0.1653240389,0.37505069100000005
ros_tale__3_76_250pq__1,1.6427425534,-0.792317153
ros_tale__3_76_250pq__2,0.0045426641000000005,-0.859907568
ros_tale__3_76_750pq__1,-0.3355819929,-0.210162227
ros_tale__3_76_750pq__2,-1.7167208801,-0.723211229
ros_tale__7_103_0pq__1,0.32739965050000003,0.43337712500000003
ros_tale__7_103_0pq__2,0.3231741066,0.7366615200000001
ros_tale__7_103_0pq__3,0.956884617,0.313371869
ros_tale__7_103_0pq__4,0.4231711086,0.587257861
ros_tale__7_103_250pq__1,0.2856673818,-0.526545033
ros_tale__7_103_250pq__2,0.9264350299,-0.21859124800000002
ros_tale__7_103_750pq__1,0.4559709301,-0.8852437
ros_tale__7_103_750pq__2,0.5659941991,-0.5785357680000001
ros_tale__9_77_0pq__1,0.23103556690000002,-0.97517192
ros_tale__9_77_0pq__2,0.2723316713,-0.903707251
ros_tale__9_77_250pq__1,0.7105743549,-0.504216886
ros_tale__9_77_250pq__2,1.6466586438,-0.555547628
ros_tale__9_77_750pq__1,1.0022796555,-0.9227070890000001
ros_tale__9_77_750pq__2,0.8656671702000001,-0.75129616
ros_tale__11_83_0pq__1,-0.2578588167,-0.355440649
ros_tale__11_83_0pq__2,-0.6260558110000001,-0.26375254200000003
ros_tale__11_83_250pq__1,-0.3287481456,-0.43659796500000003
ros_tale__11_83_250pq__2,0.3955053369,-0.604952257
ros_tale__11_83_750pq__1,0.6648680029,-0.41520943400000004
ros_tale__11_83_750pq__2,1.0401630385,-0.25302896
ros_tale__13_87_0pq__1,-1.5610525741,-0.502148507
ros_tale__13_87_0pq__2,-1.4617327019,-0.302333293
ros_tale__13_87_250pq__1,-0.7306520172000001,-0.43522163100000005
ros_tale__13_87_250pq__2,-0.7699583710000001,-0.359585085
ros_tale__13_87_750pq__1,-0.4978093061,-0.48131762400000005
ros_tale__13_87_750pq__2,-0.5287985226,-0.538456391
ros_tale__14_27_0pq__1,1.047482641,-0.208935011
ros_tale__14_27_0pq__2,1.7149277482,-0.157292553
ros_tale__14_27_250pq__1,0.5140640013000001,-0.22679886500000002
ros_tale__14_27_250pq__2,-0.3475315852,-0.017361103000000003
ros_tale__14_27_750pq__1,3.8891334426,-0.469417091
ros_tale__14_27_750pq__2,4.3104924001,-0.49517437900000005
ros_tale__16_28_250pq__1,-1.9315313434,-0.050782560000000004
ros_tale__16_28_250pq__2,-2.3373750778,0.207732089
ros_tale__16_32_0pq__1,-1.1407288938,0.09490369
ros_tale__16_32_0pq__2,-0.571654239,0.270528142
ros_tale__16_32_0pq__3,-1.1338948891,-0.327031989
ros_tale__16_32_0pq__4,-1.4090147703,-0.173615028
ros_tale__16_32_250pq__1,-1.7256722097,-0.409234125
ros_tale__16_32_250pq__2,-1.4570342066,-0.570105133
ros_tale__16_32_750pq__1,-1.1518544203,-0.48706159400000004
ros_tale__16_32_750pq__2,-0.5197395088,-0.181508042
ros_tale__17_104_0pq__1,0.8472054555,-0.8781604940000001
ros_tale__17_104_0pq__2,1.0292761336,-0.87205658
ros_tale__17_104_250pq__1,1.2073870858,-0.7810819520000001
ros_tale__17_104_250pq__2,0.924002867,-0.162742198
ros_tale__17_104_250pq__3,1.074193573,0.097903483
ros_tale__17_104_250pq__4,1.2695953147,-0.15834625200000002
ros_tale__17_104_750pq__1,0.2014298068,-0.457244515
ros_tale__17_104_750pq__2,0.5594998183000001,-0.365957209
ros_tale__18_24_250pq__1,-1.6333799046,0.444948913
ros_tale__18_24_250pq__2,-2.1183809294,0.170070052
ros_tale__18_36_0pq__1,1.2108347714,0.226153453
ros_tale__18_36_0pq__2,1.0011973677,0.34793961300000004
ros_tale__18_36_0pq__3,-1.3122930132000001,-0.24795888700000002
ros_tale__18_36_0pq__4,-1.7406303151,-0.42719727900000004
ros_tale__18_36_250pq__1,-1.3840468539000002,-0.5105985740000001
ros_tale__18_36_250pq__2,-1.6982911808,-0.156207637
ros_tale__18_36_750pq__1,11.5295223517,-0.700391529
ros_tale__18_36_750pq__2,12.4650478957,-0.649237135
ros_tale__19_91_0pq__1,0.3397055204,-0.193801142
ros_tale__19_91_0pq__2,-0.1297809345,-0.269055539
ros_tale__19_91_250pq__1,-0.8219229897,-0.208528459
ros_tale__19_91_250pq__2,-0.6759485843,-0.17267922400000002
ros_tale__19_91_750pq__1,-0.8776262341000001,-0.11415958100000001
ros_tale__19_91_750pq__2,0.1666454816,-0.332363381
ros_tale__19_91_750pq__3,-0.8623814788,0.511540503
ros_tale__19_91_750pq__4,0.6096411762,0.073416646
ros_tale__21_97_0pq__1,-1.2350312061,0.054552089000000005
ros_tale__21_97_0pq__2,-0.2120992288,-0.122664833
ros_tale__21_97_250pq__1,-0.3675773436,-0.49203476300000004
ros_tale__21_97_250pq__2,-0.3226667916,-0.656755127
ros_tale__21_97_750pq__1,-0.5101870078,-0.093230898
ros_tale__21_97_750pq__2,-0.5667199652,-0.348122547
ros_tale__25_111_0pq__1,-1.8241916718,-0.693677819
ros_tale__25_111_0pq__2,-0.890852002,-0.510543972
ros_tale__25_111_250pq__1,0.0074807867,-1.093526745
ros_tale__25_111_250pq__2,0.2584863754,-0.613137448
ros_tale__25_111_750pq__1,0.890974632,-0.5601877070000001
ros_tale__25_111_750pq__2,0.8306543236,-0.34331338
ros_tale__29_119_0pq__1,-0.8475993404000001,-0.619146964
ros_tale__29_119_0pq__2,-0.1444104206,-0.526837354
ros_tale__29_119_250pq__1,0.2549110707,-0.8405991490000001
ros_tale__29_119_250pq__2,0.34033355390000003,-1.462258457
ros_tale__29_119_750pq__1,0.18732089999999998,-0.680271272
ros_tale__29_119_750pq__2,0.43916449700000004,-0.590210633
ros_tale__ALE4_0pq__1,-1.4427217985,-0.121747299
ros_tale__ALE4_0pq__2,-1.5893073399,-0.28021621
ros_tale__ALE4_250pq__1,1.175445198,-0.047533284
ros_tale__ALE4_250pq__2,1.2401928047,0.20753095100000002
pcoli__atASMT_325G__1,-0.402202502,0.14807995000000002
pcoli__atASMT_325G__2,-0.5482911165000001,0.16360865800000002
pcoli__bpTDC__1,-0.6830811109,-0.20524297100000002
pcoli__bpTDC__2,-0.3676957126,-0.407025507
pcoli__BRCA__1,-1.6127384710000001,-0.20132634500000002
pcoli__BRCA__2,-1.6156241191,-0.22922419500000002
pcoli__BRCActrl__1,-0.8410126918,-0.458414496
pcoli__BRCActrl__2,-1.1952700161,-0.8019099
pcoli__BRCAswap__1,-0.26174036170000003,0.083897105
pcoli__BRCAswap__2,-0.07800072050000001,0.16333419
pcoli__btAANAT__1,-0.2058468652,-0.028933925000000003
pcoli__btAANAT__2,0.29860882450000004,0.085574153
pcoli__btASMT__1,-0.0970889955,-0.468000305
pcoli__btASMT__2,-0.3625919167,-0.3227481
pcoli__CC1__1,0.2247400306,0.287259247
pcoli__CC1__2,0.4989037638,-0.45919955100000004
pcoli__ccCOMT__1,-0.5627794479,-0.041180429000000005
pcoli__ccCOMT__2,-0.5982671339,-0.038543430000000004
pcoli__ckDDC__1,0.4961230808,-0.338747326
pcoli__ckDDC__2,0.5546574122,-0.42173712500000005
pcoli__CNTF_belt__1,-0.19466517700000002,-0.560711678
pcoli__CNTF_belt__2,0.08861212040000001,-0.74992998
pcoli__cobPNMT__1,0.0122029566,-0.346857701
pcoli__cobPNMT__2,-0.1188910501,-0.19111227900000002
pcoli__cvPhhB__1,-0.3712640176,0.09253333300000001
pcoli__cvPhhB__2,-0.34758583670000004,0.098484522
pcoli__ggAANAT__1,-0.4215619228,-0.19017255400000002
pcoli__ggAANAT__2,-0.3287385761,0.026873874000000002
pcoli__ggTPH__1,-0.506135256,0.09221474
pcoli__ggTPH__2,-0.4350997968,0.075120588
pcoli__hsAANAT__1,1.3695291371,-0.38435667
pcoli__hsAANAT__2,0.9409579882,-0.6318613470000001
pcoli__hsASMT__1,-0.5430665952,0.071524396
pcoli__hsASMT__2,-0.5120763246,-0.032892126
pcoli__hsPNMT_mb__1,-0.0962401997,-0.08104119300000001
pcoli__hsPNMT_mb__2,-0.260688156,0.020290073000000002
pcoli__hsTPH__1,-0.5586475185,-0.34360721
pcoli__hsTPH__2,-0.5996465528,-0.21701592
pcoli__hsTPH_E2K__1,0.6633046972000001,-0.41386494700000004
pcoli__hsTPH_E2K__2,0.6656953174,-0.41236261500000004
pcoli__hsTPH_E2K_N91I_P99C__1,-0.6406736836,-0.450672112
pcoli__hsTPH_E2K_N91I_P99C__2,-0.9365930511,0.19735676400000002
pcoli__hsTPH_N158trunc__1,0.5490080795,-0.100212381
pcoli__hsTPH_N158trunc__2,0.1522047863,-0.264182019
pcoli__hsTPH_N174trunc__1,0.38551972840000004,0.11102468400000001
pcoli__hsTPH_N174trunc__2,0.30968118640000003,-0.333782222
pcoli__hsTPH_Ntermtrunc__1,0.4061354944,-0.30582267100000005
pcoli__hsTPH_Ntermtrunc__2,0.1851303738,0.42806984400000003
pcoli__hsTPH1__1,0.2421536639,-0.11978390300000001
pcoli__hsTPH1__2,0.1634437487,0.08807105600000001
pcoli__MBP__1,-1.1855047991,0.338919261
pcoli__MBP__2,-0.021848186000000002,-0.606387738
pcoli__msCOMT__1,-1.4916081071,0.524976171
pcoli__msCOMT__2,-1.8550974645,0.098520096
pcoli__ocAANAT__1,-0.3207971021,-0.24054718100000003
pcoli__ocAANAT__2,-0.2581894366,-0.09114485
pcoli__osTDC_K374H__1,0.1702989258,0.057499776
pcoli__osTDC_K374H__2,0.3606945621,0.08236041300000001
pcoli__osTDC_K374L__1,-1.7115066229,0.213842097
pcoli__osTDC_K374L__2,-1.0702237262,-0.006015377000000001
pcoli__osTDC_K374Q__1,-0.0537012954,-0.052297083
pcoli__osTDC_K374Q__2,-0.18575959420000002,0.025177249000000002
pcoli__osTDC_L360V__1,-0.2904497575,-0.219041003
pcoli__osTDC_L360V__2,-0.2599212655,-0.428356817
pcoli__pmTPH__1,-1.2217275207,-0.20813037
pcoli__pmTPH__2,-0.6731672812,-0.400154946
pcoli__RFC__1,-0.5366010662,-0.118959645
pcoli__RFC__2,-0.4498832995,-0.07654535800000001
pcoli__RFCctrl__1,0.7286219161,0.29642297
pcoli__RFCctrl__2,0.8323428623,0.37274045
pcoli__RFCnopause__1,0.7806392122,0.294057336
pcoli__RFCnopause__2,1.5240529606000002,-0.248904647
pcoli__RFCpluspause__1,1.092946614,-0.700075909
pcoli__RFCpluspause__2,1.2995949445,-1.170508553
pcoli__rnCOMT_sol__1,0.6501749913,0.121741503
pcoli__rnCOMT_sol__2,0.6198903512,0.35024635200000004
pcoli__rnPNMT__1,-1.2003886898,-0.385533748
pcoli__rnPNMT__2,-1.2556245967,-0.290897061
pcoli__rnTDC__1,-1.0737042485,0.200472853
pcoli__rnTDC__2,-0.794924001,-0.24192104900000003
pcoli__rnTDC_trunc__1,-1.2302466372,0.32638221300000003
pcoli__rnTDC_trunc__2,-0.8511977155,0.162710611
pcoli__saCOMT_T2A__1,-0.2385736636,0.199996889
pcoli__saCOMT_T2A__2,-0.5005786291000001,0.148863239
pcoli__sfCOMT__1,-0.1163735645,-0.5822731280000001
pcoli__sfCOMT__2,-0.5922068641,-0.297681625
pcoli__sgAANAT_D63G__1,-0.2840978829,0.35793092200000004
pcoli__sgAANAT_D63G__2,-0.125164678,-0.655257281
pcoli__ssDDC__1,-1.0374128639,0.14644715
pcoli__ssDDC__2,-0.9295390466000001,0.058710945
pcoli__TP53B__1,-0.1940463512,0.197418209
pcoli__TP53B__2,-0.2627633048,0.22416919100000002
pcoli__WT__1,0.7046461093,-0.02859523
pcoli__WT__2,1.0192649554,-0.003662855
cck__glu_ale4__1,-1.2229009803,0.621538139
cck__glu_ale4__2,-1.5182965509000002,0.199165318
cck__cck_ale1__1,-1.5189039017,0.10004649900000001
cck__cck_ale1__2,-1.3682409246,0.056466371
cck__cck_ale2__1,-1.608565735,-0.07826118400000001
cck__cck_ale2__2,-1.5863087619,0.084520198
cck_pgi__gmos_delpgi__1,-0.34561192550000003,0.29701508
cck_pgi__gmos_delpgi__2,0.7712815134000001,0.5182754930000001
cck_pgi__pgi_ale1__1,-0.769771686,0.56491244
cck_pgi__pgi_ale1__2,-1.5056096204,0.330257522
cck_pgi__pgi_ale2__1,-1.9182850053,0.565704461
cck_pgi__pgi_ale3__1,-1.6015096928,0.593329974
cck_pgi__pgi_ale3__2,-1.6919019959,0.19050865900000002
cck_pgi__pgi_ale4__1,-0.3687503384,0.49279234400000005
cck_pgi__pgi_ale4__2,-1.3369673518,0.217312838
cck_pgi__pgi_ale4__3,-1.2318464995,0.158896537
cck_pgi__pgi_ale5__1,-1.4634359832000001,0.429719432
cck_pgi__pgi_ale5__2,-2.0240004529,0.40253911200000003
cck_pgi__pgi_ale6__1,-1.5844541847,0.7165993310000001
cck_pgi__pgi_ale6__2,-1.7461812896,0.23940343800000002
cck_pgi__pgi_ale7__1,-1.4137699826,0.9750335710000001
cck_pgi__pgi_ale7__2,-2.1084722693,0.26555649400000003
cck_pgi__pgi_ale8__1,-1.4742791577,0.450797981
cck_pgi__pgi_ale8__2,-2.1376584145,0.07125060100000001
cck_sdh__gmos_delsdhCB__1,-0.3425274236,0.26883443300000004
cck_sdh__gmos_delsdhCB__2,-0.4803072485,0.359188659
cck_sdh__sdh_ale1__1,-0.3718252939,0.30272886800000004
cck_sdh__sdh_ale1__2,-0.311259418,0.30955857200000003
cck_sdh__sdh_ale2__1,-0.47830355080000003,0.17617301700000002
cck_sdh__sdh_ale3__1,-0.2607166909,0.164854943
cck_sdh__sdh_ale3__2,-0.5870143387,0.25956244700000003
cck_sdh__sdh_ale3__3,-0.7443286633,0.256781582
cck_pts__gmos_delptsHIcrr__1,0.9716718907,-0.48350545300000003
cck_pts__gmos_delptsHIcrr__2,0.9459017335000001,-0.65321564
cck_pts__pts_ale1__1,0.2805595025,-0.319943221
cck_pts__pts_ale1__2,0.3770305523,-0.06606769300000001
cck_pts__pts_ale2__1,-1.4146897432,-0.109818039
cck_pts__pts_ale2__2,-1.4628179504,-0.18552642500000002
cck_pts__pts_ale3__1,0.41378499690000003,-0.96285838
cck_pts__pts_ale3__2,1.0669743166,-0.7837783380000001
cck_pts__pts_ale4__1,-2.0270447715,0.040770242000000005
cck_pts__pts_ale4__2,-2.3390679379,-0.013714925000000001
cck_gnd__gmos_delgnd__1,-0.0258158751,-0.034053402
cck_gnd__gmos_delgnd__2,-0.32793581,-0.514071135
cck_gnd__gnd_ale1__1,-1.4217868639,0.011325799000000001
cck_gnd__gnd_ale1__2,-1.3609987539000001,-0.22658789000000001
cck_gnd__gnd_ale2__1,-1.9715673052,-0.189258759
cck_gnd__gnd_ale2__2,-1.777563829,0.160749462
cck_gnd__gnd_ale3__1,-1.2850607261,-0.0006644660000000001
cck_gnd__gnd_ale3__2,-1.3917922846000002,0.138929142
cck_tpiA__gmos_deltpiA__1,0.9989493855,-0.45394888200000005
cck_tpiA__gmos_deltpiA__2,0.5577112956,-0.24291639999999998
cck_tpiA__tpiA_ale1__1,-0.9843561304,0.194537975
cck_tpiA__tpiA_ale1__2,-0.798474667,0.44781101700000003
cck_tpiA__tpiA_ale2__1,-1.215777464,0.37421353300000004
cck_tpiA__tpiA_ale2__2,-0.6866966559000001,0.329689505
cck_tpiA__tpiA_ale3__1,-1.1055151818,0.554349973
cck_tpiA__tpiA_ale3__2,-1.1551954622,0.5120044380000001
cck_tpiA__tpiA_ale4__1,-1.4658861588,0.28406937200000004
cck_tpiA__tpiA_ale4__2,-1.2546518734,0.376116583
acid_tale__acid_ale1_pH7__1,-2.7129273102,-0.490823316
acid_tale__acid_ale1_pH7__2,-2.5350971571,-0.230301424
acid_tale__acid_ale1_pH5__1,-0.1661148778,-0.537528242
acid_tale__acid_ale1_pH5__2,-0.7022081126,-0.49530567500000006
acid_tale__acid_ale2_pH7__1,-1.7825160837,0.049494535000000006
acid_tale__acid_ale2_pH7__2,-1.4794042626000001,-0.020593384000000003
acid_tale__acid_ale2_pH5__1,-0.5710757823,-0.031929276
acid_tale__acid_ale2_pH5__2,0.5115231643,-0.835217426
acid_tale__low_Mg_ale_pH7__1,-2.2353381458,-0.10458455800000001
acid_tale__low_Mg_ale_pH7__2,-2.148843614,-0.199374622
acid_tale__low_Mg_ale_pH5__1,-1.2559763708,0.088449336
acid_tale__low_Mg_ale_pH5__2,-1.3926030856,-0.042524157
acid_tale__MES_ale_pH7__1,-2.2916528208,-0.26986930400000003
acid_tale__MES_ale_pH7__2,-2.4261854397000002,-0.055330453
acid_tale__MES_ale_pH5__1,-1.0910655358,-0.22877565900000002
acid_tale__MES_ale_pH5__2,-0.17136374710000002,0.097006887
acid_tale__gmos_pH7__1,-2.2132657058,-0.12358179400000001
acid_tale__gmos_pH7__2,-2.3770591431,-0.186382451
acid_tale__gmos_pH5__1,-1.150196475,0.071653748
acid_tale__gmos_pH5__2,-0.8196527382000001,0.114663841
adnB__wt_adn__1,-3.4825707105,0.185581979
adnB__wt_adn__2,-1.5003279528,-0.443788817
adnB__delydhB_adn__1,-3.2050349658,-0.571807921
adnB__delydhB_adn__2,-3.1365747837,0.341939559
ytf2__wt_glc__1,-0.5673419059,0.551572348
ytf2__wt_glc__2,-0.35069952060000004,0.541552432
ytf2__ybcM_glc__1,0.034345911800000004,0.156908083
ytf2__ybcM_glc__2,0.7063704118,0.379848907
ytf2__ydhB_glc__1,0.2175426751,0.31452877900000004
ytf2__ydhB_glc__2,-0.0768126429,0.42020045500000003
ytf2__yfeC_glc__1,-0.3425428304,0.648787387
ytf2__yfeC_glc__2,-0.055928586100000004,0.41510032900000005
ytf2__yciT_glc__1,0.0339687858,0.601719408
ytf2__yciT_glc__2,-0.4398462481,0.488701198
ytf2__ydiZ_glc__1,-0.5155418544,0.648914026
ytf2__ydiZ_glc__2,-0.6498620989,0.660150137
ytf2__ynfL_glc__1,0.013929156100000001,0.8876266920000001
ytf2__ynfL_glc__2,0.011150353200000001,0.699859337
misc2__dellon_glc__1,1.3206845751,0.215335668
misc2__dellon_glc__2,1.6707592075000002,0.438949682
ytf3__wt_glc2__1,-0.8406106423,0.5224989910000001
ytf3__wt_glc2__2,-0.397047446,0.64763676
ytf3__wt_pH7_lactate__1,-1.2018030576,0.33543078
ytf3__wt_pH7_lactate__2,-1.0375190715,0.334325445
ytf3__wt_pH55_lactate__1,-0.4424911567,-0.105513148
ytf3__wt_pH55_lactate__2,-0.5752745885,0.306285521
ytf3__wt_pH55_HCl__1,-0.1588588135,0.5413138470000001
ytf3__wt_pH55_HCl__2,-0.45176579910000003,0.476235314
ytf3__dyieP_pH7__1,-0.8197660237000001,0.527026768
ytf3__dyieP_pH7__2,-0.5711765658,0.48939871500000004
ytf3__dyieP_pH55__1,-1.2588591228000001,-0.061854049
ytf3__dyieP_pH55__2,-1.0192789346,0.590114781
