,A,DsdC
hot_tale__hot_ale8_44c__1,1.0415917153,1.7662893395
hot_tale__hot_ale8_44c__2,0.8788911718,1.5747948605
hot_tale__hot_ale9_mid_30c__1,-0.2640682417,-0.4873915405
hot_tale__hot_ale9_mid_30c__2,0.2661874662,-0.1784075865
hot_tale__hot_ale9_30c__1,0.014966542800000001,-0.41231213050000004
hot_tale__hot_ale9_30c__2,-0.2825322556,-0.42856122350000003
hot_tale__hot_ale9_mid_37c__1,0.5687786794,0.4592963525
hot_tale__hot_ale9_mid_37c__2,0.5108509189,0.4118821535
hot_tale__hot_ale9_37c__1,0.6676441965000001,0.1877304435
hot_tale__hot_ale9_37c__2,0.6415757094,0.3072296145
hot_tale__hot_ale9_mid_44c__1,0.8353695103000001,2.0474748395
hot_tale__hot_ale9_mid_44c__2,1.5211041023,2.2182137965
hot_tale__hot_ale9_44c__1,0.8775848695,1.5692501175
hot_tale__hot_ale9_44c__2,1.0119125645,1.4896953685
hot_tale__hot_ale10_30c__1,0.515166035,-0.43306000650000004
hot_tale__hot_ale10_30c__2,0.4517445007,-0.48038569550000004
hot_tale__hot_ale10_37c__1,0.6769566509,0.1423228215
hot_tale__hot_ale10_37c__2,0.5666149877000001,0.1420796055
hot_tale__hot_ale10_44c__1,0.6462856439,1.5258297425
hot_tale__hot_ale10_44c__2,0.9350419699,2.0049596395
hot_tale__hot_ale16_30c__1,0.0594508611,-0.36308831750000004
hot_tale__hot_ale16_30c__2,0.1220857136,-0.48771867950000003
hot_tale__hot_ale16_37c__1,0.43951321940000004,0.2749565645
hot_tale__hot_ale16_37c__2,0.5603236283,0.0378325215
hot_tale__hot_ale16_44c__1,0.7032806915,1.6647885375
hot_tale__hot_ale16_44c__2,0.5113111105,1.7654808275
pdhr_ale__pdhR-13_51__1,0.13739979330000002,0.1162706455
pdhr_ale__pdhR-13_51__2,-0.0404230368,0.0032715645
pdhr_ale__pdhR-14_46__1,-0.1284708527,0.1460475155
pdhr_ale__pdhR-14_46__2,-0.14483230730000002,-0.0027249435000000002
pdhr_ale__pdhR-15_51__1,0.1066620702,0.0526883135
pdhr_ale__pdhR-15_51__2,0.07089852070000001,0.1811358465
pdhr_ale__pdhR-16_49__1,0.1981560969,0.1367410885
pdhr_ale__pdhR-16_49__2,-0.5817951250000001,-0.27981814650000003
tcs__del_atoC_LiAcet__1,-0.7898509161,-0.7047230255
tcs__del_atoC_LiAcet__2,-1.2553293992999999,-0.46720728850000004
tcs__del_atoC_LiCl__1,-0.9715015498,-0.4292340045
tcs__del_atoC_LiCl__2,-1.0264613683,-0.4551602705
tcs__del_atoC_m9__1,-0.8006916236,-0.2480573695
tcs__del_atoC_m9__2,-1.0906327934,-0.5184430765
tcs__del_baeR_etoh__1,3.7814830727,0.9799049815
tcs__del_baeR_etoh__2,3.7557372471,0.8458411165
tcs__del_baeR_lb__1,-0.7899484008000001,-0.1674743125
tcs__del_baeR_lb__2,-0.3723793268,-0.1994644435
tcs__del_btsR_01xlb__1,-2.0596832076,-1.1439174935
tcs__del_btsR_01xlb__2,-2.2817514953,-0.8996216575
tcs__del_btsR_lb__1,7.5965789372,1.5853673455
tcs__del_btsR_lb__2,7.4115777654,1.3658092105000001
tcs__del_btsR_pyruvate__1,-2.070312688,-0.9191794805
tcs__del_btsR_pyruvate__2,-2.372107602,-0.6876253665000001
tcs__del_cpxR_etoh__1,2.8778299479,0.7705645165
tcs__del_cpxR_etoh__2,2.7023625347999998,0.5422835135
tcs__del_cpxR_lb__1,-1.1751263386,-0.0717527385
tcs__del_cpxR_lb__2,-0.5724445741,-0.3767235675
tcs__del_cusR_CuSO4__1,2.7043395121,-0.4320588295
tcs__del_cusR_CuSO4__2,3.0694609176,-0.3409791515
tcs__del_cusR_lb__1,7.3124594246,1.1607660475000001
tcs__del_cusR_lb__2,7.2929360338,1.3491766085
tcs__del_kdpE_01-kcl__1,-1.0984620711,0.0890832065
tcs__del_kdpE_01-kcl__2,-0.6135383978,0.2857040035
tcs__del_kdpE_115-kcl__1,-0.7347456807,-0.2067263075
tcs__del_kdpE_115-kcl__2,-0.8709979034,-0.5070007025000001
tcs__del_phoB_m9__1,-0.6034879232,0.0302615765
tcs__del_phoB_m9__2,-0.6489392323000001,-0.3050733485
tcs__del_phoB_m9p__1,-1.1728360637,-1.0959757835
tcs__del_phoB_m9p__2,-1.1349284849,-0.8146520445000001
tcs__del_rcsB_etoh__1,4.2923277484,1.9858460295
tcs__del_rcsB_etoh__2,4.285917357,1.9965874125
tcs__del_rcsB_lb__1,-1.393089118,0.3733003775
tcs__del_rcsB_lb__2,-1.1774113208,0.5586771945
tcs__del_zraR_lb__1,9.321531942,1.9464397855
tcs__del_zraR_lb__2,8.7845717254,1.8665418595
tcs__del_zraR_zncl2__1,5.3034658354,1.0405521655
tcs__del_zraR_zncl2__2,5.285032566,1.0649599365
tcs__wt_01-kcl__1,-0.6824365175,0.0123101405
tcs__wt_01-kcl__2,-0.8605506851,-0.1937062975
tcs__wt_01xlb__1,-2.0373007841,-0.5807466205
tcs__wt_01xlb__2,-2.1652763999,-0.4551400115
tcs__wt_115-kcl__1,-0.4405459632,-0.42264118850000004
tcs__wt_115-kcl__2,-0.7009547474000001,-0.2719165415
tcs__wt_CuSO4__1,5.327837455,0.5528129955000001
tcs__wt_CuSO4__2,4.8352161639,0.6246084525000001
tcs__wt_etoh__1,2.7977711414,1.8101239605
tcs__wt_etoh__2,2.8595847907,1.8245927235
tcs__wt_lb__1,-0.9774961948,-0.0622886995
tcs__wt_lb__2,-0.5490187968,0.1448548525
tcs__wt_LiAcet__1,-0.5568324405,-0.5033882795
tcs__wt_LiAcet__2,-0.4894598222,-0.1662541045
tcs__wt_LiCl__1,-0.5859182833000001,-0.1011494305
tcs__wt_LiCl__2,-0.6452575254,-0.2379268165
tcs__wt_m9p__1,-1.5938901237,-0.5408806725
tcs__wt_m9p__2,-1.7476797472,-0.5064868575
tcs__wt_pyr__1,-2.0032862479,-0.40426682150000004
tcs__wt_pyr__2,-1.8317784006000002,-0.4993314505
tcs__wt_zncl2__1,5.5858462607,0.5839346705
tcs__wt_zncl2__2,5.5855805201,0.7172974565
ros_tale__1_112_0pq__1,0.5525657141,-0.6172414635
ros_tale__1_112_0pq__2,0.20840145300000001,-0.7208280745
ros_tale__1_112_250pq__1,-0.5365179227,-0.4710609175
ros_tale__1_112_250pq__2,-0.2749881677,-0.6789621835
ros_tale__1_112_750pq__1,-0.9484641837000001,-0.2187626065
ros_tale__1_112_750pq__2,-0.4718292088,-0.30772707250000003
ros_tale__1_112_750pq__3,-0.33126258010000004,-0.7428391535000001
ros_tale__3_76_0pq__1,-2.2313960014,-0.4185828615
ros_tale__3_76_0pq__2,-2.1385704009,-0.1806942785
ros_tale__3_76_0pq__3,-1.9511648005,-0.0397767385
ros_tale__3_76_0pq__4,-2.0710409006,-0.2278041745
ros_tale__3_76_250pq__1,-1.4382426629,-1.9286590885
ros_tale__3_76_250pq__2,-1.6739844407,-1.6502027705
ros_tale__3_76_750pq__1,-0.35347949300000003,-1.4434315545
ros_tale__3_76_750pq__2,-1.2234184471,-2.0153311415
ros_tale__7_103_0pq__1,-1.8008691113,-1.4658357115
ros_tale__7_103_0pq__2,-1.9874917283,-0.3929400045
ros_tale__7_103_0pq__3,-2.3616541798,-1.0859602245
ros_tale__7_103_0pq__4,-2.0929608645,-0.5438549535
ros_tale__7_103_250pq__1,-0.5994825023,-1.4880146485
ros_tale__7_103_250pq__2,-0.9882096307,-1.4447208545
ros_tale__7_103_750pq__1,-0.5384159149000001,-1.6878580795
ros_tale__7_103_750pq__2,-1.3270372544,-1.6099985165000001
ros_tale__9_77_0pq__1,-1.7417573579,-1.3470186605
ros_tale__9_77_0pq__2,-1.6021658874,-2.1221204805
ros_tale__9_77_250pq__1,-2.1585787765,-1.7414691675
ros_tale__9_77_250pq__2,-1.4822294985,-1.2565656195
ros_tale__9_77_750pq__1,-2.5371060162,-2.1222514395
ros_tale__9_77_750pq__2,-2.0454392075,-1.8554047985
ros_tale__11_83_0pq__1,-0.6893129234,-1.2736396305
ros_tale__11_83_0pq__2,-0.9425794276,-1.0115147555
ros_tale__11_83_250pq__1,-0.1386991326,-1.3239854655
ros_tale__11_83_250pq__2,-0.5006858671000001,-1.6391435615
ros_tale__11_83_750pq__1,-0.1311794503,-1.1852742435
ros_tale__11_83_750pq__2,0.22681512950000002,-1.2675018045
ros_tale__13_87_0pq__1,-0.8183772268,-1.5131004875
ros_tale__13_87_0pq__2,-1.2896949236,-1.4717168965
ros_tale__13_87_250pq__1,-0.9183487576,-1.3704713245
ros_tale__13_87_250pq__2,-0.6864009042,-1.3655327995
ros_tale__13_87_750pq__1,-0.2357517379,-1.2825425155
ros_tale__13_87_750pq__2,-0.2387546458,-1.2568192535
ros_tale__14_27_0pq__1,-0.7726531617,-1.1182286425
ros_tale__14_27_0pq__2,-0.9382091904000001,-1.4808475475
ros_tale__14_27_250pq__1,-1.5159465435000001,-0.8795044875
ros_tale__14_27_250pq__2,-1.6509698796999999,-1.2289125745
ros_tale__14_27_750pq__1,-1.4909314204,-1.3034228065
ros_tale__14_27_750pq__2,-1.3096361939,-1.1739156125
ros_tale__16_28_250pq__1,-0.7108731892,0.5481016835
ros_tale__16_28_250pq__2,-0.48108309850000003,0.4973996525
ros_tale__16_32_0pq__1,-0.7937435901000001,-0.7911075145
ros_tale__16_32_0pq__2,-0.8162122457000001,-1.2136077185
ros_tale__16_32_0pq__3,-0.5805967215,0.15405630850000002
ros_tale__16_32_0pq__4,-0.30559316400000003,0.2237895145
ros_tale__16_32_250pq__1,-0.3625473021,0.006451933500000001
ros_tale__16_32_250pq__2,-0.4492776638,0.15000636850000001
ros_tale__16_32_750pq__1,-0.5864732487000001,-0.8767142935000001
ros_tale__16_32_750pq__2,-0.6852375417000001,-1.1675367585
ros_tale__17_104_0pq__1,0.06324191750000001,-1.1261106125
ros_tale__17_104_0pq__2,-0.437510748,-1.3206274275
ros_tale__17_104_250pq__1,-1.0677868562,-1.2299859395000001
ros_tale__17_104_250pq__2,-1.6504712488000002,-1.2123886795
ros_tale__17_104_250pq__3,-1.545423495,-1.2386695665
ros_tale__17_104_250pq__4,-0.8211388908,-1.8027018135000001
ros_tale__17_104_750pq__1,-0.82326941,-0.8903554895
ros_tale__17_104_750pq__2,-0.9647664873,-0.9687413015
ros_tale__18_24_250pq__1,-0.3169539992,0.2837854785
ros_tale__18_24_250pq__2,0.242327429,0.44507130250000004
ros_tale__18_36_0pq__1,-0.8517191978,-0.8329674235000001
ros_tale__18_36_0pq__2,-0.7901678688,-0.7105608655
ros_tale__18_36_0pq__3,-0.1621766086,0.24406542150000002
ros_tale__18_36_0pq__4,-0.4621004919,0.1101120545
ros_tale__18_36_250pq__1,-0.356574131,0.4498372655
ros_tale__18_36_250pq__2,-0.29926762560000003,0.32278816650000003
ros_tale__18_36_750pq__1,-1.5138022651,-1.1675142195000001
ros_tale__18_36_750pq__2,-0.998755323,-1.1677704795000001
ros_tale__19_91_0pq__1,-0.5515539794000001,-1.6751392095000002
ros_tale__19_91_0pq__2,-0.9119899626,-1.3396242785
ros_tale__19_91_250pq__1,-0.546974431,-1.3996295875
ros_tale__19_91_250pq__2,-0.5183829773,-1.6383507695000001
ros_tale__19_91_750pq__1,-1.2386304981,-1.5494616405000001
ros_tale__19_91_750pq__2,8.1258e-05,-1.1082100225
ros_tale__19_91_750pq__3,-1.9298591162,-1.0104218195
ros_tale__19_91_750pq__4,-1.3772501221,-0.9896123545000001
ros_tale__21_97_0pq__1,-1.2287050847,-1.8602564085000002
ros_tale__21_97_0pq__2,-0.963774926,-1.6792908665000001
ros_tale__21_97_250pq__1,-1.4283136161,-1.3440131205
ros_tale__21_97_250pq__2,-1.7501511731,-1.7027499385
ros_tale__21_97_750pq__1,-1.1374724522,-1.0542748605
ros_tale__21_97_750pq__2,-1.6736273992,-1.2525671335
ros_tale__25_111_0pq__1,-0.1664272095,-0.7853730585
ros_tale__25_111_0pq__2,-0.6045970079,-0.7325464185
ros_tale__25_111_250pq__1,-0.27404240080000003,-0.6797623575
ros_tale__25_111_250pq__2,-0.6187333118,-0.6443823385
ros_tale__25_111_750pq__1,-0.4734579963,-0.5599683175
ros_tale__25_111_750pq__2,-1.1893821601,-0.2661909005
ros_tale__29_119_0pq__1,0.1241133014,-0.6933238085
ros_tale__29_119_0pq__2,0.07651954080000001,-1.3299872845
ros_tale__29_119_250pq__1,-0.17385220210000002,-1.2986583045
ros_tale__29_119_250pq__2,-0.149235272,-1.2578119315
ros_tale__29_119_750pq__1,0.3311488106,-1.0995668045
ros_tale__29_119_750pq__2,-0.0996245391,-1.4199437915
ros_tale__ALE4_0pq__1,-0.1038581439,0.0807556145
ros_tale__ALE4_0pq__2,-0.3846989732,0.15024750850000002
ros_tale__ALE4_250pq__1,-0.1588831224,0.8327950625
ros_tale__ALE4_250pq__2,-0.3206643555,0.7333621145
pcoli__atASMT_325G__1,-0.7344406051,0.1308905935
pcoli__atASMT_325G__2,-0.3940865656,0.1009657775
pcoli__bpTDC__1,-0.118110477,0.8006701375
pcoli__bpTDC__2,0.2988330045,0.7370601735000001
pcoli__BRCA__1,-0.0863611876,0.5497673445
pcoli__BRCA__2,-0.054364179400000004,0.6286719145
pcoli__BRCActrl__1,-0.4178937451,1.1837981975
pcoli__BRCActrl__2,-0.2689927809,1.4047946205000001
pcoli__BRCAswap__1,-0.4240386581,0.4113624095
pcoli__BRCAswap__2,-0.1571304065,0.45923512650000003
pcoli__btAANAT__1,-0.5958250552000001,0.35939463450000003
pcoli__btAANAT__2,-0.5572250266000001,0.2979745335
pcoli__btASMT__1,-0.31005661090000003,0.3407077765
pcoli__btASMT__2,-0.6129412192,0.3581138985
pcoli__CC1__1,-1.0280124105,0.2226962415
pcoli__CC1__2,-1.1765718493,0.18101348350000002
pcoli__ccCOMT__1,-0.6727553866,0.5577491295
pcoli__ccCOMT__2,-0.3862532462,0.3934607735
pcoli__ckDDC__1,-0.9447725996,0.2314381835
pcoli__ckDDC__2,-0.841495372,0.4938888295
pcoli__CNTF_belt__1,-0.7195271414000001,0.042837070500000005
pcoli__CNTF_belt__2,-0.6001879485,0.2653578515
pcoli__cobPNMT__1,-0.5050105158,0.06553843150000001
pcoli__cobPNMT__2,-0.7001839398,0.0684608555
pcoli__cvPhhB__1,-0.5380013617,0.1147599095
pcoli__cvPhhB__2,-0.6223659579,0.0871902375
pcoli__ggAANAT__1,-0.7422520986000001,0.40929321750000003
pcoli__ggAANAT__2,-0.7020727517,0.47923515250000004
pcoli__ggTPH__1,-0.32292004300000005,0.0628775235
pcoli__ggTPH__2,-0.6723903112,0.24566239850000002
pcoli__hsAANAT__1,-1.0186849915,0.19184392050000001
pcoli__hsAANAT__2,-1.1977644121,0.1159515745
pcoli__hsASMT__1,-0.1291065577,0.6842017555000001
pcoli__hsASMT__2,-0.3963540833,0.7850082855
pcoli__hsPNMT_mb__1,-0.49675660850000003,0.1152603505
pcoli__hsPNMT_mb__2,-0.35039988720000004,0.10727890550000001
pcoli__hsTPH__1,-0.2647048373,0.3479113115
pcoli__hsTPH__2,-0.3629646904,0.5857813665
pcoli__hsTPH_E2K__1,-0.6562958114,0.31680348550000004
pcoli__hsTPH_E2K__2,-0.1740751355,0.4064175225
pcoli__hsTPH_E2K_N91I_P99C__1,-0.18023360160000002,0.6368345735000001
pcoli__hsTPH_E2K_N91I_P99C__2,-0.1275970505,0.2895402855
pcoli__hsTPH_N158trunc__1,-0.6570044294,0.7001516805
pcoli__hsTPH_N158trunc__2,-0.6041667335,0.6226297555
pcoli__hsTPH_N174trunc__1,-0.6194532251,0.1118144925
pcoli__hsTPH_N174trunc__2,-0.24871875510000002,0.5453810315000001
pcoli__hsTPH_Ntermtrunc__1,-0.12469722700000001,1.6744604315
pcoli__hsTPH_Ntermtrunc__2,-0.5597355272,0.9732843945
pcoli__hsTPH1__1,-0.1155710649,0.2678393085
pcoli__hsTPH1__2,-0.1568546605,0.19098269750000002
pcoli__MBP__1,0.011508963700000001,0.0052276745000000005
pcoli__MBP__2,-0.2538064517,0.4710406695
pcoli__msCOMT__1,0.6415160492,0.9608601255
pcoli__msCOMT__2,0.6590874079,1.0184611095
pcoli__ocAANAT__1,-0.5034105298,0.3264078375
pcoli__ocAANAT__2,-0.6961318107000001,0.3179278995
pcoli__osTDC_K374H__1,-0.2517934363,0.2930103665
pcoli__osTDC_K374H__2,-0.4500247566,0.0886976345
pcoli__osTDC_K374L__1,0.6210350594,1.1179686885
pcoli__osTDC_K374L__2,0.4508285361,1.1282396845
pcoli__osTDC_K374Q__1,-0.1246575367,0.2392721505
pcoli__osTDC_K374Q__2,-0.1081184322,0.0992860465
pcoli__osTDC_L360V__1,-0.1500924137,0.6152142755000001
pcoli__osTDC_L360V__2,-0.0921500173,0.7008328765
pcoli__pmTPH__1,0.3070723108,0.8735489725000001
pcoli__pmTPH__2,0.5011498131000001,1.2730463355000001
pcoli__RFC__1,-0.5992426432,-0.1237138175
pcoli__RFC__2,-0.7065291052,-0.2547100395
pcoli__RFCctrl__1,-1.1575888597,-0.2439437545
pcoli__RFCctrl__2,-1.1283718062,-0.0104744085
pcoli__RFCnopause__1,-1.2078556293,0.0638656065
pcoli__RFCnopause__2,-1.3702690042,-0.0437504515
pcoli__RFCpluspause__1,-1.3940529898,0.7140659655
pcoli__RFCpluspause__2,-1.1331608159,0.7943801895
pcoli__rnCOMT_sol__1,-0.8297982609000001,0.1671441985
pcoli__rnCOMT_sol__2,-0.9729288582000001,-0.0593593355
pcoli__rnPNMT__1,0.6587063323,1.0870226025
pcoli__rnPNMT__2,0.4788564404,1.1617326705
pcoli__rnTDC__1,-0.3761170193,0.7475499195
pcoli__rnTDC__2,-0.5136836211,0.5586403565
pcoli__rnTDC_trunc__1,0.1026131854,0.8454130645
pcoli__rnTDC_trunc__2,0.17816952260000002,1.1802667325
pcoli__saCOMT_T2A__1,-0.348948211,0.5950965975
pcoli__saCOMT_T2A__2,-0.5825965332,0.4165926305
pcoli__sfCOMT__1,-0.6156020136,0.2933643985
pcoli__sfCOMT__2,-0.4968503516,0.3619805035
pcoli__sgAANAT_D63G__1,-0.646505125,0.1575917955
pcoli__sgAANAT_D63G__2,-0.6344757505,0.1407601545
pcoli__ssDDC__1,-0.1558706334,0.6273014025
pcoli__ssDDC__2,-0.3243255437,0.7402890555
pcoli__TP53B__1,-0.5982949862,0.5542987315
pcoli__TP53B__2,-0.11661387470000001,0.7009850925000001
pcoli__WT__1,-0.7778623721,0.1753074835
pcoli__WT__2,-0.4789565391,0.27491321150000003
cck__glu_ale4__1,0.2271582638,-0.0824173685
cck__glu_ale4__2,-0.3496880981,-0.11790154550000001
cck__cck_ale1__1,-0.5801267071,-0.17541517950000002
cck__cck_ale1__2,-0.06611647770000001,-0.2003230195
cck__cck_ale2__1,-0.37490576270000003,-0.2592597425
cck__cck_ale2__2,-0.4732699218,-0.1906319175
cck_pgi__gmos_delpgi__1,-0.8397109713,-0.0334503055
cck_pgi__gmos_delpgi__2,-1.1877479877,-0.1290334745
cck_pgi__pgi_ale1__1,0.9648413984,0.3218439375
cck_pgi__pgi_ale1__2,0.10790438990000001,0.1064517155
cck_pgi__pgi_ale2__1,-0.2258506096,0.2525477875
cck_pgi__pgi_ale3__1,0.418863344,0.1382070325
cck_pgi__pgi_ale3__2,-0.4808810034,0.06791277650000001
cck_pgi__pgi_ale4__1,1.0299692865,-0.09825020050000001
cck_pgi__pgi_ale4__2,0.1349680307,-0.5016030545
cck_pgi__pgi_ale4__3,-0.1362757664,-0.3365392915
cck_pgi__pgi_ale5__1,0.7596453928,0.4640519475
cck_pgi__pgi_ale5__2,-0.2664813405,0.4132421865
cck_pgi__pgi_ale6__1,0.08985695190000001,0.032271283500000005
cck_pgi__pgi_ale6__2,-0.6473821348000001,0.0184159215
cck_pgi__pgi_ale7__1,0.483356055,0.0466408285
cck_pgi__pgi_ale7__2,-0.35211968600000004,-0.0798812385
cck_pgi__pgi_ale8__1,0.3057951778,-0.0865475685
cck_pgi__pgi_ale8__2,-0.6474852459,-0.0666735165
cck_sdh__gmos_delsdhCB__1,-1.9667143939,-0.1539040945
cck_sdh__gmos_delsdhCB__2,-0.770428344,-0.0300884135
cck_sdh__sdh_ale1__1,-0.6228338928,0.2255278695
cck_sdh__sdh_ale1__2,-0.7310505173,-0.09908452350000001
cck_sdh__sdh_ale2__1,-0.26270667140000004,-0.2589505385
cck_sdh__sdh_ale3__1,-0.33847058090000004,-0.1106811075
cck_sdh__sdh_ale3__2,-0.2181896727,-0.2950151555
cck_sdh__sdh_ale3__3,-0.5620682328000001,-0.10547284650000001
cck_pts__gmos_delptsHIcrr__1,-1.5267294683000001,-0.24129285050000002
cck_pts__gmos_delptsHIcrr__2,-0.6031656762000001,-0.5294999895
cck_pts__pts_ale1__1,-1.7691648402,-0.4505560075
cck_pts__pts_ale1__2,-1.7904355919000001,-0.9393940715
cck_pts__pts_ale2__1,0.6565050490000001,-0.5822174475
cck_pts__pts_ale2__2,0.4674125665,-0.2840029725
cck_pts__pts_ale3__1,-1.1693203292,-0.4967397535
cck_pts__pts_ale3__2,-1.0811504255,-0.7319455995
cck_pts__pts_ale4__1,0.031807565,-0.5430664105
cck_pts__pts_ale4__2,-0.46207909690000004,-0.36199477950000003
cck_gnd__gmos_delgnd__1,-1.4160815516,-0.20777285650000002
cck_gnd__gmos_delgnd__2,-2.3507478035,-0.4023187505
cck_gnd__gnd_ale1__1,-0.9479213058,-0.3452623735
cck_gnd__gnd_ale1__2,-0.8300019956,-0.4810255935
cck_gnd__gnd_ale2__1,-0.6764930881,-0.3564486565
cck_gnd__gnd_ale2__2,-0.9868953555000001,-0.2670736825
cck_gnd__gnd_ale3__1,-0.5302150364,-0.39225720750000004
cck_gnd__gnd_ale3__2,-0.8724983574,-0.2651820905
cck_tpiA__gmos_deltpiA__1,-0.6917622044,0.3661039585
cck_tpiA__gmos_deltpiA__2,-0.8841611996000001,0.8079439775
cck_tpiA__tpiA_ale1__1,0.3155936639,0.2132978745
cck_tpiA__tpiA_ale1__2,-0.20260423630000002,0.3260462535
cck_tpiA__tpiA_ale2__1,-0.9203145922,0.09929555250000001
cck_tpiA__tpiA_ale2__2,-1.4292866886,-0.1976930785
cck_tpiA__tpiA_ale3__1,-0.5542998535,0.2424942545
cck_tpiA__tpiA_ale3__2,-0.3076853137,0.16042902150000002
cck_tpiA__tpiA_ale4__1,-0.3272743429,0.0607064695
cck_tpiA__tpiA_ale4__2,-0.1614189201,0.0897414495
acid_tale__acid_ale1_pH7__1,-0.3808829281,-0.1358975365
acid_tale__acid_ale1_pH7__2,-0.6820756466,-0.1713820765
acid_tale__acid_ale1_pH5__1,-2.1405989988,-0.5303713515
acid_tale__acid_ale1_pH5__2,-1.7913115729,-0.6601155755
acid_tale__acid_ale2_pH7__1,-0.34169052380000003,-0.1247269445
acid_tale__acid_ale2_pH7__2,-0.5252216012,0.1339717295
acid_tale__acid_ale2_pH5__1,-1.5133807672000001,-0.38427048950000003
acid_tale__acid_ale2_pH5__2,-1.4799246196,-0.5199811345
acid_tale__low_Mg_ale_pH7__1,-0.45722015380000003,-0.1094061865
acid_tale__low_Mg_ale_pH7__2,-0.3288906427,-0.1135381625
acid_tale__low_Mg_ale_pH5__1,-1.4912398784,0.0425706785
acid_tale__low_Mg_ale_pH5__2,-1.766191094,0.011116925500000001
acid_tale__MES_ale_pH7__1,-0.5585613354,-0.0763850325
acid_tale__MES_ale_pH7__2,-0.8781474416,-0.0956670095
acid_tale__MES_ale_pH5__1,-1.8382614464,-0.2696719275
acid_tale__MES_ale_pH5__2,-2.0110511328,0.0807579465
acid_tale__gmos_pH7__1,-1.1738779975,-0.0541036575
acid_tale__gmos_pH7__2,-0.8716029710000001,-0.0500916895
acid_tale__gmos_pH5__1,-1.7350157006,-0.14160458650000002
acid_tale__gmos_pH5__2,-1.611620367,-0.1618715335
adnB__wt_adn__1,-0.7636817082,-0.2611690225
adnB__wt_adn__2,-0.908454702,-0.08496793650000001
adnB__delydhB_adn__1,-0.218530845,0.2706454445
adnB__delydhB_adn__2,-1.1198968044,0.2027430325
ytf2__wt_glc__1,0.5467492697,0.3830868595
ytf2__wt_glc__2,0.1096159943,0.2668217205
ytf2__ybcM_glc__1,-0.1025858603,0.0357373085
ytf2__ybcM_glc__2,-0.2637916745,0.1285163775
ytf2__ydhB_glc__1,-0.601789997,0.024845303500000002
ytf2__ydhB_glc__2,-0.3108001532,0.1737621695
ytf2__yfeC_glc__1,-0.5970766609,0.0346483495
ytf2__yfeC_glc__2,-0.2729938951,0.0608011685
ytf2__yciT_glc__1,0.0711563318,0.5475169965000001
ytf2__yciT_glc__2,0.4466305237,0.5348372055
ytf2__ydiZ_glc__1,0.3082022299,0.0289044105
ytf2__ydiZ_glc__2,0.29384414610000004,0.3276296695
ytf2__ynfL_glc__1,0.36135349920000004,0.32097061450000003
ytf2__ynfL_glc__2,-0.09179627110000001,0.12378652350000001
misc2__dellon_glc__1,-1.0976133451,-0.0810474825
misc2__dellon_glc__2,-1.2038260401,0.1336836445
ytf3__wt_glc2__1,-0.0348711086,0.2749417615
ytf3__wt_glc2__2,-0.1578038104,0.3263202455
ytf3__wt_pH7_lactate__1,-0.1457591004,0.10088103350000001
ytf3__wt_pH7_lactate__2,-0.2495519391,-0.0237203725
ytf3__wt_pH55_lactate__1,-0.2719788024,-0.0373560295
ytf3__wt_pH55_lactate__2,-0.3660154087,-0.0289134765
ytf3__wt_pH55_HCl__1,-0.41986928700000004,-0.0158320585
ytf3__wt_pH55_HCl__2,-0.4379795555,0.1526273655
ytf3__dyieP_pH7__1,-0.2156166619,0.2631643395
ytf3__dyieP_pH7__2,-0.0591693838,0.2804704415
ytf3__dyieP_pH55__1,0.1300860616,0.1702810855
ytf3__dyieP_pH55__2,-0.3572588311,0.1184567765
