,A,BluR
hot_tale__hot_ale10_37c__1,-2.8082261605000003,-0.5021082410000001
hot_tale__hot_ale10_37c__2,-3.107591043,-0.427541718
hot_tale__hot_ale10_44c__1,4.3083556311,-0.070048279
hot_tale__hot_ale10_44c__2,5.1885765568,-0.10404824
hot_tale__hot_ale16_30c__1,-2.6574884918,-0.421975168
hot_tale__hot_ale16_30c__2,-3.2285257572,-0.295352942
hot_tale__hot_ale16_37c__1,-4.0070129376,-0.540265318
hot_tale__hot_ale16_37c__2,-4.0642316298,-0.48762129400000004
hot_tale__hot_ale16_44c__1,3.3512340945,-0.651540757
hot_tale__hot_ale16_44c__2,3.8481937,-0.510700934
pdhr_ale__pdhR-13_51__1,0.8512998746,-0.542155825
pdhr_ale__pdhR-13_51__2,-1.5258866972,-0.735676848
pdhr_ale__pdhR-14_46__1,5.8216749931,-0.6562737350000001
pdhr_ale__pdhR-14_46__2,3.7512197526,-0.6884027220000001
pdhr_ale__pdhR-15_51__1,-0.5583312209,-0.49577006900000004
pdhr_ale__pdhR-15_51__2,-0.3784794091,-0.57624282
pdhr_ale__pdhR-16_49__1,1.4527493751,-0.945184686
pdhr_ale__pdhR-16_49__2,3.2159025901,-0.55122895
tcs__del_atoC_LiAcet__1,-6.4119895253,-0.778545546
tcs__del_atoC_LiAcet__2,-6.7104813167,-0.798884624
tcs__del_atoC_LiCl__1,-4.420065897,-0.7467885080000001
tcs__del_atoC_LiCl__2,-4.3784828166,-0.656199086
tcs__del_atoC_m9__1,-3.8098508957,-0.767603794
tcs__del_atoC_m9__2,-4.6312191751,-0.6608969990000001
tcs__del_baeR_etoh__1,-4.574787112,-1.257353685
tcs__del_baeR_etoh__2,-5.8879222898,-1.065754489
tcs__del_baeR_lb__1,1.0437001716,-1.085991803
tcs__del_baeR_lb__2,0.7446265268000001,-1.199842617
tcs__del_btsR_01xlb__1,11.23958329,-0.48287023300000004
tcs__del_btsR_01xlb__2,11.1879131595,-0.46462787600000005
tcs__del_btsR_lb__1,-6.5607237436,-1.221307718
tcs__del_btsR_lb__2,-6.5918454378,-1.115316959
tcs__del_btsR_pyruvate__1,11.8425381131,-0.391753081
tcs__del_btsR_pyruvate__2,11.6593178433,-0.37136575800000005
tcs__del_cpxR_etoh__1,-6.1670271047,-0.811542125
tcs__del_cpxR_etoh__2,-6.1734556179,-0.921375653
tcs__del_cpxR_lb__1,-1.0386358075,-0.895751524
tcs__del_cpxR_lb__2,-2.3243075331,-1.098364273
tcs__del_cusR_CuSO4__1,-2.4966747403,-1.53405281
tcs__del_cusR_CuSO4__2,-1.8183239938,-1.253415574
tcs__del_cusR_lb__1,-6.0990805457,-1.223799422
tcs__del_cusR_lb__2,-5.7119731945000005,-1.148377508
tcs__del_kdpE_01-kcl__1,4.137234998,-0.050819844
tcs__del_kdpE_01-kcl__2,3.7911385837,-0.037405922
tcs__del_kdpE_115-kcl__1,-2.8532686396,0.336777969
tcs__del_kdpE_115-kcl__2,-3.7715017889,0.46820120400000004
tcs__del_phoB_m9__1,-2.1032076875,-0.30704254000000003
tcs__del_phoB_m9__2,-1.7249601282,-0.409524953
tcs__del_phoB_m9p__1,-3.3895843251,-1.2774798920000001
tcs__del_phoB_m9p__2,-2.5066521951,-1.278441707
tcs__del_rcsB_etoh__1,5.873001635,-0.9206604500000001
tcs__del_rcsB_etoh__2,6.4958234299,-0.9458347770000001
tcs__del_rcsB_lb__1,-1.2340568772,-1.282642389
tcs__del_rcsB_lb__2,-2.0142132267,-1.171617452
tcs__del_zraR_lb__1,1.7228928042,-1.099381473
tcs__del_zraR_lb__2,1.8729692776,-0.982956067
tcs__del_zraR_zncl2__1,2.6015753421000003,-0.5057006070000001
tcs__del_zraR_zncl2__2,2.5190852908,-0.646698746
tcs__wt_01-kcl__1,-0.7192952488000001,0.037949819
tcs__wt_01-kcl__2,-0.7841289687,0.047196158
tcs__wt_01xlb__1,11.9181976285,-0.359157614
tcs__wt_01xlb__2,11.9231689371,-0.386238609
tcs__wt_115-kcl__1,-2.1668986594,0.480332348
tcs__wt_115-kcl__2,-2.4912871594,0.488937212
tcs__wt_CuSO4__1,0.4234938124,-1.499950078
tcs__wt_CuSO4__2,-0.048331307500000004,-1.474103809
tcs__wt_etoh__1,3.9784636090000003,-0.854043179
tcs__wt_etoh__2,3.1262006104,-0.7626761080000001
tcs__wt_lb__1,0.3785132241,-1.040469342
tcs__wt_lb__2,0.844324882,-0.851026296
tcs__wt_LiAcet__1,-5.9342193966,-0.672991224
tcs__wt_LiAcet__2,-4.9860481902,-0.664409227
tcs__wt_LiCl__1,-4.8368317985000004,-0.684605315
tcs__wt_LiCl__2,-4.4037836321,-0.669053919
tcs__wt_m9p__1,-3.2399300091,-1.282769282
tcs__wt_m9p__2,-4.2131742685,-1.26800976
tcs__wt_pyr__1,11.8889136965,-0.484329449
tcs__wt_pyr__2,11.8158842124,-0.444220673
tcs__wt_zncl2__1,1.3303724007,-0.89950554
tcs__wt_zncl2__2,1.0417118125,-0.9440409260000001
ros_tale__1_112_0pq__1,3.1767256831,1.038161693
ros_tale__1_112_0pq__2,0.0716205347,0.816714045
ros_tale__1_112_250pq__1,-2.0094638848,0.6743484080000001
ros_tale__1_112_250pq__2,-2.5086723406,0.68445917
ros_tale__1_112_750pq__1,-2.5190791036,0.715702653
ros_tale__1_112_750pq__2,-0.303064272,0.905416898
ros_tale__1_112_750pq__3,-0.3111691848,0.999585017
ros_tale__3_76_0pq__1,4.3465672335,-1.23588399
ros_tale__3_76_0pq__2,4.4418253966,-1.243791421
ros_tale__3_76_0pq__3,5.2953220553,-1.003174323
ros_tale__3_76_0pq__4,5.2773844473,-0.9936074090000001
ros_tale__3_76_250pq__1,8.1965570018,1.003859226
ros_tale__3_76_250pq__2,6.5637049619,0.7783123350000001
ros_tale__3_76_750pq__1,5.5817410803000005,0.420784
ros_tale__3_76_750pq__2,5.6969716253,0.40895945300000003
ros_tale__7_103_0pq__1,-2.9159653668,0.066314966
ros_tale__7_103_0pq__2,-2.5840041707,0.28827041400000003
ros_tale__7_103_0pq__3,-3.2413433226,0.180914829
ros_tale__7_103_0pq__4,-2.857421225,0.325050683
ros_tale__7_103_250pq__1,-0.9199717991,0.35527289300000003
ros_tale__7_103_250pq__2,-0.9454841005,0.340962084
ros_tale__7_103_750pq__1,-2.3211496595,-0.032639367
ros_tale__7_103_750pq__2,-1.7356609564,0.072867951
ros_tale__9_77_0pq__1,3.6230662063,1.267920852
ros_tale__9_77_0pq__2,3.8488315432,1.20569433
ros_tale__9_77_250pq__1,5.350417119,1.8382916580000002
ros_tale__9_77_250pq__2,6.1444338967,2.060278651
ros_tale__9_77_750pq__1,3.3590819826000002,0.981643059
ros_tale__9_77_750pq__2,3.9409349686,1.2649801649999999
ros_tale__11_83_0pq__1,2.8618585682,-0.15905481300000002
ros_tale__11_83_0pq__2,2.2353389369,-0.201124614
ros_tale__11_83_250pq__1,5.3752644613000005,-0.00490265
ros_tale__11_83_250pq__2,4.3059057496,-0.29609479
ros_tale__11_83_750pq__1,5.3268431347,-0.02854553
ros_tale__11_83_750pq__2,5.2398245207,-0.22609958900000002
ros_tale__13_87_0pq__1,0.9765619034,-0.870604013
ros_tale__13_87_0pq__2,0.9034852676,-0.707665862
ros_tale__13_87_250pq__1,2.0238088882,-0.8561331050000001
ros_tale__13_87_250pq__2,2.1124111542,-1.047180769
ros_tale__13_87_750pq__1,2.8999572106000002,-0.74494305
ros_tale__13_87_750pq__2,4.507193198,-0.7175915700000001
ros_tale__14_27_0pq__1,2.241499485,-0.466365911
ros_tale__14_27_0pq__2,1.371295866,-0.655684444
ros_tale__14_27_250pq__1,-1.2968878795,-0.7460939050000001
ros_tale__14_27_250pq__2,-0.9992054539,-0.47415487900000003
ros_tale__14_27_750pq__1,8.2774295483,-0.39619694800000005
ros_tale__14_27_750pq__2,9.9533291108,-0.44063832100000005
ros_tale__16_28_250pq__1,7.3270038819,-0.930715661
ros_tale__16_28_250pq__2,7.3936485386,-0.968390594
ros_tale__16_32_0pq__1,-0.6067927331,-0.5547545650000001
ros_tale__16_32_0pq__2,0.3464994147,-0.56768193
ros_tale__16_32_0pq__3,4.2983806444,-1.239047363
ros_tale__16_32_0pq__4,4.0885766,-1.2207719670000001
ros_tale__16_32_250pq__1,9.9405192382,-1.086643088
ros_tale__16_32_250pq__2,9.6944837086,-1.054757477
ros_tale__16_32_750pq__1,10.1047624447,-0.10104371300000001
ros_tale__16_32_750pq__2,7.1416498808,-0.184344098
ros_tale__17_104_0pq__1,1.5998672865999999,-1.539419594
ros_tale__17_104_0pq__2,0.2660100107,-1.698051857
ros_tale__17_104_250pq__1,-2.2069732881,-1.525260668
ros_tale__17_104_250pq__2,-2.9280485598,-1.419487135
ros_tale__17_104_250pq__3,-2.9358084809,-1.249323719
ros_tale__17_104_250pq__4,-3.4424182931000002,-0.7037431190000001
ros_tale__17_104_750pq__1,0.07543803660000001,-0.9213899780000001
ros_tale__17_104_750pq__2,1.4332861335,-1.220279452
ros_tale__18_24_250pq__1,10.802620149100001,-0.261748927
ros_tale__18_24_250pq__2,9.8587738929,-0.7065262920000001
ros_tale__18_36_0pq__1,0.7471810736000001,1.039381142
ros_tale__18_36_0pq__2,0.37992874590000003,0.8455637370000001
ros_tale__18_36_0pq__3,3.0693774133,-0.572285585
ros_tale__18_36_0pq__4,1.3412672048,-0.9815084420000001
ros_tale__18_36_250pq__1,6.9156411949,-0.51774244
ros_tale__18_36_250pq__2,7.3822021333,-0.74993245
ros_tale__18_36_750pq__1,11.1663961842,1.239089902
ros_tale__18_36_750pq__2,11.2528011442,1.341462985
ros_tale__19_91_0pq__1,-0.6927232036000001,-0.805239377
ros_tale__19_91_0pq__2,-0.0355236639,-1.1538672700000001
ros_tale__19_91_250pq__1,2.232316561,-0.8648171750000001
ros_tale__19_91_250pq__2,2.7567434425,-0.700893895
ros_tale__19_91_750pq__1,2.1927495616,-0.374729384
ros_tale__19_91_750pq__2,4.3433503765,-0.098531752
ros_tale__19_91_750pq__3,-1.8710250119,0.127172656
ros_tale__19_91_750pq__4,2.0161307019,0.7125500300000001
ros_tale__21_97_0pq__1,2.9727620048,0.43781673800000004
ros_tale__21_97_0pq__2,2.8985334995,0.466776846
ros_tale__21_97_250pq__1,6.5462287667,0.8015337650000001
ros_tale__21_97_250pq__2,4.7114593462,0.6822631020000001
ros_tale__21_97_750pq__1,6.9829551851,1.073980644
ros_tale__21_97_750pq__2,4.3483568176,0.829684147
ros_tale__25_111_0pq__1,1.4386518332,1.5582130360000002
ros_tale__25_111_0pq__2,-2.8603000829000003,1.458927117
ros_tale__25_111_250pq__1,4.0336017321,1.646694931
ros_tale__25_111_250pq__2,-0.9284732217,1.658327022
ros_tale__25_111_750pq__1,-0.7267403261000001,1.554574343
ros_tale__25_111_750pq__2,-1.2006112254,1.409678197
ros_tale__29_119_0pq__1,-1.6492354548,2.090273946
ros_tale__29_119_0pq__2,-1.6077819901,1.700130176
ros_tale__29_119_250pq__1,-1.236708725,1.444389801
ros_tale__29_119_250pq__2,-2.0139529134,1.6456127710000001
ros_tale__29_119_750pq__1,-1.0755596153,1.8498730970000001
ros_tale__29_119_750pq__2,-0.0148601107,1.678783089
ros_tale__ALE4_0pq__1,2.1646898772,-1.234583599
ros_tale__ALE4_0pq__2,1.6828974242,-1.215598686
ros_tale__ALE4_250pq__1,13.552490015,-0.22662246700000002
ros_tale__ALE4_250pq__2,13.3929095912,-0.44598110900000004
pcoli__atASMT_325G__1,3.3553351473,0.073580408
pcoli__atASMT_325G__2,2.8823320965,0.14408768
pcoli__bpTDC__1,4.7533857491,0.44456763
pcoli__bpTDC__2,4.3679046319,0.387937756
pcoli__BRCA__1,6.5904540733,0.20978732900000002
pcoli__BRCA__2,6.3211217048,0.264076333
pcoli__BRCActrl__1,4.3663835877,0.7669984860000001
pcoli__BRCActrl__2,3.563659291,0.7280331290000001
pcoli__BRCAswap__1,7.2494368118,0.49989093700000004
pcoli__BRCAswap__2,7.4734994074,0.40260952
pcoli__btAANAT__1,4.3231622433,0.24662507500000003
pcoli__btAANAT__2,4.4480878385,0.17716599300000002
pcoli__btASMT__1,6.3148887571,0.416710966
pcoli__btASMT__2,6.7440680659000005,0.34126219300000005
pcoli__CC1__1,5.6857435781,0.268437388
pcoli__CC1__2,3.8565862837,0.460866039
pcoli__ccCOMT__1,4.3226871522,0.30139345500000003
pcoli__ccCOMT__2,4.7978884765,0.313532973
pcoli__ckDDC__1,4.8476140881,0.38296385600000005
pcoli__ckDDC__2,2.8033825752,0.289848463
pcoli__CNTF_belt__1,3.6122956517,0.423437067
pcoli__CNTF_belt__2,4.8461284426,0.496837424
pcoli__cobPNMT__1,3.7447361998,0.26121445200000004
pcoli__cobPNMT__2,3.6258597324,0.059645563000000006
pcoli__cvPhhB__1,3.9532870984,0.283184673
pcoli__cvPhhB__2,3.4726346479,0.241869936
pcoli__ggAANAT__1,4.7470790612,0.18549029
pcoli__ggAANAT__2,5.2406506236,0.14367142300000002
pcoli__ggTPH__1,3.8085846677,0.23009975300000002
pcoli__ggTPH__2,4.0790477011,0.177838818
pcoli__hsAANAT__1,7.1343251566,0.8643382930000001
pcoli__hsAANAT__2,6.6374291363,0.8795404490000001
pcoli__hsASMT__1,7.4011544535,0.23559423100000002
pcoli__hsASMT__2,6.9160125208,0.44574303600000004
pcoli__hsPNMT_mb__1,2.5213304389999998,-0.021185303000000003
pcoli__hsPNMT_mb__2,2.7934351102,-0.022817093
pcoli__hsTPH__1,3.9054586852,0.188849178
pcoli__hsTPH__2,2.9407568217,0.290862726
pcoli__hsTPH_E2K__1,3.6564621971999998,0.6250445480000001
pcoli__hsTPH_E2K__2,2.5553364318,0.81505673
pcoli__hsTPH_E2K_N91I_P99C__1,4.6642025811,0.314367689
pcoli__hsTPH_E2K_N91I_P99C__2,5.4676406249,0.147499508
pcoli__hsTPH_N158trunc__1,3.126472864,0.529807463
pcoli__hsTPH_N158trunc__2,2.6210328674000003,0.564233442
pcoli__hsTPH_N174trunc__1,5.3266621434,0.203183776
pcoli__hsTPH_N174trunc__2,2.5170322285999998,0.5307882190000001
pcoli__hsTPH_Ntermtrunc__1,7.2750160325,0.8752519620000001
pcoli__hsTPH_Ntermtrunc__2,9.6105243671,0.639868324
pcoli__hsTPH1__1,5.4796805085999996,0.24247063700000002
pcoli__hsTPH1__2,5.9619829677,0.24878487900000001
pcoli__MBP__1,0.5500903424,0.022541118000000002
pcoli__MBP__2,0.1352498135,0.640221318
pcoli__msCOMT__1,5.1970555063,0.102716101
pcoli__msCOMT__2,4.7818614404,0.162342558
pcoli__ocAANAT__1,5.0445800264,-0.000898102
pcoli__ocAANAT__2,4.8192486368,0.16377988500000001
pcoli__osTDC_K374H__1,3.127785752,0.333827611
pcoli__osTDC_K374H__2,5.938277667,0.30570546
pcoli__osTDC_K374L__1,3.5806577286,0.21391527800000001
pcoli__osTDC_K374L__2,3.0243546068,0.173316394
pcoli__osTDC_K374Q__1,5.3419253018,0.25076554300000004
pcoli__osTDC_K374Q__2,5.0774108849,0.22605603400000002
pcoli__osTDC_L360V__1,4.563982687,0.24624293700000002
pcoli__osTDC_L360V__2,4.4598992811,0.479310597
pcoli__pmTPH__1,1.166117237,0.21703249300000002
pcoli__pmTPH__2,-1.0434990217,0.20825996100000002
pcoli__RFC__1,2.0013307271,-0.050821197000000005
pcoli__RFC__2,2.8302064542,-0.24673997500000003
pcoli__RFCctrl__1,9.4942135982,0.61505145
pcoli__RFCctrl__2,8.5992707639,0.688190015
pcoli__RFCnopause__1,8.1490972429,0.672875836
pcoli__RFCnopause__2,6.7083739068,0.8009304340000001
pcoli__RFCpluspause__1,4.4872837894,0.7457377820000001
pcoli__RFCpluspause__2,3.9968357249,0.6185163210000001
pcoli__rnCOMT_sol__1,7.6095747875,0.741792247
pcoli__rnCOMT_sol__2,8.9747021665,0.6451917530000001
pcoli__rnPNMT__1,4.5065474245,0.209305434
pcoli__rnPNMT__2,3.2989119763,0.369694899
pcoli__rnTDC__1,5.680038965,0.397277718
pcoli__rnTDC__2,5.8607598553999996,0.43571196900000003
pcoli__rnTDC_trunc__1,3.0476332757,0.32732943800000003
pcoli__rnTDC_trunc__2,2.2185171381,0.48332135
pcoli__saCOMT_T2A__1,3.3829103712,0.144812686
pcoli__saCOMT_T2A__2,3.1707499298,0.24898677200000002
pcoli__sfCOMT__1,5.0090598148,-0.037986956
pcoli__sfCOMT__2,4.6026591134,-0.060871923
pcoli__sgAANAT_D63G__1,4.2361898254,-0.04155494
pcoli__sgAANAT_D63G__2,3.4397955976,0.0263831
pcoli__ssDDC__1,6.8664723723000005,0.33782876300000003
pcoli__ssDDC__2,6.1891196876,0.5830031640000001
pcoli__TP53B__1,4.6576324446,0.364190369
pcoli__TP53B__2,5.4023201335,0.489473417
pcoli__WT__1,5.6007438945,0.798824127
pcoli__WT__2,6.2329031689,0.8116874390000001
cck__glu_ale4__1,1.6814039715,-0.81126684
cck__glu_ale4__2,2.8126611197,-1.749219101
cck__cck_ale1__1,0.7160652239,-1.822768623
cck__cck_ale1__2,0.8590287040000001,-1.634250317
cck__cck_ale2__1,2.1896963577,-1.821288536
cck__cck_ale2__2,2.7428230487,-1.897883721
cck_pgi__gmos_delpgi__1,2.2611855203999998,-0.452814333
cck_pgi__gmos_delpgi__2,0.8208762315,-0.569974418
cck_pgi__pgi_ale1__1,-0.3615316341,-0.37508244500000004
cck_pgi__pgi_ale1__2,0.7759081456,-1.153159252
cck_pgi__pgi_ale2__1,2.7831428486,-0.8732978090000001
cck_pgi__pgi_ale3__1,-0.34079423070000003,-0.7008481040000001
cck_pgi__pgi_ale3__2,0.014223248400000001,-1.3615698250000001
cck_pgi__pgi_ale4__1,-3.6431907836,-0.48399622400000003
cck_pgi__pgi_ale4__2,-2.8532197678,-1.211166233
cck_pgi__pgi_ale4__3,-2.7358984409,-1.315989895
cck_pgi__pgi_ale5__1,0.9919765541000001,-0.8879688800000001
cck_pgi__pgi_ale5__2,1.6865098437000001,-1.438389089
cck_pgi__pgi_ale6__1,1.9028555118,-0.776985605
cck_pgi__pgi_ale6__2,1.6505893683,-1.402626786
cck_pgi__pgi_ale7__1,2.326528788,-0.645108309
cck_pgi__pgi_ale7__2,2.44372853,-1.362410963
cck_pgi__pgi_ale8__1,1.1233552204,-0.946637422
cck_pgi__pgi_ale8__2,0.7076901919,-1.792973988
cck_sdh__gmos_delsdhCB__1,-4.7435994304,-1.787381592
cck_sdh__gmos_delsdhCB__2,-4.2860519164,-1.669459594
cck_sdh__sdh_ale1__1,4.5078715941,-1.107531871
cck_sdh__sdh_ale1__2,4.2540326031,-1.197368717
cck_sdh__sdh_ale2__1,4.2191661121,-1.377199012
cck_sdh__sdh_ale3__1,3.9810541415,-1.400144171
cck_sdh__sdh_ale3__2,4.6998012655,-1.5231584530000002
cck_sdh__sdh_ale3__3,4.4039103854,-1.427150591
cck_pts__gmos_delptsHIcrr__1,-3.7075389165,-1.068407658
cck_pts__gmos_delptsHIcrr__2,-5.6526612647,-0.9124960040000001
cck_pts__pts_ale1__1,-1.6859270388,-0.33466508300000003
cck_pts__pts_ale1__2,-2.9580008788,-0.39637877800000004
cck_pts__pts_ale2__1,-0.6160692018,-1.46277108
cck_pts__pts_ale2__2,-0.3360494619,-1.266709498
cck_pts__pts_ale3__1,-4.5354443316,-0.582081912
cck_pts__pts_ale3__2,-4.5799088732,-0.457574071
cck_pts__pts_ale4__1,-0.7263724593,-1.616215215
cck_pts__pts_ale4__2,0.13806729610000001,-1.669641581
cck_gnd__gmos_delgnd__1,-3.5905544094,-1.821754517
cck_gnd__gmos_delgnd__2,-4.086673764,-1.340162392
cck_gnd__gnd_ale1__1,0.5287052366,-1.926073672
cck_gnd__gnd_ale1__2,0.7573448322,-1.587569473
cck_gnd__gnd_ale2__1,0.9065505903000001,-1.656979018
cck_gnd__gnd_ale2__2,0.7485721578000001,-1.531082782
cck_gnd__gnd_ale3__1,0.10846396200000001,-1.6916401520000002
cck_gnd__gnd_ale3__2,0.3756423695,-1.781895841
cck_tpiA__gmos_deltpiA__1,-1.312825592,-0.8315176430000001
cck_tpiA__gmos_deltpiA__2,1.3615355576,-0.298933726
cck_tpiA__tpiA_ale1__1,-0.4588815154,-0.718752689
cck_tpiA__tpiA_ale1__2,-0.4659131842,-0.881821748
cck_tpiA__tpiA_ale2__1,0.2346607648,-1.027696421
cck_tpiA__tpiA_ale2__2,2.203735601,-1.190962618
cck_tpiA__tpiA_ale3__1,1.9267142712,-0.847354428
cck_tpiA__tpiA_ale3__2,2.3017537497,-0.899185121
cck_tpiA__tpiA_ale4__1,0.0962611102,-0.8922857630000001
cck_tpiA__tpiA_ale4__2,0.4614149651,-0.9374880290000001
acid_tale__acid_ale1_pH7__1,2.8192880302,-2.09543398
acid_tale__acid_ale1_pH7__2,2.6142335434,-2.341834865
acid_tale__acid_ale1_pH5__1,-2.0112652141,-1.183197679
acid_tale__acid_ale1_pH5__2,-2.093561772,-1.197176884
acid_tale__acid_ale2_pH7__1,-1.0299624577,-1.825023832
acid_tale__acid_ale2_pH7__2,-1.3285464787999999,-2.029409824
acid_tale__acid_ale2_pH5__1,-0.5838406011,-1.138191802
acid_tale__acid_ale2_pH5__2,-3.0841347194,-1.65995588
acid_tale__low_Mg_ale_pH7__1,-0.48631331180000004,-1.7333791120000002
acid_tale__low_Mg_ale_pH7__2,-0.2815385708,-2.199882257
acid_tale__low_Mg_ale_pH5__1,1.3435847864000001,-1.3568675510000001
acid_tale__low_Mg_ale_pH5__2,1.2893096335,-1.570020884
acid_tale__MES_ale_pH7__1,1.2014284367,-1.752528425
acid_tale__MES_ale_pH7__2,0.9252252342,-1.6448666630000002
acid_tale__MES_ale_pH5__1,1.796128321,-1.133859289
acid_tale__MES_ale_pH5__2,1.9899093775,-0.800262287
acid_tale__gmos_pH7__1,0.9316973552000001,-1.714082318
acid_tale__gmos_pH7__2,0.793169922,-1.666737018
acid_tale__gmos_pH5__1,1.441456305,-0.9107953580000001
acid_tale__gmos_pH5__2,0.9218050645,-0.7882780970000001
adnB__wt_adn__1,7.2793685791,-0.459517039
adnB__wt_adn__2,5.1387197458,-0.5875392890000001
adnB__delydhB_adn__1,7.4634633098,-0.46683245100000004
adnB__delydhB_adn__2,6.1306321871,-0.35708732200000004
ytf2__wt_glc__1,3.3487853441,0.069201706
ytf2__wt_glc__2,3.1183861821,0.08295651700000001
ytf2__ybcM_glc__1,-0.7293834626,-0.294599956
ytf2__ybcM_glc__2,-1.6684008791,-0.322956605
ytf2__ydhB_glc__1,2.0100204517,-0.286800323
ytf2__ydhB_glc__2,1.0977293557,-0.17338202300000002
ytf2__yfeC_glc__1,0.8952658468,-0.20081237100000002
ytf2__yfeC_glc__2,1.0088736322,-0.31674179999999996
ytf2__yciT_glc__1,2.6016623933,-0.094993561
ytf2__yciT_glc__2,3.4745042591,-0.252965214
ytf2__ydiZ_glc__1,1.7779406839,-0.361909874
ytf2__ydiZ_glc__2,1.2371967035,-0.17089626700000002
ytf2__ynfL_glc__1,2.585513225,-0.15784972800000002
ytf2__ynfL_glc__2,2.32407421,0.058351278000000006
misc2__dellon_glc__1,-6.4632955093,0.188619685
misc2__dellon_glc__2,-5.3083449972,0.8493065270000001
ytf3__wt_glc2__1,2.2638244095,-0.658453602
ytf3__wt_glc2__2,1.4717853714,-0.5711565670000001
ytf3__wt_pH7_lactate__1,2.3057554491,-0.979736633
ytf3__wt_pH7_lactate__2,1.8863321371000001,-0.824562558
ytf3__wt_pH55_lactate__1,2.7144878741,-0.63016837
ytf3__wt_pH55_lactate__2,2.7716902553000002,-0.519546947
ytf3__wt_pH55_HCl__1,2.9968995159,-0.502037818
ytf3__wt_pH55_HCl__2,3.1243832738,-0.47020631500000004
ytf3__dyieP_pH7__1,3.5872672004,-0.6513357270000001
ytf3__dyieP_pH7__2,3.0172871456,-0.63741087
ytf3__dyieP_pH55__1,1.8244013888000001,-1.051906956
ytf3__dyieP_pH55__2,1.8574572555,-0.807583413
