,A,AraC,Crp
nac_ntrc__bw_delnac_nh4__2,-1.9095106510000002,0.6297194025,0.360235063
misc__wt_no_te__1,0.2572120073,0.4619735525,0.32216916300000004
misc__wt_no_te__2,-0.1356553555,0.38235533850000003,0.315987593
misc__bw_delcbl__1,-1.9343400317000001,0.16969538350000002,0.30577407300000004
misc__bw_delcbl__2,-1.8128256408999999,0.2678753515,0.322569413
misc__bw_delfabr__1,-1.6810192558,0.0036585055,0.194465293
misc__bw_delfabr__2,-1.8320736301,0.1117086845,0.13385438500000002
misc__bw_delfadr__1,-2.3308329281,0.0191807505,0.325118883
misc__bw_delfadr__2,-2.3085054883,0.2669858375,0.343466333
misc__nitr_031__1,0.0809526065,0.2818161705,0.215598863
omics__wt_glu__1,0.5940593223,0.10244400050000001,0.348125933
omics__wt_glu__2,0.5187532317,0.12107409250000001,0.319898823
omics__wt_gly__1,0.8166087109,-0.1523841725,0.31218181300000003
omics__wt_gly__2,0.8474372388,0.1047796845,0.348980073
omics__wt_thr__1,2.6677286005000003,1.4229996585,0.883560683
omics__wt_thr__2,2.0701134285,1.3478453175,1.1275514229999999
omics__bw_ac__1,0.5635409831,2.0737474815,0.46435899300000005
omics__bw_ac__2,-0.06352221300000001,2.0431639295,0.46188222300000004
omics__bw_fum__1,-0.6414333501,1.5177218785000002,0.44664785300000004
omics__bw_fum__2,-0.2399952648,1.4706894165,0.49525865300000005
omics__bw_glc__1,-1.4136400973,0.5595096665,0.319951353
omics__bw_glc__2,-1.812818309,0.4926820765,0.360933593
omics__bw_pyr__1,-2.0573905568,1.7457754565,0.8061810030000001
omics__bw_pyr__2,-1.6267477222,1.6523889125,0.764467493
ompr__wt_nacl__1,0.9206797695000001,0.11351675550000001,-0.686581477
ompr__wt_nacl__2,0.8027433485000001,0.3948971035,-0.620927
ompr__bw_delompr_nacl__1,-0.2527439675,0.2754990915,-1.046248202
ompr__bw_delompr_nacl__2,-0.8079303821,0.2824264755,-1.071490687
minspan__wt_ade__1,-1.0043497749,-0.6273949765,-0.09169608400000001
minspan__wt_glc__1,-0.3568421848,0.0738240265,-0.171476714
minspan__wt_glc__2,-0.99242803,0.1458497785,-0.216511799
minspan__wt_glc__3,-1.1388094821,-0.053597238500000005,-0.237794143
minspan__wt_glc_anaero__1,-0.8494452578,-0.6465337815000001,0.097308024
minspan__wt_glc_anaero__2,0.1146075366,-1.1887097315,0.0007891440000000001
minspan__wt_trp__1,1.9444318821,1.3877594905000001,0.37930993300000004
minspan__bw_delcra_glc__1,-1.7223910528,1.0459774715,0.207746483
minspan__bw_delcra_trp__1,-0.9200529801,0.5739937335,0.245706203
minspan__bw_delmntr__1,-0.5400629022,1.0439273625,0.395080543
minspan__bw_delnac_ade__1,-0.5161990096,-0.42520489450000004,0.005806082000000001
minspan__bw_delnac_glc__1,-1.5358375546,-0.0108859855,0.19238992300000002
cra_crp__wt_ac__1,5.2836042086,1.4565350945,0.7848307330000001
cra_crp__wt_ac__2,5.1557802226,1.2866972335,0.774460393
cra_crp__wt_fru__1,2.8910051295,0.8222999625,0.31349375300000004
cra_crp__wt_fru__2,2.3968656282,0.9336121415,0.373244063
cra_crp__delcra_ac__1,4.7039269069,2.0685641335,0.205353913
cra_crp__delcra_ac__2,4.2671284748,2.1096635325,0.159225273
cra_crp__delcra_fru__1,-0.4833830766,0.13078886750000002,0.12650519300000002
cra_crp__delcra_fru__2,-0.1525177752,0.1832665205,0.163147493
cra_crp__delcra_glc__1,-0.5109107008,0.14631847850000002,0.046791002000000005
cra_crp__delcra_glc__2,-0.1972466445,0.1609384395,-0.014761104
rpoB__wt_031__1,4.7560254018,1.3391208445,0.271760703
rpoB__wt_044__1,0.5207653563,-0.0361330835,0.20485867300000002
rpoB__wt_lb__1,7.364298528,2.5890383535,0.24727295300000002
rpoB__wt_lb__2,6.598635548,2.4797693055,0.204154523
rpoB__rpoBE546V_031__1,3.3330193796,1.2956795625,0.45717146300000006
rpoB__rpoBE546V_044__1,3.4199767819,0.9592141295000001,0.376256283
rpoB__rpoBE546V_lb__1,5.3311383781,1.8746783425,0.11748048200000001
rpoB__rpoBE546V_lb__2,4.7885316536,1.9411271665,0.125422963
rpoB__rpoBE546V_glc__1,0.2192920653,-0.0509986185,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-1.1470266995,-1.1439934265,-0.66628918
rpoB__rpoBE672K_glc__2,-0.9393324411,-1.4756974615,-0.570898456
rpoB__rpoBE672K_lb__1,0.7594123677,0.6827520975,-0.228845183
rpoB__rpoBE672K_lb__2,1.5575764645999999,0.6782141015,-0.18410035800000002
crp__wt_fru__1,1.6507766139000002,0.47250379750000004,-0.134837475
crp__wt_glyc__1,2.5955279083000002,1.1184693505,-0.06971342200000001
crp__wt_glyc__2,2.3139299313,0.9337643875,0.000271048
crp__delar1_glyc__1,1.4507553511,1.3447052755,0.768482663
crp__delar1_glyc__2,1.7926332298,1.5290403695,0.980974663
crp__delar1ar2_glyc__1,0.8494531630000001,0.6044972535,0.29165508300000004
crp__delar1ar2_glyc__2,1.0371975039,0.5963940165,0.25672264300000003
crp__delar1ar2_glyc__3,1.1756207001,0.7870533065,0.37124749300000004
crp__delar2_glyc__1,8.5751584053,3.1511208795,1.429825303
crp__delar2_glyc__2,8.5124738586,3.0237270155,1.300445483
crp__delar2_glyc__3,8.2455265182,2.9708111895,1.236903523
crp__delcrp_fru__1,0.2558216404,0.1697153945,-9.852476477
crp__delcrp_fru__2,0.6493092038,0.2799262925,-9.107951936
crp__delcrp_fru__3,0.6279099729000001,0.4147288435,-9.852476477
crp__delcrp_glc__1,0.8817460508,0.4472030715,-9.025871704
crp__delcrp_glc__2,0.9744024446,0.09906416650000001,-9.566616581
crp__delcrp_glc__3,0.9580126715,0.037592110500000005,-9.852476477
crp__delcrp_glyc__1,0.016800415200000002,0.13759408750000002,-9.852476477
crp__delcrp_glyc__2,0.4326087749,-0.1486421535,-9.852476477
crp__delcrp_glyc__3,0.182411015,-0.1674504875,-9.852476477
glu__glu_ale3__1,0.8587025723,0.42319009150000003,1.438555163
glu__glu_ale4__1,-0.1017705504,-0.1754000225,0.12370463300000001
glu__glu_ale5__1,0.757378993,0.0829049105,0.23737495300000003
glu__glu_ale6__1,-0.1880543355,-0.7456977055,-0.266972174
glu__glu_ale8__1,1.992404244,0.6463544845,1.5517659030000002
glu__glu_ale9__1,0.4966490858,0.40544233350000003,0.736260553
glu__glu_ale10__1,-0.2780147586,-0.1459172645,1.248499963
42c__wt_42c__1,1.7194718958,0.7315343195,-0.022893763
42c__42c_ale1__1,4.7839082736,1.3510319655,0.578078713
42c__42c_ale2__1,1.2995033711000001,1.0762265235,-0.001157444
42c__42c_ale3__1,0.8329064595000001,0.3463139085,-0.163650862
42c__42c_ale4__1,2.8298932200999998,1.4108625135000001,0.18829674300000002
42c__42c_ale5__1,0.6262671065000001,0.1275534905,-0.255090408
42c__42c_ale6__1,3.6559917506,0.2763475765,0.584709813
42c__42c_ale8__1,2.4504176586,1.1750104635,0.898060053
42c__42c_ale9__1,1.5255193581,0.7247867565,0.234450913
42c__42c_ale10__1,2.3306192144,1.0422742855,0.5824345430000001
ssw__wt_ac__1,4.4711757192,1.1900710495,0.155824183
ssw__wt_glc__1,-1.0461906373,-0.9564327395000001,0.08995910700000001
ssw__wt_glyc__1,3.7417140155,0.4786410085,0.264629563
ssw__wt_xyl__1,1.9852104,-0.8909112835,0.615108903
ssw__glc_ale1__1,1.5172063422000002,1.3376242925000001,0.311997713
ssw__glc_ale2__1,0.5861525266000001,0.4937330005,0.5353218630000001
ssw__glc_ale3__1,0.9877249283,-0.7298985575,0.445484003
ssw__glyc_ale1__1,0.13725997950000002,1.1410873905,0.29887890300000003
ssw__glyc_ale2__1,1.2187754742,-0.8006670845,0.302115623
ssw__xyl_ale1__1,2.5508910802,0.8084368945,-0.214788422
ssw__xyl_ale2__1,2.0788967102,1.0667355865,0.026451149
ssw__xyl_ale3__1,2.489670783,0.5039265315,-0.313835929
ssw__glc_ac_ac2__1,1.4457902931,-1.0170330305,0.506935123
ssw__glc_ac_glc1__1,0.8101511044,-0.7864649705000001,-0.42053636400000005
ssw__glc_glyc_glc__1,0.5836685874,0.49908180550000003,0.565682133
ssw__glc_glyc_glyc__1,1.0171174141,1.6864473055,0.307042493
ssw__glc_xyl_glc__1,-0.5112731554000001,0.1343261325,0.029020072
ssw__glc_xyl_xyl__1,0.0539537873,0.2287504075,-0.24384744700000002
ica__wt_glc__1,-0.7055701592,-0.2609751495,-0.021205165
ica__wt_glc__2,-0.6213877778,-0.49180984450000004,-0.013075078
ica__wt_glc__3,-0.5197858854,-0.4280312505,0.093050269
ica__wt_glc__4,-1.4679663923000001,0.0077319015,0.39985849300000004
ica__arg_sbt__1,3.215225625,0.9974888655,0.172960833
ica__arg_sbt__2,2.6965686959,0.8984927765,0.493173503
ica__cytd_rib__1,8.6220095527,2.6364641745,0.503238653
ica__cytd_rib__2,8.8533238171,2.5781268585,0.486485123
ica__gth__1,2.1977018829,0.1919115835,-0.34473195700000003
ica__gth__2,2.7132330867,-0.0404717235,-0.550939686
ica__leu_glcr__1,0.2830564758,-0.1852960705,1.026079293
ica__leu_glcr__2,0.6897159263,-0.24265469550000002,0.9645909530000001
ica__met_glc__1,-0.5618512379,-0.5623513955,-0.0020434050000000003
ica__met_glc__2,-0.4667277931,-0.6042395915000001,-0.06998529
ica__no3_anaero__1,-1.0561557644,-0.6042569685,0.166015523
ica__no3_anaero__2,-1.3628263791,-0.6951885555,0.165936663
ica__phe_acgam__1,-0.0984726789,-0.2798324995,0.08710832
ica__phe_acgam__2,-0.1896560213,-0.30295666450000003,0.073714532
ica__thm_gal__1,4.3325085749,1.0251504925,0.419092283
ica__thm_gal__2,4.4218234985,1.0562651555,0.41257850300000004
ica__tyr_glcn__1,0.43715417700000003,-0.4890895275,0.211699823
ica__tyr_glcn__2,0.5463535111,-0.3576178745,0.24928939300000003
ica__ura_pyr__1,0.3773253351,0.4149987425,0.823666823
ica__ura_pyr__2,1.7029361857,1.0325031915,1.104333543
ica__wt_glc__5,-0.5055778335000001,-0.16423387350000002,0.31050345300000004
ica__wt_glc__6,-0.7263938103,-0.1324097405,0.33765284300000004
ica__bw_delpurR_cytd__1,-1.1507215606,0.10131356550000001,-0.141785767
ica__bw_delpurR_cytd__2,-0.851312178,0.1265050655,0.255483463
ica__ade_glc__1,-1.5689914235,0.2121301615,0.27079068300000003
ica__ade_glc__2,-0.6245714754,-0.11387609650000001,-0.10748262700000001
ytf__wt_glc__1,-0.9959409898,0.5324142525000001,0.340002173
ytf__wt_glc__2,-1.0328637005,0.9569860405,0.487174103
ytf__delyafC__1,1.2625087493,1.0915083345,0.518280163
ytf__delyafC__2,0.4950351015,1.1257674975,0.5586262230000001
ytf__delyeiE__1,0.37312411560000003,0.2360720325,0.452821843
ytf__delyeiE__2,-0.6579813983,-0.034812947500000004,0.36938018300000003
ytf__delyiaJ__1,0.5664342715,0.7017030975,0.49007886300000003
ytf__delyiaJ__2,0.2410128296,0.7890597435000001,0.474334523
ytf__delyieP__1,0.5256515739000001,1.1087383435,0.830611623
ytf__delyieP__2,0.15637182400000002,0.7426527935,0.7498248230000001
ytf__wt_ph5__1,-0.181868112,-0.0077137295000000005,0.39857596300000003
ytf__wt_ph5__2,-0.17110940060000002,0.1198050475,0.474739703
ytf__wt_ph8__1,-1.3752791949,0.3512356735,0.27564292300000004
ytf__wt_ph8__2,-0.6935789478000001,0.4346173265,0.268154863
ytf__delybaO__1,1.6288474381,1.3511670815,0.582376183
ytf__delybaO__2,0.9798177154000001,1.4527499065,0.636744023
ytf__delybaQ__1,-0.4178271129,0.0310453395,0.332940493
ytf__delybaQ__2,-0.35710415160000003,0.2878133275,0.32368551300000004
ytf__delybiH__1,-0.085786081,1.0254236055,0.636331983
ytf__delybiH__2,0.5264821136,1.1835569785,0.554671843
ytf__delydcI_ph5__1,-0.612724279,-0.051889131500000005,0.36809995300000004
ytf__delydcI_ph5__2,-0.7982732857,-0.09780712650000001,0.422601483
ytf__delydcI_ph8__1,-0.9376635059,0.18946144450000002,0.363195763
ytf__delydcI_ph8__2,-1.4163433827,0.26592969250000004,0.30711134300000004
ytf__delyddM__1,-0.6342296093,0.025671054500000002,0.8218948030000001
ytf__delyddM__2,-0.9284913648,0.0996268015,0.832054603
ytf__delyheO__1,1.5133054495,1.3373016645,0.596168643
ytf__delyheO__2,1.071977385,1.5536249305,0.633656513
fps__bw_glc__1,-1.9847593021,0.1932184535,0.23073483300000003
fps__bw_glc__2,-1.8847553828999999,0.2979038645,0.160408733
fps__fps_thrA_ale1__1,-1.8067559597,0.0168669095,0.33273120300000003
fps__fps_thrA_ale1__2,-1.8606017052000001,0.0008868355,0.351625083
fps__fps_thrA_ale2__1,-2.0331278181,0.0787729005,0.22966762300000002
fps__fps_thrA_ale2__2,-1.7524912955,0.18107818150000002,0.288967533
fps__fps_serB_ale1__1,-2.4690172509,0.3117199135,0.263027813
fps__fps_serB_ale1__2,-2.7295296458,0.1480392355,0.38965776300000005
fps__fps_serB_ale4__1,-2.6238092826,-0.1667357405,0.20591431300000002
fps__fps_serB_ale4__2,-2.4196188654,-0.23236713350000002,0.360213693
fps__fps_ptsI_ale1__1,0.1393742138,1.4062916715,0.045779202000000005
fps__fps_ptsI_ale1__2,0.09159913410000001,1.4815408665,0.144864783
fps__fps_ptsI_ale3__1,-0.7563517047,1.2023566335,0.252590313
fps__fps_ptsI_ale3__2,-0.5729300067,1.2286621935,0.223236343
pal__lyx_ale2_f6__1,5.9026519982,1.7674155865,0.33342218300000004
pal__lyx_ale2__1,4.600060464,1.8277528625000001,0.264908103
pal__lyx_ale2__2,5.2619854432,1.8889252404999999,0.307141653
pal__lyx_ale4__1,3.6194194353,1.2471500385,-0.057655873
pal__lyx_ale4__2,3.8898558934,1.0431530825,-0.070605865
pal__5drib_ale10_f18__1,6.3420132574,2.1956324775000002,-0.069139537
pal__5drib_ale10_f18__2,5.8983318606,1.9801006195,-0.022394787000000003
pal__5drib_ale10__1,6.6885414441,1.9291285685,0.401836273
pal__arab_ale14_f9__1,0.7396552569,1.0179348605,0.24554710300000002
pal__arab_ale14_f9__2,-0.12948583830000002,0.9398231565,0.412722073
pal__arab_ale14__1,8.2866978989,2.2945926145,0.376783933
pal__arab_ale14__2,8.2778234202,2.3209607625,0.375609213
pal__arab_ale16__1,15.2073419908,2.6271186525,0.029854537
pal__arab_ale16__2,14.5543663087,2.4774278545,0.109766425
pal__tartr_ale26_f10__1,7.4511321864,1.7952571865,0.311947293
pal__tartr_ale26_f10__2,7.1124993007,1.8941369495,0.19927317300000003
pal__tartr_ale26__1,5.8476522840000005,1.8093610775000002,0.385079333
pal__tartr_ale26__2,5.9764796388,1.7964715395000002,0.334463263
pal__tartr_ale28_f10__1,6.9116859908,2.0176029035,-0.0037122770000000004
pal__tartr_ale28_f10__2,6.2375447933,1.7561730905,-0.098690551
pal__tartr_ale28__1,2.8546493565,1.6384989625,0.272968543
pal__tartr_ale28__2,2.1048412902,1.4011823485,0.268494893
efeU__delmenFentC_citr__1,-0.3901268228,0.3320040875,0.422197943
efeU__delmenFentC_citr__2,-0.5026511511,0.4640217445,0.567725263
efeU__delmenFentC__1,-0.9008781587,0.1281010275,0.6961985230000001
efeU__delmenFentC__2,-0.9912509979,0.047975116500000005,0.736210653
efeU__menFentC_ale39__1,1.8915825554999999,0.9772585895,0.5420487930000001
efeU__menFentC_ale39__2,1.5872377106000002,0.6931361035,0.5730386230000001
efeU__menFentC_ale29__1,0.7647888185,0.2824310105,0.911502773
efeU__menFentC_ale29__2,0.7099427766,0.22074983950000002,0.943276293
efeU__menFentC_ale30__1,0.026503855000000003,0.3020982935,0.106685208
efeU__menFentC_ale30__2,-0.5621256010000001,0.3129541005,0.063971556
efeU__menFentCubiC_ale36__1,-0.4809731242,0.20369749750000002,0.821857583
efeU__menFentCubiC_ale36__2,-0.4345406592,0.1123004325,0.648169773
efeU__menFentCubiC_ale37__1,-0.7230214079,0.3194543515,0.843077653
efeU__menFentCubiC_ale37__2,-0.7222286414,0.2330998015,0.8884085730000001
efeU__menFentCubiC_ale38__1,-1.1664831545,0.0468533635,0.348438943
efeU__menFentCubiC_ale38__2,-0.7055821078000001,0.1471210585,0.309908293
misc2__salc_glc__1,0.5662106864,0.6919272955,-0.030941686000000003
misc2__salc_glc__2,1.323719743,0.5271889805000001,-0.041858422
misc2__dbcn_glc__1,-0.6123293085,-0.9834803555,-0.41418928400000005
misc2__dbcn_glc__2,-0.48460406300000003,-0.8269726345,-0.322180379
misc2__tyr_glc__1,0.1602438069,-0.0425677465,0.482338413
misc2__tyr_glc__2,-0.2291617532,-0.0646232395,0.519726133
misc2__arg_cytd__1,-1.260090739,-0.2194882095,0.10509646700000001
misc2__arg_cytd__2,-1.1806845037,-0.0676701155,0.09710128400000001
misc2__delyheO_pyr__1,1.7189933544,1.1261198045,1.000412783
misc2__delyheO_pyr__2,1.2528092475000001,1.0857543635,1.013481493
nquinone__delubiC__1,-1.0320362293,-0.025519746500000003,0.44647993300000005
nquinone__delubiC__2,-1.5540650838999999,0.0520109995,0.618285233
nquinone__ubiC_ale1__1,-0.16912411200000002,0.1189345265,0.46214110300000005
nquinone__ubiC_ale1__2,-1.3219068004,0.0156667975,0.518639853
nquinone__ubiC_ale2__1,-0.5495710245000001,0.1918191645,0.47472340300000004
nquinone__ubiC_ale2__2,-0.8136211184000001,0.0828040185,0.429799533
nquinone__ubiC_ale3__1,-1.0740906373,-0.6041820895000001,0.026469302
nquinone__ubiC_ale3__2,-1.1137255686,-0.5963581945,0.09906102300000001
nquinone__ubiC_ale4__1,-1.0537629849,0.1505361505,0.49321258300000004
nquinone__ubiC_ale4__2,-0.8548528771,0.2150588695,0.508607923
nquinone__delpdhR__1,-0.2288387778,-0.34733175050000004,0.38566819300000005
nquinone__delpdhR__2,0.09211693600000001,-0.4096675965,0.362990173
quinone__glu_ale4__1,-0.44017748090000003,-0.4704500475,0.36842613300000004
quinone__glu_ale4__2,0.08924617280000001,0.3255885845,0.736125773
quinone__delmenF__1,-1.3587892805,-0.0961821645,0.553279673
quinone__delmenF__2,-0.7933572963000001,0.3141452395,0.42430167300000005
quinone__menF_ale5__1,0.5324928413000001,0.6504225865000001,0.904530523
quinone__menF_ale5__2,-0.0698748939,0.7588333125000001,0.929254393
quinone__menF_ale6__1,0.24427118320000002,0.7536758435,0.9289372330000001
quinone__menF_ale6__2,0.2105399087,0.6942121095,0.9358953230000001
quinone__menF_ale7__1,1.5295441792,1.1671821005,0.8647486830000001
quinone__menF_ale7__2,1.350894341,1.2582594325,0.829767083
quinone__menF_ale8__1,0.7564321255,0.6883824725000001,1.000233243
quinone__menF_ale8__2,1.016055539,0.3664857425,0.9954071830000001
quinone__delmenFubiC__1,-1.0712945631,-0.0733034125,0.503242803
quinone__delmenFubiC__2,-0.5768114482000001,0.0183670275,0.5733612730000001
quinone__menFubiC_ale1__1,0.1185463232,-0.3002083075,0.688985203
quinone__menFubiC_ale1__2,0.34475792590000004,-0.4773156375,0.689163233
quinone__menFubiC_ale2__1,-0.5757369634,-0.3289077995,0.566404903
quinone__menFubiC_ale2__2,-0.29072441600000004,-0.5411758345000001,0.587592463
quinone__menFubiC_ale3__1,0.0741755457,-0.0967738585,0.10847917900000001
quinone__menFubiC_ale3__2,0.1167335832,-0.2016807515,0.14360144
quinone__menFubiC_ale4__1,0.6700167204,0.9879547995,1.042582673
quinone__menFubiC_ale4__2,1.4542239762,0.7432885075,1.027989663
oxyR__wt_glc__1,-0.23852447100000002,-0.0420426155,0.09382866100000001
oxyR__wt_glc__2,-0.4386086663,-0.2730109155,0.13043923
oxyR__wt_h2o2__1,-0.3652224222,-0.0318168265,0.057576022000000004
oxyR__wt_h2o2__2,-0.07800029210000001,0.11636711350000001,0.46187418300000005
oxyR__glu_ale4__1,-0.4617450059,0.1466871565,0.7723290730000001
oxyR__glu_ale4__2,-0.6751765646,-0.0524452315,0.495795953
oxyR__glu_ale4_h2o2__1,-0.24653710380000002,0.1499084575,0.621328373
oxyR__glu_ale4_h2o2__2,-0.3493823173,0.0897266735,0.486348433
oxyR__oxyR_ale17__1,-0.6108025491,0.3778524605,0.13801763
oxyR__oxyR_ale17__2,-0.7479745638,0.3435914225,0.15520324300000002
oxyR__oxyR_ale17_h2o2__1,-0.5629680855,0.5609805085,0.211227453
oxyR__oxyR_ale17_h2o2__2,-0.8448267231000001,0.37393984150000004,0.156206473
oxyR__oxyR_ale18__1,-0.3615695048,-0.1232125785,-0.23326590800000002
oxyR__oxyR_ale18__2,-0.36209285090000004,-0.18828574850000002,-0.08594182800000001
oxyR__oxyR_ale18_h2o2__1,0.1508191176,-0.0508294545,0.027939159
oxyR__oxyR_ale18_h2o2__2,-0.6441718421,-0.1900035995,0.095125363
oxyR__oxyR_ale19__1,-0.5253173762000001,0.1779265665,-0.186683067
oxyR__oxyR_ale19__2,-0.7397621053,-0.0040416125,-0.08065952300000001
oxyR__oxyR_ale19_h2o2__1,-0.8257231867,-0.11454438950000001,-0.32169368600000003
oxyR__oxyR_ale19_h2o2__2,-0.408383898,-0.0668785555,-0.22926116100000002
oxyR__oxyR_ale20__1,-0.6742416727,-0.0524562555,-0.29073972200000003
oxyR__oxyR_ale20__2,-0.9826521258,0.0142884315,-0.328630297
oxyR__oxyR_ale20_h2o2__1,-0.9073871252,0.1513850695,-0.103214605
oxyR__oxyR_ale20_h2o2__2,-0.7985589505,0.2095716105,-0.05797147800000001
svns_pgi__BmePgi24_15__1,-0.34479140610000003,0.46274393350000004,0.20789728300000002
svns_pgi__BmePgi24_15__2,-0.8373175893,0.4456037095,0.288214413
svns_pgi__BmePgi24_26__1,-0.7887788764,0.5141217495,0.16856253300000001
svns_pgi__BmePgi24_26__2,-0.9497408547,0.5526984315,0.144982372
svns_pgi__BmePgi24_41__1,0.482078826,0.39444029750000004,0.495849313
svns_pgi__BmePgi24_41__2,0.1555280028,0.5426581215,0.08223337900000001
svns_pgi__BmePgi24_52__1,-0.30922623450000003,0.4166634435,0.260077643
svns_pgi__BmePgi24_52__2,-0.5116004014000001,0.3662758115,0.110092349
svns_pgi__PaePgi2_34__1,-0.0722356819,0.7397199615000001,0.946417433
svns_pgi__PaePgi2_34__2,-0.24771090070000001,0.8464107695,0.980365153
svns_pgi__PaePgi2_63__1,0.2089569389,0.8798397905,0.9986914830000001
svns_pgi__PaePgi2_63__2,-0.2472367547,1.0495266665,0.9749593430000001
svns_pgi__PaePgi24_54__1,-0.7943256187000001,0.8595104465000001,0.830338573
svns_pgi__PaePgi24_54__2,-0.5848523155,0.9613377045,0.926503413
svns_pgi__PaePgi24_90__1,-0.8101055455,0.8310445945,0.8096897230000001
svns_pgi__PaePgi24_90__2,-1.0049048282,1.1945990355,0.9991721830000001
abx_media__m9_ctrl__1,-0.2896198802,-1.2520418745,-0.219087253
abx_media__m9_ctrl__2,-0.6233804939,-1.1398338725000001,0.06872793
abx_media__rpmi_ctrl__1,-0.8179890237,-2.3097881555,0.181883243
abx_media__rpmi_ctrl__2,-1.1680731059,-2.5020894925,0.46045822300000006
abx_media__camhb_ctrl__1,-0.7653467211,-3.5861488515,-1.466715649
abx_media__camhb_ctrl__2,-0.6729965173,-3.5771958745,-1.564214307
abx_media__m9_mero__1,-0.1389415941,-1.9389034055,0.10006032100000001
abx_media__m9_mero__2,0.0868157189,-1.9930356795000002,-0.24440689100000001
abx_media__rpmi_mero__1,-0.7507983151000001,-2.7335180064999998,-0.15585906600000002
abx_media__rpmi_mero__2,-0.9286034905,-2.6254504145,0.12222331400000001
abx_media__camhb_mero__1,0.5253496077,-4.6668666265,-2.568928611
abx_media__camhb_mero__2,0.1760172721,-4.0462917495,-2.37205329
abx_media__m9_trisulf__1,-1.3467208027,-1.8207039305000001,-0.13952741600000002
abx_media__m9_trisulf__2,-1.1129458529,-2.0477272415,-0.121563182
abx_media__rpmi_trisulf__1,-0.5652629774,-3.1699089735,-1.138543574
abx_media__rpmi_trisulf__2,-0.21943392180000001,-3.1668327705,-1.125744815
abx_media__camhb_trisulf__1,-0.6982897313,-3.8132492565,-0.616348749
abx_media__camhb_trisulf__2,-0.1700285367,-3.5975777975,-0.651084973
abx_media__m9_cef__1,-0.6850440368,-1.8111186815,-0.424559634
abx_media__m9_cef__2,-0.7647608558000001,-2.3291942755,-0.35219075800000005
abx_media__rpmi_cef__1,0.4996468949,-2.5052256005,0.17718560300000002
abx_media__rpmi_cef__2,0.5585408062,-2.9672708135,0.253641923
abx_media__camhb_cef__1,-0.37060941550000004,-3.3420356865,-0.8382274850000001
abx_media__camhb_cef__2,-0.9097697823,-3.0113097145,-0.903455694
abx_media__m9_cipro__1,0.8413051059000001,-1.5385214715000002,-0.296102011
abx_media__m9_cipro__2,0.3286208449,-1.6694463325000002,-0.23094071100000002
abx_media__rpmi_cipro__1,0.2597107791,-3.2896911185,-0.708797459
abx_media__rpmi_cipro__2,0.1358058651,-3.0261685875,-0.968107711
abx_media__camhb_cipro__1,-0.1357935992,-4.2394617405,-1.356589447
abx_media__camhb_cipro__2,0.40735216430000004,-3.9233285265,-1.123683673
hot_tale__42c_ale3_30c__1,-2.4366775137,-0.9373215125000001,0.062207968
hot_tale__42c_ale3_30c__2,-1.5421066339,-0.8653815505,0.01735881
hot_tale__42c_ale3_37c__1,-1.5386061409,-0.1666293265,0.43556652300000004
hot_tale__42c_ale3_37c__2,-1.3875654444,0.009964038500000001,0.40063680300000004
hot_tale__42c_ale3_44c__1,1.2511202217,2.1208220455,0.37188534300000003
hot_tale__42c_ale3_44c__2,1.2944610416,2.2410487445,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,-1.1358298513,-0.7482007705,0.739618883
hot_tale__hot_ale3_mid_30c__2,-0.9371055354000001,-0.6078015145,0.562500333
hot_tale__hot_ale3_mid_37c__1,-0.9959651304,-0.23197492150000001,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,-1.0073902629,0.2198232465,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,0.2887517323,1.3228375995000001,-0.071245341
hot_tale__hot_ale3_mid_44c__2,0.9757614276000001,1.7664025795,-0.002275453
hot_tale__hot_ale3_30c__1,-1.4503081676,-0.8002160005000001,0.515020333
hot_tale__hot_ale3_30c__2,-1.7873754244,-0.5830042755,0.5286701730000001
hot_tale__hot_ale3_37c__1,-1.1073391642,0.4183197265,0.349377103
hot_tale__hot_ale3_37c__2,-1.027162695,0.23064306950000002,0.396319383
hot_tale__hot_ale3_44c__1,0.8030008289,2.0464749205,0.286434483
hot_tale__hot_ale3_44c__2,0.38935529080000003,1.6415968855,0.302318703
hot_tale__hot_ale4_30c__1,-2.0046175077,-1.1279609035,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-2.2567520168,-0.9230400505,0.027680622000000002
hot_tale__hot_ale4_37c__1,-1.71021088,0.0315772205,-0.154360834
hot_tale__hot_ale4_37c__2,-1.1485183636,0.1721207695,-0.04945323
hot_tale__hot_ale4_44c__1,0.1257573684,1.6179872524999999,0.164713793
hot_tale__hot_ale4_44c__2,-0.0194558373,1.9061199604999999,0.075804102
hot_tale__hot_ale8_30c__1,-0.8108012129000001,-0.8933553695,-0.056768665
hot_tale__hot_ale8_30c__2,-1.8886119994000001,-0.8932016055,-0.10699186200000001
hot_tale__hot_ale8_37c__1,-0.7222219195,0.3178427755,-0.007091699000000001
hot_tale__hot_ale8_37c__2,-1.0276513022,0.19544881050000001,-0.044047578000000004
hot_tale__hot_ale8_44c__1,1.4053395648,2.2572617935,0.07381628
hot_tale__hot_ale8_44c__2,1.4684122208,2.0042798665,0.140506256
