,A,Cra,Crp
nac_ntrc__wt_cytd__1,-0.1041573244,-0.0824133625,-0.043119613
nac_ntrc__wt_cytd__2,0.0372779268,-0.1677115365,-0.07348926
nac_ntrc__wt_gln__1,-0.0655043971,0.0801267355,0.16383650300000002
nac_ntrc__wt_gln__2,0.0076146143,0.0043702345,0.11651884600000001
nac_ntrc__bw_delnac_csn__1,1.145882211,-0.3579043765,0.16921202300000002
nac_ntrc__bw_delnac_csn__2,0.9145717934,-0.1233860915,0.03216219
nac_ntrc__bw_delnac_cytd__1,0.38411723130000003,-0.18457792450000002,0.29367586300000004
nac_ntrc__bw_delnac_cytd__2,0.3550131456,-0.21771202550000002,0.22863865300000003
nac_ntrc__bw_delnac_gln__1,0.011567556000000001,-0.058414558500000005,0.505105143
nac_ntrc__bw_delnac_gln__2,0.8593652033,0.0276207205,0.563775123
nac_ntrc__bw_delnac_nh4__1,0.3900785215,-0.1843641365,0.339165103
nac_ntrc__bw_delnac_nh4__2,-0.2802181841,-0.2454034005,0.360235063
misc__wt_no_te__1,0.8826153290000001,-0.46721748750000003,0.32216916300000004
misc__wt_no_te__2,0.17941944310000002,-0.2667226935,0.315987593
misc__bw_delcbl__1,-0.3621520346,-0.2915494965,0.30577407300000004
misc__bw_delcbl__2,-0.5154099629000001,-0.28677707750000003,0.322569413
misc__bw_delfabr__1,-0.0428205352,-0.2201390145,0.194465293
misc__bw_delfabr__2,-0.1404609345,-0.3216772765,0.13385438500000002
misc__bw_delfadr__1,-0.4921735989,-0.2075440335,0.325118883
misc__bw_delfadr__2,-0.573529971,-0.1982028295,0.343466333
misc__nitr_031__1,-0.4629569844,-0.2527009105,0.215598863
omics__wt_glu__1,-0.2361236327,0.2896546635,0.348125933
omics__wt_glu__2,-0.4534331646,0.1785036485,0.319898823
omics__wt_gly__1,-0.36409575580000003,0.0584354255,0.31218181300000003
omics__wt_gly__2,-0.7806705115,0.08485717250000001,0.348980073
omics__wt_thr__1,0.6216688843,0.6122284505000001,0.883560683
omics__wt_thr__2,0.6772507222,0.6146578485,1.1275514229999999
omics__bw_ac__1,-0.9834409058,0.8817667035000001,0.46435899300000005
omics__bw_ac__2,-1.2247520686,0.8924773015,0.46188222300000004
omics__bw_fum__1,-1.3630583767,0.5877983865,0.44664785300000004
omics__bw_fum__2,-1.082223426,0.5226877135,0.49525865300000005
omics__bw_glc__1,0.5429791342,0.0273994885,0.319951353
omics__bw_glc__2,0.4783287607,0.0728779705,0.360933593
omics__bw_pyr__1,-2.3353224532,0.4805777875,0.8061810030000001
omics__bw_pyr__2,-1.4284215876,0.5675752305,0.764467493
ompr__wt_nacl__1,0.8455558795,-1.5929679745,-0.686581477
ompr__wt_nacl__2,0.8906493184000001,-1.7497737265,-0.620927
ompr__bw_delompr_nacl__1,-0.8763364929,-1.7213951165,-1.046248202
ompr__bw_delompr_nacl__2,-0.6772414134,-1.8707998295000001,-1.071490687
minspan__wt_ade__1,-0.4166188852,-0.4489845905,-0.09169608400000001
minspan__wt_glc__1,0.6397504454,-0.2207924055,-0.171476714
minspan__wt_glc__2,0.4203587984,-0.1532301705,-0.216511799
minspan__wt_glc__3,0.26447717860000003,-0.1654427225,-0.237794143
minspan__wt_glc_anaero__1,-0.3270969325,0.7999081985000001,0.097308024
minspan__wt_glc_anaero__2,-1.088954052,1.1722754415,0.0007891440000000001
minspan__wt_trp__1,2.7957370952,0.4102215775,0.37930993300000004
minspan__bw_delcra_glc__1,1.4692207327,-6.3602353955,0.207746483
minspan__bw_delcra_trp__1,1.4532140297,-4.7930176055,0.245706203
minspan__bw_delmntr__1,1.7937295670000002,0.5425909545000001,0.395080543
minspan__bw_delnac_ade__1,1.6365939194,-0.7930149015,0.005806082000000001
minspan__bw_delnac_glc__1,-0.0393284158,-0.0986223765,0.19238992300000002
cra_crp__wt_ac__1,-1.908187858,0.9012172285000001,0.7848307330000001
cra_crp__wt_ac__2,-1.7468202579,1.1057735505,0.774460393
cra_crp__wt_fru__1,-0.7581008574,0.7123657575,0.31349375300000004
cra_crp__wt_fru__2,-0.7273139609,0.47676490250000003,0.373244063
cra_crp__delcra_ac__1,0.1811136592,-7.2746930645,0.205353913
cra_crp__delcra_ac__2,-0.0512102155,-7.2746930645,0.159225273
cra_crp__delcra_fru__1,-0.8479068757,-7.2746930645,0.12650519300000002
cra_crp__delcra_fru__2,-0.9239329357,-7.2746930645,0.163147493
cra_crp__delcra_glc__1,0.0382829318,-7.2746930645,0.046791002000000005
cra_crp__delcra_glc__2,0.19757688810000001,-7.2746930645,-0.014761104
rpoB__wt_031__1,0.7741949805,0.7803328845,0.271760703
rpoB__wt_044__1,0.0821726899,0.10390239150000001,0.20485867300000002
rpoB__wt_lb__1,-0.42725622360000004,0.5522476165,0.24727295300000002
rpoB__wt_lb__2,-0.502117791,0.5466030005,0.204154523
rpoB__rpoBE546V_031__1,0.31206022780000003,0.5672867075,0.45717146300000006
rpoB__rpoBE546V_044__1,0.4765441185,0.5335004895000001,0.376256283
rpoB__rpoBE546V_lb__1,-1.4254941172,0.6674809845,0.11748048200000001
rpoB__rpoBE546V_lb__2,-1.3159000087,0.5745490675,0.125422963
rpoB__rpoBE546V_glc__1,-0.8279527309,0.1860434845,-0.004082425000000001
rpoB__rpoBE672K_glc__1,0.5244648497000001,-0.0267189575,-0.66628918
rpoB__rpoBE672K_glc__2,0.3871447273,-0.0257166055,-0.570898456
rpoB__rpoBE672K_lb__1,-1.8800596543,-0.6128218315,-0.228845183
rpoB__rpoBE672K_lb__2,-2.0585175256,-0.5361180115,-0.18410035800000002
crp__wt_fru__1,0.0651525919,0.2989213585,-0.134837475
crp__wt_glyc__1,-0.862398635,0.4175891165,-0.06971342200000001
crp__wt_glyc__2,-0.5346570824,0.48395879950000004,0.000271048
crp__delar1_glyc__1,0.6080893251,-0.47260369550000003,0.768482663
crp__delar1_glyc__2,0.8798127164,-0.1598414535,0.980974663
crp__delar1ar2_glyc__1,-1.1364905619,0.0721372145,0.29165508300000004
crp__delar1ar2_glyc__2,-1.0825261202,0.09626005650000001,0.25672264300000003
crp__delar1ar2_glyc__3,-1.3760014726,0.1420857595,0.37124749300000004
crp__delar2_glyc__1,-0.6857826171,1.5884455014999999,1.429825303
crp__delar2_glyc__2,-0.841585479,1.5380338865,1.300445483
crp__delar2_glyc__3,-0.9759458483000001,1.7052313895,1.236903523
crp__delcrp_fru__1,-0.3962673748,-0.1714309155,-9.852476477
crp__delcrp_fru__2,-0.45213973,-0.1182234695,-9.107951936
crp__delcrp_fru__3,-0.1385257989,-0.0551217295,-9.852476477
crp__delcrp_glc__1,-0.1586028305,0.07036556050000001,-9.025871704
crp__delcrp_glc__2,-0.0280511531,-0.0425951975,-9.566616581
crp__delcrp_glc__3,-0.1017961538,-0.042914679500000004,-9.852476477
crp__delcrp_glyc__1,0.1765274876,-0.3392304345,-9.852476477
crp__delcrp_glyc__2,0.4005226146,-0.3827568625,-9.852476477
crp__delcrp_glyc__3,0.43895488530000004,-0.42265333850000003,-9.852476477
glu__glu_ale3__1,0.5406033751,-0.7402779055,1.438555163
glu__glu_ale4__1,1.0713193498,-0.3293785065,0.12370463300000001
glu__glu_ale5__1,-0.3499078229,0.0947587235,0.23737495300000003
glu__glu_ale6__1,0.4331191247,-0.4482474515,-0.266972174
glu__glu_ale8__1,2.5379487061,-0.4052344865,1.5517659030000002
glu__glu_ale9__1,0.7410246315,-0.5522943725,0.736260553
glu__glu_ale10__1,1.0651652466,-0.8425052495,1.248499963
42c__wt_42c__1,0.0259297093,-0.0454717345,-0.022893763
42c__42c_ale1__1,3.9833722328,0.5311776705,0.578078713
42c__42c_ale2__1,0.9710379248000001,-0.7342239275,-0.001157444
42c__42c_ale3__1,0.12441921800000001,0.1280321895,-0.163650862
42c__42c_ale4__1,2.3029562229,-1.0645376205,0.18829674300000002
42c__42c_ale5__1,-0.0858297061,-0.5135051465,-0.255090408
42c__42c_ale6__1,3.0410776801,0.21068480650000002,0.584709813
42c__42c_ale8__1,2.4295120092999998,-0.6217082495,0.898060053
42c__42c_ale9__1,0.807315548,-0.3956042765,0.234450913
42c__42c_ale10__1,2.3860233115,-0.6379388755000001,0.5824345430000001
ssw__wt_ac__1,-0.033258443900000004,-0.2413961185,0.155824183
ssw__wt_glc__1,-0.4661599066,0.1827105745,0.08995910700000001
ssw__wt_glyc__1,0.0741336046,1.1715215855,0.264629563
ssw__wt_xyl__1,0.0403541761,-0.3577239085,0.615108903
ssw__glc_ale1__1,-1.0540830958,0.2224382355,0.311997713
ssw__glc_ale2__1,1.3317052204,0.015246928500000001,0.5353218630000001
ssw__glc_ale3__1,2.2835218053,0.5553166585,0.445484003
ssw__glyc_ale1__1,0.28285004,0.4629098115,0.29887890300000003
ssw__glyc_ale2__1,2.4920697243,0.5725965515,0.302115623
ssw__xyl_ale1__1,-1.4797507589,0.0756614555,-0.214788422
ssw__xyl_ale2__1,-1.9303456381,-0.0253439305,0.026451149
ssw__xyl_ale3__1,-0.8727617003,-0.3214053655,-0.313835929
ssw__glc_ac_ac2__1,2.5155756798,0.2500812255,0.506935123
ssw__glc_ac_glc1__1,-1.3463473314,-0.5140878895000001,-0.42053636400000005
ssw__glc_glyc_glc__1,1.323483053,-0.7389535915000001,0.565682133
ssw__glc_glyc_glyc__1,-0.6326786456,-0.3282083195,0.307042493
ssw__glc_xyl_glc__1,0.7838612234,-0.48230233450000004,0.029020072
ssw__glc_xyl_xyl__1,-2.0222463061,-0.3761572855,-0.24384744700000002
ica__wt_glc__1,0.7531442183,-0.3288401735,-0.021205165
ica__wt_glc__2,0.7522439202000001,-0.2298459905,-0.013075078
ica__wt_glc__3,0.6399356803,-0.1335046945,0.093050269
ica__wt_glc__4,1.1802095782,-0.3478971115,0.39985849300000004
ica__arg_sbt__1,1.4797154743,-0.11815284250000001,0.172960833
ica__arg_sbt__2,1.1654988038,-0.0305277525,0.493173503
ica__cytd_rib__1,0.9844716881000001,0.47457973550000004,0.503238653
ica__cytd_rib__2,1.2731519319,0.36735209150000003,0.486485123
ica__gth__1,0.32253054540000003,-0.8516950065000001,-0.34473195700000003
ica__gth__2,-0.047260200100000004,-0.7889611225000001,-0.550939686
ica__leu_glcr__1,-0.48813024530000004,-0.5439973285,1.026079293
ica__leu_glcr__2,-0.2214529677,-0.42771834150000004,0.9645909530000001
ica__met_glc__1,0.8544941568000001,-0.5987970785,-0.0020434050000000003
ica__met_glc__2,0.9114774354,-0.5193976305,-0.06998529
ica__no3_anaero__1,1.512512659,-0.3146283825,0.166015523
ica__no3_anaero__2,1.2124896435,-0.3560574165,0.165936663
ica__phe_acgam__1,-0.4884460008,-0.1434673985,0.08710832
ica__phe_acgam__2,-0.5365585333,-0.0791374365,0.073714532
ica__thm_gal__1,-0.7764271623,0.22811886750000002,0.419092283
ica__thm_gal__2,-0.8527152895000001,0.2597582215,0.41257850300000004
ica__tyr_glcn__1,-1.2143843081,-0.2977201755,0.211699823
ica__tyr_glcn__2,-1.0669147749,-0.2693074865,0.24928939300000003
ica__ura_pyr__1,-0.1037512502,-0.25550746750000003,0.823666823
ica__ura_pyr__2,-0.24107400140000002,0.1375782835,1.104333543
ica__wt_glc__5,0.2889404586,0.040130148500000004,0.31050345300000004
ica__wt_glc__6,0.3276787467,0.0250361385,0.33765284300000004
ica__bw_delpurR_cytd__1,0.7127519756,0.0205400925,-0.141785767
ica__bw_delpurR_cytd__2,0.6477437378,-0.1574850455,0.255483463
ica__ade_glc__1,0.5513117098,-0.1759677155,0.27079068300000003
ica__ade_glc__2,1.1421236273,-0.0996171145,-0.10748262700000001
ytf__wt_glc__1,1.5590315658,-0.6737077895,0.340002173
ytf__wt_glc__2,1.147925907,-0.6055927765,0.487174103
ytf__delyafC__1,2.4464690311,0.13054956950000002,0.518280163
ytf__delyafC__2,2.4836656813999998,-0.0921015085,0.5586262230000001
ytf__delyeiE__1,0.3822926152,0.14207658950000002,0.452821843
ytf__delyeiE__2,-0.028769443000000002,0.0901582025,0.36938018300000003
ytf__delyiaJ__1,2.3929896367,-0.2099125755,0.49007886300000003
ytf__delyiaJ__2,2.2743113545,-0.4627617465,0.474334523
ytf__delyieP__1,1.5360974440000001,0.15975073850000002,0.830611623
ytf__delyieP__2,1.3843632228,0.0252895325,0.7498248230000001
ytf__wt_ph5__1,-0.0443763789,-0.2569162325,0.39857596300000003
ytf__wt_ph5__2,-0.31013055100000003,-0.2472585465,0.474739703
ytf__wt_ph8__1,0.14132353250000002,-0.46788135750000004,0.27564292300000004
ytf__wt_ph8__2,0.7295938377000001,-0.3931881025,0.268154863
ytf__delybaO__1,2.4025708176,0.3487492755,0.582376183
ytf__delybaO__2,2.0594529809,0.3502586885,0.636744023
ytf__delybaQ__1,0.5913964369,-0.1179309295,0.332940493
ytf__delybaQ__2,0.4584274633,-0.15625389750000002,0.32368551300000004
ytf__delybiH__1,1.6457485915999999,-1.0921259985,0.636331983
ytf__delybiH__2,1.5222961928,-0.7620028185000001,0.554671843
ytf__delydcI_ph5__1,0.2362247734,-0.1672907085,0.36809995300000004
ytf__delydcI_ph5__2,0.3916968836,-0.1853617155,0.422601483
ytf__delydcI_ph8__1,0.4311795773,-0.4265538595,0.363195763
ytf__delydcI_ph8__2,0.6668401473000001,-0.4108135465,0.30711134300000004
ytf__delyddM__1,0.3082288528,0.1275209545,0.8218948030000001
ytf__delyddM__2,0.44162843220000003,0.1606258955,0.832054603
ytf__delyheO__1,2.5904040226,0.2242853965,0.596168643
ytf__delyheO__2,2.2595648251,0.3255009585,0.633656513
fps__bw_glc__1,0.4606703988,-0.24882681750000002,0.23073483300000003
fps__bw_glc__2,0.7590467335000001,-0.2915858915,0.160408733
fps__fps_thrA_ale1__1,0.0824830981,-0.0612522275,0.33273120300000003
fps__fps_thrA_ale1__2,0.1220832761,-0.1153842045,0.351625083
fps__fps_thrA_ale2__1,0.1208605321,-0.1519660425,0.22966762300000002
fps__fps_thrA_ale2__2,-0.1127510646,-0.1983438985,0.288967533
fps__fps_serB_ale1__1,0.7849268489,0.0069847105000000005,0.263027813
fps__fps_serB_ale1__2,0.59721441,0.0829141155,0.38965776300000005
fps__fps_serB_ale4__1,0.1032701983,-0.3300999335,0.20591431300000002
fps__fps_serB_ale4__2,-0.2369949949,-0.2279361055,0.360213693
fps__fps_ptsI_ale1__1,-8.5369552349,-0.029749650500000002,0.045779202000000005
fps__fps_ptsI_ale1__2,-8.2353119467,0.1353121075,0.144864783
fps__fps_ptsI_ale3__1,-7.2712289737999996,0.1697747235,0.252590313
fps__fps_ptsI_ale3__2,-7.7412159287,0.1375632705,0.223236343
pal__lyx_ale2_f6__1,-0.2197964876,0.44014802150000004,0.33342218300000004
pal__lyx_ale2__1,-1.6252185528,0.4296669475,0.264908103
pal__lyx_ale2__2,-1.2690385875999999,0.5236768855,0.307141653
pal__lyx_ale4__1,-2.3649373006,0.1788567995,-0.057655873
pal__lyx_ale4__2,-1.9251689298999999,0.2502945185,-0.070605865
pal__5drib_ale10_f18__1,-2.6748876705,0.8401702095,-0.069139537
pal__5drib_ale10_f18__2,-3.0171869818,0.9115120555,-0.022394787000000003
pal__5drib_ale10__1,-1.1923043268,0.9093576335,0.401836273
pal__arab_ale14_f9__1,0.2392393885,-0.4265461505,0.24554710300000002
pal__arab_ale14_f9__2,0.0076164563,-0.35549306950000004,0.412722073
pal__arab_ale14__1,-2.2769959785,-0.2417858225,0.376783933
pal__arab_ale14__2,-1.8343772784999999,-0.2578451895,0.375609213
pal__arab_ale16__1,-1.9251972103,0.1964395635,0.029854537
pal__arab_ale16__2,-1.7719506282,0.0568622445,0.109766425
pal__tartr_ale26_f10__1,-0.33015311210000003,0.2225531285,0.311947293
pal__tartr_ale26_f10__2,0.4422608826,0.3151548185,0.19927317300000003
pal__tartr_ale26__1,-0.4067025544,0.2784140225,0.385079333
pal__tartr_ale26__2,-0.2501914122,0.3857143545,0.334463263
pal__tartr_ale28_f10__1,0.46248059560000004,-0.10273533850000001,-0.0037122770000000004
pal__tartr_ale28_f10__2,0.5432667336,-0.15649287150000002,-0.098690551
pal__tartr_ale28__1,-0.25314453870000003,-0.0567533215,0.272968543
pal__tartr_ale28__2,-0.3130695175,0.1348526165,0.268494893
efeU__delmenFentC_citr__1,1.3354165413,-0.4299608375,0.422197943
efeU__delmenFentC_citr__2,1.5669809585999999,-0.4640288495,0.567725263
efeU__delmenFentC__1,0.3231838754,-0.8467870275,0.6961985230000001
efeU__delmenFentC__2,0.0667226944,-0.7631983415,0.736210653
efeU__menFentC_ale39__1,2.3626131943,-0.2556837565,0.5420487930000001
efeU__menFentC_ale39__2,2.5642685853,-0.1915773315,0.5730386230000001
efeU__menFentC_ale29__1,2.3175568227,-0.039705712500000004,0.911502773
efeU__menFentC_ale29__2,2.4468217664000003,0.058085645500000005,0.943276293
efeU__menFentC_ale30__1,0.5343853388,0.1319201785,0.106685208
efeU__menFentC_ale30__2,0.1851496795,0.1403792365,0.063971556
efeU__menFentCubiC_ale36__1,-0.11238667070000001,0.13333991350000002,0.821857583
efeU__menFentCubiC_ale36__2,0.0901838264,0.0445382865,0.648169773
efeU__menFentCubiC_ale37__1,-0.5614306598000001,0.1334626515,0.843077653
efeU__menFentCubiC_ale37__2,-0.6586258906,0.1367576495,0.8884085730000001
efeU__menFentCubiC_ale38__1,0.2037487418,-0.2789833975,0.348438943
efeU__menFentCubiC_ale38__2,0.7737325853,-0.2123298265,0.309908293
misc2__salc_glc__1,0.46976480800000003,-0.36501655450000003,-0.030941686000000003
misc2__salc_glc__2,0.3787977865,-0.053028755500000004,-0.041858422
misc2__dbcn_glc__1,0.2915202892,-0.2567029305,-0.41418928400000005
misc2__dbcn_glc__2,-0.35998773230000003,-0.2695548895,-0.322180379
misc2__tyr_glc__1,0.0895321318,-0.2503051805,0.482338413
misc2__tyr_glc__2,0.28187544540000004,-0.2997001745,0.519726133
misc2__arg_cytd__1,-0.3917462231,-0.1083011905,0.10509646700000001
misc2__arg_cytd__2,-0.18131866030000002,-0.1827847635,0.09710128400000001
misc2__delyheO_pyr__1,-0.8503123636000001,0.4023999695,1.000412783
misc2__delyheO_pyr__2,-0.6926277597,0.27791473850000004,1.013481493
nquinone__delubiC__1,0.2656667821,-0.21470511750000001,0.44647993300000005
nquinone__delubiC__2,0.2012269254,-0.3306261005,0.618285233
nquinone__ubiC_ale1__1,0.0372944538,0.0790396755,0.46214110300000005
nquinone__ubiC_ale1__2,-0.19932071910000002,-0.0734280155,0.518639853
nquinone__ubiC_ale2__1,0.2734479701,0.0353346505,0.47472340300000004
nquinone__ubiC_ale2__2,0.528499955,-0.0018049525,0.429799533
nquinone__ubiC_ale3__1,-0.7799022687,-0.6794247415,0.026469302
nquinone__ubiC_ale3__2,-0.6014724849,-0.6278564055,0.09906102300000001
nquinone__ubiC_ale4__1,0.8842282412,-0.0891983695,0.49321258300000004
nquinone__ubiC_ale4__2,0.25689421360000003,-0.0803739825,0.508607923
nquinone__delpdhR__1,-0.1743457706,-0.2769369845,0.38566819300000005
nquinone__delpdhR__2,0.038130305100000005,-0.2938275845,0.362990173
quinone__glu_ale4__1,0.6964998551,-0.3001390625,0.36842613300000004
quinone__glu_ale4__2,2.2476535096,-0.4458674305,0.736125773
quinone__delmenF__1,0.7134846526,-0.3317039425,0.553279673
quinone__delmenF__2,0.4740596603,-0.2140393105,0.42430167300000005
quinone__menF_ale5__1,1.4936454827,-0.3731903915,0.904530523
quinone__menF_ale5__2,1.6178094832,-0.39414975150000003,0.929254393
quinone__menF_ale6__1,2.304097074,-0.3932079115,0.9289372330000001
quinone__menF_ale6__2,2.1556510088,-0.2942019615,0.9358953230000001
quinone__menF_ale7__1,3.5877374878,0.2206331685,0.8647486830000001
quinone__menF_ale7__2,3.2219877887,0.1118040455,0.829767083
quinone__menF_ale8__1,3.0106184659,-0.048174719500000004,1.000233243
quinone__menF_ale8__2,2.0185942204,-0.3402880525,0.9954071830000001
quinone__delmenFubiC__1,0.6943552361,-0.3092731875,0.503242803
quinone__delmenFubiC__2,0.3138336646,-0.17641565350000002,0.5733612730000001
quinone__menFubiC_ale1__1,3.7911609099,-0.06474065650000001,0.688985203
quinone__menFubiC_ale1__2,3.7018098455,-0.1520650225,0.689163233
quinone__menFubiC_ale2__1,3.2457878142,-0.2111487195,0.566404903
quinone__menFubiC_ale2__2,3.4300387128,-0.058635081500000005,0.587592463
quinone__menFubiC_ale3__1,0.3367310336,-0.0896427895,0.10847917900000001
quinone__menFubiC_ale3__2,0.35074873840000004,-0.0698728435,0.14360144
quinone__menFubiC_ale4__1,1.3761661592,-0.6007593125,1.042582673
quinone__menFubiC_ale4__2,1.4431970997,-0.5026456095,1.027989663
oxyR__wt_glc__1,-0.0150982327,-0.1736526655,0.09382866100000001
oxyR__wt_glc__2,-0.23570070010000002,-0.1066645425,0.13043923
oxyR__wt_h2o2__1,0.092903127,-0.1139529145,0.057576022000000004
oxyR__wt_h2o2__2,0.0819059125,0.0174592985,0.46187418300000005
oxyR__glu_ale4__1,0.26947659690000003,0.4358023165,0.7723290730000001
oxyR__glu_ale4__2,0.046136416300000004,0.1606344035,0.495795953
oxyR__glu_ale4_h2o2__1,0.2850583329,0.3501225765,0.621328373
oxyR__glu_ale4_h2o2__2,-0.10788570360000001,0.3245514705,0.486348433
oxyR__oxyR_ale17__1,0.5216518874,0.6820349205,0.13801763
oxyR__oxyR_ale17__2,0.6326917954,0.6488653885,0.15520324300000002
oxyR__oxyR_ale17_h2o2__1,0.7212131107,0.6121383695,0.211227453
oxyR__oxyR_ale17_h2o2__2,-0.3564113035,0.6900592575000001,0.156206473
oxyR__oxyR_ale18__1,0.4531346229,-0.2568402815,-0.23326590800000002
oxyR__oxyR_ale18__2,0.2555984208,-0.1528743355,-0.08594182800000001
oxyR__oxyR_ale18_h2o2__1,-0.1501788463,0.3295441655,0.027939159
oxyR__oxyR_ale18_h2o2__2,0.1451421787,0.39825510550000004,0.095125363
oxyR__oxyR_ale19__1,0.7499912486,-0.31673114350000003,-0.186683067
oxyR__oxyR_ale19__2,0.6887612416000001,0.0385580375,-0.08065952300000001
oxyR__oxyR_ale19_h2o2__1,0.47139154200000005,-0.34107716450000003,-0.32169368600000003
oxyR__oxyR_ale19_h2o2__2,0.4922721647,-0.2926749605,-0.22926116100000002
oxyR__oxyR_ale20__1,0.6718376441,0.3667620935,-0.29073972200000003
oxyR__oxyR_ale20__2,0.5624154106,0.2693497675,-0.328630297
oxyR__oxyR_ale20_h2o2__1,0.1956102877,0.3920265375,-0.103214605
oxyR__oxyR_ale20_h2o2__2,0.28996456400000004,0.37092413350000003,-0.05797147800000001
svns_pgi__BmePgi24_15__1,-0.1350341581,-0.1015453585,0.20789728300000002
svns_pgi__BmePgi24_15__2,-0.11227123400000001,-0.3156219655,0.288214413
svns_pgi__BmePgi24_26__1,-0.7800355076000001,-0.0694856845,0.16856253300000001
svns_pgi__BmePgi24_26__2,-0.4800411941,-0.0329812155,0.144982372
svns_pgi__BmePgi24_41__1,-1.1887690579,0.0900326495,0.495849313
svns_pgi__BmePgi24_41__2,-0.742533258,0.0908492365,0.08223337900000001
svns_pgi__BmePgi24_52__1,-0.4969670973,0.2280290295,0.260077643
svns_pgi__BmePgi24_52__2,-0.1946607861,0.045015701500000005,0.110092349
svns_pgi__PaePgi2_34__1,-0.7358957059,0.06744731250000001,0.946417433
svns_pgi__PaePgi2_34__2,-0.2706728587,0.0447984965,0.980365153
svns_pgi__PaePgi2_63__1,-1.1749069641,0.1602298815,0.9986914830000001
svns_pgi__PaePgi2_63__2,-1.2131710766000001,0.1413458675,0.9749593430000001
svns_pgi__PaePgi24_54__1,-1.2584466961,0.1241862345,0.830338573
svns_pgi__PaePgi24_54__2,-1.0727263067,0.1773132215,0.926503413
svns_pgi__PaePgi24_90__1,-1.0871312441,0.3188783845,0.8096897230000001
svns_pgi__PaePgi24_90__2,-0.9466732679000001,0.3431820045,0.9991721830000001
abx_media__m9_ctrl__1,-0.2483211286,-0.3554692465,-0.219087253
abx_media__m9_ctrl__2,-0.17728974150000001,-0.2348982135,0.06872793
abx_media__rpmi_ctrl__1,0.18303829770000002,-0.8119926805000001,0.181883243
abx_media__rpmi_ctrl__2,0.0301695452,-0.8293008375,0.46045822300000006
abx_media__camhb_ctrl__1,-2.4635444211,-1.3383975505,-1.466715649
abx_media__camhb_ctrl__2,-1.9535513130000002,-1.2419825195,-1.564214307
abx_media__m9_mero__1,-0.31158678430000003,-0.5594952585,0.10006032100000001
abx_media__m9_mero__2,-0.3526026889,-0.3955920685,-0.24440689100000001
abx_media__rpmi_mero__1,-0.323509237,-1.0346190905,-0.15585906600000002
abx_media__rpmi_mero__2,0.14116757970000002,-0.8550190215,0.12222331400000001
abx_media__camhb_mero__1,-3.0130911162,-1.9034436515,-2.568928611
abx_media__camhb_mero__2,-3.1925814167,-1.8338377315,-2.37205329
abx_media__m9_trisulf__1,0.2773700063,-0.4139257005,-0.13952741600000002
abx_media__m9_trisulf__2,-0.045767462700000004,-0.3658489225,-0.121563182
abx_media__rpmi_trisulf__1,-2.7290177609,-1.1970739355,-1.138543574
abx_media__rpmi_trisulf__2,-2.6005763388,-1.1370689815,-1.125744815
abx_media__camhb_trisulf__1,-4.3546663744,-1.0500158225,-0.616348749
abx_media__camhb_trisulf__2,-4.1311250988,-1.1212806755,-0.651084973
abx_media__m9_cef__1,-0.6747109997,-0.1439478705,-0.424559634
abx_media__m9_cef__2,-0.6224845599000001,-0.36378928450000003,-0.35219075800000005
abx_media__rpmi_cef__1,-2.0209899819,-0.9479018825000001,0.17718560300000002
abx_media__rpmi_cef__2,-2.1506649624,-0.8289428295,0.253641923
abx_media__camhb_cef__1,-3.5652700503,-0.9917317395,-0.8382274850000001
abx_media__camhb_cef__2,-3.7607987564,-1.0507998015,-0.903455694
abx_media__m9_cipro__1,0.2699727423,-0.5461974325,-0.296102011
abx_media__m9_cipro__2,0.37023952520000003,-0.6536082705,-0.23094071100000002
abx_media__rpmi_cipro__1,-2.7680009973,-1.2084995715,-0.708797459
abx_media__rpmi_cipro__2,-3.1754176538,-1.2680169395,-0.968107711
abx_media__camhb_cipro__1,-2.3599773781,-1.6057893564999999,-1.356589447
abx_media__camhb_cipro__2,-2.8854505236,-1.5622716605,-1.123683673
hot_tale__42c_ale3_30c__1,0.6792000169,-0.2280425985,0.062207968
hot_tale__42c_ale3_30c__2,0.9956587897,-0.4117478885,0.01735881
hot_tale__42c_ale3_37c__1,0.8611922112,-0.3369046925,0.43556652300000004
hot_tale__42c_ale3_37c__2,0.7379520874000001,-0.4763269895,0.40063680300000004
hot_tale__42c_ale3_44c__1,-0.0861633857,0.3283116975,0.37188534300000003
hot_tale__42c_ale3_44c__2,-0.8449042953,0.3002538615,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,-0.8660274895000001,0.1612692785,0.739618883
hot_tale__hot_ale3_mid_30c__2,-0.40812839030000003,0.0925173505,0.562500333
hot_tale__hot_ale3_mid_37c__1,-0.0115838886,-0.30707745950000004,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,0.5283021468,-0.0948710745,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,-0.09199976,0.1357722605,-0.071245341
hot_tale__hot_ale3_mid_44c__2,0.4008296012,0.2854650045,-0.002275453
hot_tale__hot_ale3_30c__1,-0.0168814779,0.0888244745,0.515020333
hot_tale__hot_ale3_30c__2,-0.3279331509,0.14737257750000002,0.5286701730000001
hot_tale__hot_ale3_37c__1,0.0217813974,-0.0341578565,0.349377103
hot_tale__hot_ale3_37c__2,-0.07404241090000001,0.1189017955,0.396319383
hot_tale__hot_ale3_44c__1,0.35627878830000004,-0.12267522950000001,0.286434483
