,A,hns
starve_series__t26_growth2__2,-5.7258944878,-1.4413575619
starve_series__t27_growth2__1,-4.2562077859,-0.9034258295
starve_series__t27_growth2__2,-4.5826260238,-0.8931717221000001
starve_series__t28_growth2__1,-4.7737540059,0.243063471
starve_series__t28_growth2__2,-4.6881200859,0.0430206501
time_course__lb_4hr__1,0.1056742462,-0.013692248300000001
time_course__lb_4hr__2,0.0914672302,0.0289615702
time_course__lb_4hr__3,-0.1971414765,-0.0152693219
time_course__lb_8hr__1,-7.3590744209,-1.7558910277000002
time_course__lb_8hr__2,-6.8186982576,-1.8101068135
time_course__lb_8hr__3,-6.9954595276,-1.8818279361
time_course__lb_24hr__1,-8.8316769495,-2.6749391487
time_course__lb_24hr__2,-8.0732909864,-2.4702574041
time_course__lb_24hr__3,-8.3287932142,-2.6249560472
time_course__lb_72hr__1,-2.1842713779,-3.5680641045
time_course__lb_72hr__2,-5.7182206301,-3.3701157128
time_course__lb_72hr__3,-5.5111192485,-3.3721921298
time_course__lb_144hr__1,-2.9484372162,-1.6240039516
time_course__lb_144hr__2,-4.5747453456,-2.2079998489
time_course__lb_144hr__3,-5.5696509513,-2.587217396
time_course__lb_192hr__1,-6.2143633549,-2.5318668578
time_course__lb_192hr__2,-4.7808917349,-1.8929038369
time_course__lb_192hr__3,-6.8014953094,-2.819785152
triclosan__wt__1,-0.19832884620000002,-0.2796981002
triclosan__wt__2,0.26931017420000003,0.0073243268
triclosan__wt__3,-0.07098132800000001,0.2723737734
triclosan__evo_amx_tcs__1,-6.9374060667,0.3660981941
triclosan__evo_amx_tcs__2,-9.0187540459,1.0892423496
triclosan__evo_amx_tcs__3,0.4483734763,0.6053930924
triclosan__evo_chl_tcs__1,-0.9698871313,0.05497837
triclosan__evo_chl_tcs__2,-1.2087730809,0.4357913479
triclosan__evo_chl_tcs__3,-0.6235782557,0.4831561394
triclosan__evo_tet_tcs__1,-5.1676536019,0.686681803
triclosan__evo_tet_tcs__2,-1.8551868818,0.6711238184
truHMM__48C_15m__1,-0.753816967,0.1246706251
truHMM__48C_15m__2,-0.2189840748,0.1167259551
truHMM__48C_15m__3,-2.6071012639,0.2611991924
truHMM__48C_30m__1,2.3209735912,0.766550442
truHMM__48C_30m__2,1.5674327998000002,0.7863018401
truHMM__48C_60m__1,5.0845909744,1.2202947823
truHMM__48C_60m__2,5.0937385881,1.2162892601
truHMM__phos_0h__1,0.0583556994,-0.016181757800000002
truHMM__phos_0h__2,-0.0583556994,0.016181757800000002
truHMM__phos_2h__1,-0.8946171310000001,0.6608799898000001
truHMM__phos_2h__2,-0.7395529482000001,0.6534631985
truHMM__phos_4h__1,-1.8639589786,-1.1036662618
truHMM__phos_4h__2,-2.6936526778000003,-1.002241111
truHMM__phos_4h__3,-3.0852826036,-2.6019324655
control__wt_glc__1,-0.4167975031,0.11716061
control__wt_glc__2,0.4167975031,-0.11716061
fur__wt_dpd__1,-6.515248756,-0.21220296
fur__wt_dpd__2,-6.5575869485,-0.15081341
fur__wt_fe__1,-1.4433054117,-0.56740864
fur__wt_fe__2,-1.4069863835,-0.57501992
fur__delfur_dpd__1,-5.4538328057,0.028218820000000002
fur__delfur_dpd__2,-4.7758348516,0.13773749
fur__delfur_fe2__1,-2.184877208,-0.38894031
fur__delfur_fe2__2,-2.1625692795,-0.41893693
acid__wt_ph5__1,-3.3326979267,-0.14121664
acid__wt_ph5__2,-3.828496363,-0.11730537
acid__delgadx_ph5__1,-3.6665028856,0.03221592
acid__delgadw_ph5__1,-3.1873163814,-0.05329888
acid__delgadw_ph5__2,-3.1808370313,-0.07889036
acid__delgade_ph5__1,-2.9788893915,-0.15523974000000001
acid__delgade_ph5__2,-3.4001645649,-0.13083348
oxidative__wt_pq__1,-6.76884636,0.48668311000000003
oxidative__wt_pq__2,-6.007807822,0.38230353
oxidative__deloxyr_pq__1,-4.6209663246,0.55926339
oxidative__deloxyr_pq__2,-4.1559213324,0.64062106
oxidative__delsoxr_pq__1,-6.4367918872,0.30159602
oxidative__delsoxr_pq__2,-7.4368724886,0.24839989999999998
oxidative__delsoxs_pq__1,-7.0828703937,0.32007261
oxidative__delsoxs_pq__2,-7.067097797,0.31466579
nac_ntrc__wt_csn__1,-4.1350426724,-0.14105018
nac_ntrc__wt_csn__2,-3.4280118021,-0.20188572
nac_ntrc__wt_cytd__1,-1.1281569259,0.01979154
nac_ntrc__wt_cytd__2,-1.2374124583000001,0.16168658
nac_ntrc__wt_gln__1,-3.7940137264000002,0.37983694
nac_ntrc__wt_gln__2,-4.502467289,0.41889962000000003
nac_ntrc__bw_delnac_csn__1,-3.9846003576,-0.72500221
nac_ntrc__bw_delnac_csn__2,-7.0020895708,-1.06691429
nac_ntrc__bw_delnac_cytd__1,-2.9331622101,-0.14804482
nac_ntrc__bw_delnac_cytd__2,-2.5197892726,-0.26308135
nac_ntrc__bw_delnac_gln__1,-5.2701767902,0.03699667
nac_ntrc__bw_delnac_gln__2,-4.6712464933,0.12667077000000002
nac_ntrc__bw_delnac_nh4__1,-0.5247162653,-0.24249227
nac_ntrc__bw_delnac_nh4__2,-0.39175949720000003,-0.26696523
misc__wt_no_te__1,-3.4074644263,0.18538134
misc__wt_no_te__2,-1.8648132532,0.04769501
misc__bw_delcbl__1,-0.7336075071,-0.25008186
misc__bw_delcbl__2,-1.0947160414,-0.22467193
misc__bw_delfabr__1,-0.8180132071,-0.42875787
misc__bw_delfabr__2,-0.7155553085,-0.44294003
misc__bw_delfadr__1,-0.8608004476000001,-0.24506315
misc__bw_delfadr__2,-0.9831074622,-0.18162453
misc__nitr_031__1,-5.0707863548,0.0755795
omics__wt_glu__1,0.9354199099,-0.34721862000000003
omics__wt_glu__2,1.3984430923,-0.19832874
omics__wt_gly__1,2.7219151487,-0.8712711200000001
omics__wt_gly__2,2.0349564471,-0.85417863
omics__wt_thr__1,0.3226229584,-0.44451516
omics__wt_thr__2,0.1292394697,-0.50677285
omics__bw_ac__1,-3.5472965863,0.07924673
omics__bw_ac__2,-3.5584814113,0.14440285
omics__bw_fum__1,-1.5120005894,0.52905826
omics__bw_fum__2,-1.5532770651,0.50611535
omics__bw_glc__1,-0.8165122095,0.34010188
omics__bw_glc__2,-0.9844662703,0.30898115
omics__bw_pyr__1,-1.8151472696000002,0.40122765
omics__bw_pyr__2,-2.6159522223,0.42220741
ompr__wt_nacl__1,-2.7727888252,0.24013622
ompr__wt_nacl__2,-2.506083444,0.09760655
ompr__bw_delompr_nacl__1,-1.13772794,-0.16485909
ompr__bw_delompr_nacl__2,-0.9084472213,-0.15346479
minspan__wt_ade__1,1.1303965316,0.31169691
minspan__wt_glc__1,-2.5530067587,-0.4047781
minspan__wt_glc__2,-2.4014604556,-0.42564953
minspan__wt_glc__3,-2.2126473413,-0.47148023
minspan__wt_glc_anaero__1,-3.3356562017,-0.011164199999999999
minspan__wt_glc_anaero__2,-4.2756685582,-0.36310159000000003
minspan__wt_trp__1,-3.247677956,-0.71765075
minspan__bw_delcra_glc__1,-2.7935106291,-0.34685613
minspan__bw_delcra_trp__1,-3.2352551998,-0.35391567
minspan__bw_delmntr__1,-1.5729818722000002,-0.9349272999999999
minspan__bw_delnac_ade__1,-1.4340971246,-0.64709315
minspan__bw_delnac_glc__1,-1.8762968653,0.01202467
cra_crp__wt_ac__1,-1.9810006235,0.04067145
cra_crp__wt_ac__2,-1.6415061598,-0.07536717
cra_crp__wt_fru__1,0.3956082856,0.03859801
cra_crp__wt_fru__2,0.23531316500000002,0.16989901000000002
cra_crp__delcra_ac__1,-2.1426236516,-0.5463671
cra_crp__delcra_ac__2,-1.8433762485,-0.60164381
cra_crp__delcra_fru__1,-3.0491001605,0.08214941
cra_crp__delcra_fru__2,-3.3155644346,0.0512861
cra_crp__delcra_glc__1,-0.8214597709,-0.21585034
cra_crp__delcra_glc__2,-1.5113107108000001,-0.17183222
rpoB__wt_031__1,-2.9166305878000003,-0.03265871
rpoB__wt_044__1,-1.5223196073,-0.28323202000000003
rpoB__wt_lb__1,-2.8697467965000003,0.31083477
rpoB__wt_lb__2,-1.7544705852,0.30948265
rpoB__rpoBE546V_031__1,-2.7317282288999998,0.18085242
rpoB__rpoBE546V_044__1,-2.8750107133,0.08944964
rpoB__rpoBE546V_lb__1,-1.5837225368999999,0.18659112
rpoB__rpoBE546V_lb__2,-0.6017137774,0.17551241
rpoB__rpoBE546V_glc__1,1.2712371064,-0.37339942
rpoB__rpoBE672K_glc__1,2.5567306303,-0.30097453
rpoB__rpoBE672K_glc__2,2.8276562511,-0.31629168
rpoB__rpoBE672K_lb__1,0.9685544761,-0.45813851
rpoB__rpoBE672K_lb__2,1.3519951166,-0.42975629
crp__wt_fru__1,-1.328705661,-0.03152985
crp__wt_glyc__1,-1.6318258028,-0.040884830000000004
crp__wt_glyc__2,-1.4422549055,-0.03488165
crp__delar1_glyc__1,-6.3639206786999996,0.34118742
crp__delar1_glyc__2,-5.6875274798,0.31353834
crp__delar1ar2_glyc__1,-3.8942831162,0.31966295
crp__delar1ar2_glyc__2,-4.3252885571,0.27001649
crp__delar1ar2_glyc__3,-4.0257816577,0.29785214
crp__delar2_glyc__1,-5.2338746347,0.69388617
crp__delar2_glyc__2,-6.0687865698,0.6681157600000001
crp__delar2_glyc__3,-5.7445960304,0.75800825
crp__delcrp_fru__1,-6.5427964888,-0.15127237
crp__delcrp_fru__2,-6.1290578552,-0.32019692
crp__delcrp_fru__3,-5.7518341783,-0.17097684
crp__delcrp_glc__1,-4.6880260249,-0.32083217
crp__delcrp_glc__2,-4.4565734673,-0.3134747
crp__delcrp_glc__3,-5.0414544346,-0.21876864000000001
crp__delcrp_glyc__1,-4.6355601608,0.02966842
crp__delcrp_glyc__2,-5.1497049209,0.02537553
crp__delcrp_glyc__3,-5.8726684293,0.04325833
glu__glu_ale3__1,-3.4329818113,1.3683247600000001
glu__glu_ale4__1,-1.7827924237000001,0.77320914
glu__glu_ale5__1,-0.338815971,-0.10871099999999999
glu__glu_ale6__1,-1.2869525447,0.65606547
glu__glu_ale8__1,-3.7887056562,1.92126842
glu__glu_ale9__1,-4.1202697029,1.12685818
glu__glu_ale10__1,-3.0755466013,0.12353771000000001
42c__wt_42c__1,0.18802899280000002,-0.67670802
42c__42c_ale1__1,-4.8283485901,-0.68423688
42c__42c_ale2__1,-2.3577520451,-0.10393026
42c__42c_ale3__1,0.36568958230000004,-0.38124682
42c__42c_ale4__1,-1.9271989002,0.01100023
42c__42c_ale5__1,-0.5482926095,-0.12419577
42c__42c_ale6__1,-6.0038493972,-1.13007257
42c__42c_ale8__1,-2.9327008684,0.012841430000000001
42c__42c_ale9__1,-3.6810871092,1.16128745
42c__42c_ale10__1,-1.258505633,0.21495588000000002
ssw__wt_ac__1,-4.0659407168,-0.40042136
ssw__wt_glc__1,-2.120293178,0.25344146
ssw__wt_glyc__1,-0.7481198406,-0.60755293
ssw__wt_xyl__1,-3.3446806331,0.28186954000000003
ssw__glc_ale1__1,-0.33466687900000003,0.22923629
ssw__glc_ale2__1,-1.7777698598,0.33127166
ssw__glc_ale3__1,-3.2263159017,0.4004929
ssw__glyc_ale1__1,-1.3671552921,0.13415038
ssw__glyc_ale2__1,-3.0906107277,0.2516189
ssw__xyl_ale1__1,-2.3855739743,-0.18116071
ssw__xyl_ale2__1,-1.8822281009,0.09598591000000001
ssw__xyl_ale3__1,-0.7926040721000001,0.12971208
ssw__glc_ac_ac2__1,-4.1101886217,0.01525645
ssw__glc_ac_glc1__1,-2.5270527372,0.06730452
ssw__glc_glyc_glc__1,-1.6265582564,0.13046633
ssw__glc_glyc_glyc__1,-2.3016131054,0.17749527
ssw__glc_xyl_glc__1,1.6188748988000001,-0.47130745
ssw__glc_xyl_xyl__1,0.6161400661,-0.31135607
ica__wt_glc__1,-0.49810787380000004,-0.08233707
ica__wt_glc__2,-0.5019724241,-0.07183076000000001
ica__wt_glc__3,-1.3680939526,-0.019951299999999998
ica__wt_glc__4,-1.155616251,0.21698171
ica__arg_sbt__1,-2.5250001774,0.11541416
ica__arg_sbt__2,-2.1364517633,0.21647351
ica__cytd_rib__1,-5.1106780415,0.81053766
ica__cytd_rib__2,-4.4356313433,0.9543906999999999
ica__gth__1,-6.5555456725,-1.22130921
ica__gth__2,-7.4009035704,-1.31632128
ica__leu_glcr__1,-2.3680977632,0.57166761
ica__leu_glcr__2,-2.3646598209,0.53828122
ica__met_glc__1,-0.7742073393000001,-0.045095090000000004
ica__met_glc__2,-0.2158092795,-0.11313505
ica__no3_anaero__1,-4.6492685258,0.05643903
ica__no3_anaero__2,-4.3899856225,0.09295959000000001
ica__phe_acgam__1,-0.3321231526,-0.29743363
ica__phe_acgam__2,0.1888739265,-0.30489725
ica__thm_gal__1,-4.4165392815,-0.17966607
ica__thm_gal__2,-4.2152736576,-0.27952053
ica__tyr_glcn__1,-0.3880595812,-0.0527758
ica__tyr_glcn__2,-0.3603290475,-0.01692324
ica__ura_pyr__1,-1.3787154744,0.34118301
ica__ura_pyr__2,-1.5945361383,0.21316321
ica__wt_glc__5,-0.022273956100000002,0.10117201
ica__wt_glc__6,-0.2617169683,0.10903987
ica__bw_delpurR_cytd__1,3.0817110078,-0.24890779000000002
ica__bw_delpurR_cytd__2,1.1238074550000001,0.27960287
ica__ade_glc__1,0.7528298892,0.22180329999999998
ica__ade_glc__2,3.0418310498,-0.23934728
ytf__wt_glc__1,-2.5839582789,0.01989655
ytf__wt_glc__2,-1.8364303408,0.09547226
ytf__delyafC__1,-3.4860917082,0.16531805
ytf__delyafC__2,-3.500705667,0.22712904
ytf__delyeiE__1,-0.9662696133,0.28680958
ytf__delyeiE__2,-0.7344884149,0.2889651
ytf__delyiaJ__1,-3.7920465429,0.1994165
ytf__delyiaJ__2,-3.4844399635,0.42849138000000003
ytf__delyieP__1,-1.7675015658,0.19385859
ytf__delyieP__2,-0.7456629365,0.30122833
ytf__wt_ph5__1,-3.4928054812,-0.04215271
ytf__wt_ph5__2,-3.2468185963,0.02936957
ytf__wt_ph8__1,-0.3338453494,0.02575863
ytf__wt_ph8__2,-0.682215148,0.03968198
ytf__delybaO__1,-3.6527151986,0.09406905
ytf__delybaO__2,-2.2133290247,0.07805088
ytf__delybaQ__1,0.5321536968,0.00406018
ytf__delybaQ__2,0.1041387641,0.05017509
ytf__delybiH__1,-3.2063996033,0.37663584
ytf__delybiH__2,-2.2798089984,0.39817674000000003
ytf__delydcI_ph5__1,-2.7686281753,-0.09853427000000001
ytf__delydcI_ph5__2,-2.6054578279,-0.02743988
ytf__delydcI_ph8__1,0.1040639416,0.15940042000000001
ytf__delydcI_ph8__2,-0.2224109438,0.03568397
ytf__delyddM__1,-1.8638887349000002,0.36379797
ytf__delyddM__2,-1.4694708447,0.30074286
ytf__delyheO__1,-3.6297644608,0.10183973
ytf__delyheO__2,-3.078401639,0.09501646
fps__bw_glc__1,0.043633524,0.11158181
fps__bw_glc__2,0.5315318556,-0.00186133
fps__fps_thrA_ale1__1,-0.8145015546000001,0.32387251
fps__fps_thrA_ale1__2,-0.7918618098,0.19151242000000002
fps__fps_thrA_ale2__1,-0.4689072403,0.08330283000000001
fps__fps_thrA_ale2__2,-0.5633355834,0.028688480000000002
fps__fps_serB_ale1__1,-1.293418635,-0.34505653000000003
fps__fps_serB_ale1__2,-1.6385475417,-0.16205876
fps__fps_serB_ale4__1,-2.8627578424,-0.65360257
fps__fps_serB_ale4__2,-3.3299046158,-0.58392917
fps__fps_ptsI_ale1__1,-2.5042303059,0.27096116
fps__fps_ptsI_ale1__2,-1.6563271777000002,0.30555157
fps__fps_ptsI_ale3__1,-0.7202061368,0.30606739
fps__fps_ptsI_ale3__2,-1.5430010493,0.2925336
pal__lyx_ale2_f6__1,-3.9841083597,0.19869952
pal__lyx_ale2__1,-2.145920054,0.51625692
pal__lyx_ale2__2,-1.6583724632,0.5810062
pal__lyx_ale4__1,-1.4209542453,0.61983432
pal__lyx_ale4__2,-1.803239606,0.49785502000000004
pal__5drib_ale10_f18__1,-3.9578706373,0.048606750000000004
pal__5drib_ale10_f18__2,-4.3445736639,0.050707470000000004
pal__5drib_ale10__1,-5.5293992959,0.52019294
pal__arab_ale14_f9__1,-3.1660875468,0.17950374
pal__arab_ale14_f9__2,-4.2631373372,0.30547714
pal__arab_ale14__1,-1.5218548033000001,0.08149295000000001
pal__arab_ale14__2,-1.7840065715,0.07819712
pal__arab_ale16__1,-0.7542390746000001,0.12701641
pal__arab_ale16__2,-1.4259020052,0.18988008
pal__tartr_ale26_f10__1,-4.0179551661,-0.43513029000000003
pal__tartr_ale26_f10__2,-4.4429027864,-0.40269031
pal__tartr_ale26__1,-4.1961922346,-0.48947408000000003
pal__tartr_ale26__2,-4.445496585,-0.484848
pal__tartr_ale28_f10__1,-3.6238763005,0.07345819
pal__tartr_ale28_f10__2,-4.0554847097,-0.21992352
pal__tartr_ale28__1,-2.0413055158,-0.02049633
pal__tartr_ale28__2,-1.8264870299,0.25204557
efeU__delmenFentC_citr__1,-2.3549318949,-0.22828669000000001
efeU__delmenFentC_citr__2,-2.2648873707,-0.24107552000000002
efeU__delmenFentC__1,-2.6481367601,0.43064452000000003
efeU__delmenFentC__2,-2.4253449382,0.43061774
efeU__menFentC_ale39__1,-1.8715633699,-0.1228372
efeU__menFentC_ale39__2,-2.086000474,-0.14411113
efeU__menFentC_ale29__1,-0.9688539729000001,-0.33168704
efeU__menFentC_ale29__2,-0.9816654243,-0.32224971
efeU__menFentC_ale30__1,-0.716216576,-0.14761467
efeU__menFentC_ale30__2,-0.44650526150000003,-0.25834116
efeU__menFentCubiC_ale36__1,-0.7611635126,-0.24344014
efeU__menFentCubiC_ale36__2,-0.35323537990000003,-0.30493191000000003
efeU__menFentCubiC_ale37__1,0.08371097820000001,0.09664759
efeU__menFentCubiC_ale37__2,0.22016572880000002,0.11471069
efeU__menFentCubiC_ale38__1,-1.4732281946999999,0.38368973
efeU__menFentCubiC_ale38__2,-1.4009974532,0.19188632
misc2__salc_glc__1,-3.9132171568,-0.2405829
misc2__salc_glc__2,-5.1766418972,-0.24703219
misc2__dbcn_glc__1,-2.8314017769,-0.28858347
misc2__dbcn_glc__2,-3.5969006523,-0.13067377
misc2__tyr_glc__1,-1.5381525307000001,0.37821133
misc2__tyr_glc__2,-1.8115007531,0.46753616000000003
misc2__arg_cytd__1,1.7730126988000001,-0.17973696
misc2__arg_cytd__2,1.7996216259,-0.1649194
misc2__delyheO_pyr__1,-0.9730813266,0.26459004
misc2__delyheO_pyr__2,-1.2001256472,0.21013319
nquinone__delubiC__1,0.3976057656,-0.13487912
nquinone__delubiC__2,-0.3725342385,0.26804332000000003
nquinone__ubiC_ale1__1,-1.352074605,-0.016185830000000002
nquinone__ubiC_ale1__2,-1.3906516301,0.20783508
nquinone__ubiC_ale2__1,-0.8588987239,0.03883352
nquinone__ubiC_ale2__2,-0.4355086171,-0.11833546
nquinone__ubiC_ale3__1,-2.2226209462,-0.10067609
nquinone__ubiC_ale3__2,-2.9019893431,-0.15854421
nquinone__ubiC_ale4__1,-1.6263970396,0.08615909000000001
nquinone__ubiC_ale4__2,-1.7355883482,0.17780839
nquinone__delpdhR__1,0.2589991403,-0.03505131
nquinone__delpdhR__2,0.5233062464,0.106212
quinone__glu_ale4__1,-3.0855575111,1.01159999
quinone__glu_ale4__2,-4.4356129725,1.16864388
quinone__delmenF__1,-1.5676305414,0.29644117000000003
quinone__delmenF__2,-0.16672049020000002,-0.12114934000000001
quinone__menF_ale5__1,-2.0158215148,-0.01798995
quinone__menF_ale5__2,-2.5871869351,-0.08386119
quinone__menF_ale6__1,-1.5582830819,-0.07937957
quinone__menF_ale6__2,-1.9343623928,-0.04388363
quinone__menF_ale7__1,-1.9093013080999999,-0.27269954
quinone__menF_ale7__2,-2.6043631696,-0.26839107
quinone__menF_ale8__1,-2.963641382,0.2790379
quinone__menF_ale8__2,-2.9066505535,0.6530912600000001
quinone__delmenFubiC__1,-0.9653245364,-0.03241439
quinone__delmenFubiC__2,-0.9239103821,-0.01570513
quinone__menFubiC_ale1__1,-2.6940042532,-0.48680802
quinone__menFubiC_ale1__2,-2.5458599116,-0.47175727
quinone__menFubiC_ale2__1,-3.0362924313,-0.77056655
quinone__menFubiC_ale2__2,-2.2921631764,-0.69144047
quinone__menFubiC_ale3__1,-1.1957424295,-0.34360699
quinone__menFubiC_ale3__2,-0.9018519723,-0.27949188
quinone__menFubiC_ale4__1,-2.0876743059,0.1852025
quinone__menFubiC_ale4__2,-0.8219970261,0.27872811000000003
oxyR__wt_glc__1,0.2115641882,0.1055782
oxyR__wt_glc__2,0.1059467214,0.15047999
oxyR__wt_h2o2__1,0.5534257668,0.17891101
oxyR__wt_h2o2__2,-0.5312412510000001,0.4724368
oxyR__glu_ale4__1,-3.0874833304,1.72657098
oxyR__glu_ale4__2,-3.0537725127,1.6569929700000001
oxyR__glu_ale4_h2o2__1,-3.1341315406,1.63065817
oxyR__glu_ale4_h2o2__2,-2.9708259475,1.5797009100000001
oxyR__oxyR_ale17__1,-1.6043736816,0.47199175
oxyR__oxyR_ale17__2,-2.0604406458,0.33791435000000003
oxyR__oxyR_ale17_h2o2__1,-1.7505392227,0.6051613
oxyR__oxyR_ale17_h2o2__2,-0.3517619855,0.62997982
oxyR__oxyR_ale18__1,0.0324057974,-0.24876196
oxyR__oxyR_ale18__2,0.0398816774,-0.04567213
oxyR__oxyR_ale18_h2o2__1,-1.2546768179,0.31002717
oxyR__oxyR_ale18_h2o2__2,-1.6501511081,0.37485865
oxyR__oxyR_ale19__1,-0.18895706080000002,-0.14847092
oxyR__oxyR_ale19__2,-0.7701867668,0.11526704
oxyR__oxyR_ale19_h2o2__1,-0.1881410907,-0.11060014
oxyR__oxyR_ale19_h2o2__2,0.1692162367,-0.06236804
oxyR__oxyR_ale20__1,-1.5873923074,-0.08895912
oxyR__oxyR_ale20__2,-1.3317282616,-0.17289961
oxyR__oxyR_ale20_h2o2__1,-1.0519133466,0.12530344000000002
oxyR__oxyR_ale20_h2o2__2,-1.0521937456,0.13244052
svns_pgi__BmePgi24_15__1,0.3836182609,-0.28339365
svns_pgi__BmePgi24_15__2,0.3875996944,-0.04200595
svns_pgi__BmePgi24_26__1,1.4772009063,-0.10517051000000001
svns_pgi__BmePgi24_26__2,1.6328071732,-0.02988282
svns_pgi__BmePgi24_41__1,-0.0467852938,0.38759555
svns_pgi__BmePgi24_41__2,1.1712103591,-0.08150225
svns_pgi__BmePgi24_52__1,1.0821488318,-0.17518016
svns_pgi__BmePgi24_52__2,1.360135089,-0.09743219
svns_pgi__PaePgi2_34__1,-2.5279569216,0.5349981500000001
svns_pgi__PaePgi2_34__2,-2.7559757211,0.5423251
svns_pgi__PaePgi2_63__1,-1.5042000603,0.44407603
svns_pgi__PaePgi2_63__2,-1.3181957923,0.42163576
svns_pgi__PaePgi24_54__1,-2.2374250004,0.22959915
svns_pgi__PaePgi24_54__2,-1.6770259140000001,0.36025737
svns_pgi__PaePgi24_90__1,-1.6501604635,0.39006347
svns_pgi__PaePgi24_90__2,-1.7016624788999999,0.55723992
abx_media__m9_ctrl__1,-0.0040014441,-0.0120513
abx_media__m9_ctrl__2,-0.0115896195,0.14660583
abx_media__rpmi_ctrl__1,5.7421380477,0.17684793000000001
abx_media__rpmi_ctrl__2,4.5290145117,-0.06617892
abx_media__camhb_ctrl__1,3.4591749974,-0.0631098
abx_media__camhb_ctrl__2,2.3957256299000003,-0.32598286
abx_media__m9_mero__1,1.3896664126,-0.04369507
abx_media__m9_mero__2,0.3532952997,-0.28571884000000003
abx_media__rpmi_mero__1,5.0096320495,-0.19421414
abx_media__rpmi_mero__2,5.0843871228,-0.0353843
abx_media__camhb_mero__1,3.3961807104,-0.13490824
abx_media__camhb_mero__2,3.4188462547,-0.34945339000000003
abx_media__m9_trisulf__1,0.1936639778,-0.81376161
abx_media__m9_trisulf__2,0.2918316302,-0.79063607
abx_media__rpmi_trisulf__1,3.4013901052,-1.50652995
abx_media__rpmi_trisulf__2,3.3487462194,-1.61614049
abx_media__camhb_trisulf__1,2.8903045749,-1.28142286
abx_media__camhb_trisulf__2,2.1458462567,-1.2689553
abx_media__m9_cef__1,1.8645365704999999,-0.72629409
abx_media__m9_cef__2,1.8305250173,-0.62723562
abx_media__rpmi_cef__1,6.7143839592,-1.3036713899999999
abx_media__rpmi_cef__2,6.7167255565,-1.2589567
abx_media__camhb_cef__1,3.8402133699,-0.51222599
abx_media__camhb_cef__2,4.3497256948,-0.52900271
abx_media__m9_cipro__1,-1.5165541004,-1.37249192
abx_media__m9_cipro__2,-1.2008210669000001,-1.3623085
abx_media__rpmi_cipro__1,4.3110136915,-1.799592907
abx_media__rpmi_cipro__2,5.0018434825,-1.44991356
abx_media__camhb_cipro__1,0.9753430043,-1.928008924
abx_media__camhb_cipro__2,0.7821617771,-1.997976621
hot_tale__42c_ale3_30c__1,-0.2695187262,0.51599809
hot_tale__42c_ale3_30c__2,-0.2241433374,0.5427965
hot_tale__42c_ale3_37c__1,0.4856488474,0.40571399
hot_tale__42c_ale3_37c__2,0.2012808237,0.33394832
hot_tale__42c_ale3_44c__1,-1.3649771907,-0.14259705
hot_tale__42c_ale3_44c__2,-2.2624748919,-0.39243138
hot_tale__hot_ale3_mid_30c__1,-1.3127028665,0.93068393
hot_tale__hot_ale3_mid_30c__2,-1.4222422716,0.78858715
hot_tale__hot_ale3_mid_37c__1,0.5911530584,0.69304108
hot_tale__hot_ale3_mid_37c__2,-0.0634289383,0.18212902
hot_tale__hot_ale3_mid_44c__1,-0.8147162868000001,-0.07231908000000001
hot_tale__hot_ale3_mid_44c__2,-2.5111167206,0.14985745
hot_tale__hot_ale3_30c__1,-2.5303316164,0.56026191
hot_tale__hot_ale3_30c__2,-1.7759904720000002,0.63790006
hot_tale__hot_ale3_37c__1,-0.6429022348,-0.09473338
hot_tale__hot_ale3_37c__2,-1.1623570561,-0.046697550000000004
hot_tale__hot_ale3_44c__1,-3.1184852454,0.030417
hot_tale__hot_ale3_44c__2,-2.0419066194,-0.12571678
hot_tale__hot_ale4_30c__1,-0.4161885775,0.47458269000000003
hot_tale__hot_ale4_30c__2,-0.6175828119,0.47728225
hot_tale__hot_ale4_37c__1,-0.5437800401,-0.03650874
hot_tale__hot_ale4_37c__2,-0.018885902,0.0066776
hot_tale__hot_ale4_44c__1,-1.9613827923,-0.23480724
hot_tale__hot_ale4_44c__2,-1.4529650267,-0.02788202
hot_tale__hot_ale8_30c__1,0.3843214585,0.50038513
hot_tale__hot_ale8_30c__2,0.5518682281,0.47754781
hot_tale__hot_ale8_37c__1,1.3714095383,0.04207809
hot_tale__hot_ale8_37c__2,0.8099699141000001,0.053441010000000004
hot_tale__hot_ale8_44c__1,0.3859664574,0.04597573
hot_tale__hot_ale8_44c__2,0.17333893,0.01640223
hot_tale__hot_ale9_mid_30c__1,-1.1899485701999999,0.7667340500000001
hot_tale__hot_ale9_mid_30c__2,-1.3491505179,0.68958929
hot_tale__hot_ale9_30c__1,-0.5995641743,0.30609926
hot_tale__hot_ale9_30c__2,-0.1731221057,0.39011684
hot_tale__hot_ale9_mid_37c__1,0.0472403698,0.16214705000000001
hot_tale__hot_ale9_mid_37c__2,0.1916113937,0.30251183
hot_tale__hot_ale9_37c__1,-0.3884350227,-0.01743154
hot_tale__hot_ale9_37c__2,-0.1474620542,-0.03989757
hot_tale__hot_ale9_mid_44c__1,-2.0359389585,-0.00652855
hot_tale__hot_ale9_mid_44c__2,-2.5947662148,0.01805195
hot_tale__hot_ale9_44c__1,-0.8192687145,-0.01316454
hot_tale__hot_ale9_44c__2,-0.9089756157000001,0.05508608
hot_tale__hot_ale10_30c__1,0.3923875619,0.68202985
hot_tale__hot_ale10_30c__2,0.242558775,0.8294365300000001
