,A,MalT
hot_tale__hot_ale9_44c__2,-10.021238114,-1.4702014855
hot_tale__hot_ale10_30c__1,-2.0040717708,-0.8545010175000001
hot_tale__hot_ale10_30c__2,-1.7112862827000002,-0.7795857285000001
hot_tale__hot_ale10_37c__1,-5.0289377896,-1.0416017975
hot_tale__hot_ale10_37c__2,-5.1400859542,-0.9436260915
hot_tale__hot_ale10_44c__1,-9.1056079336,-1.1149924265
hot_tale__hot_ale10_44c__2,-8.4592373318,-1.2414676125
hot_tale__hot_ale16_30c__1,-2.8073204518,-0.9489183975000001
hot_tale__hot_ale16_30c__2,-2.9225922839000003,-0.8345881135000001
hot_tale__hot_ale16_37c__1,-5.3484323711,-0.8557481515
hot_tale__hot_ale16_37c__2,-5.1456401519,-0.8411480795
hot_tale__hot_ale16_44c__1,-9.3969663044,-1.0024917245
hot_tale__hot_ale16_44c__2,-9.575202207,-0.8559846395
pdhr_ale__pdhR-13_51__1,-4.0597780317,-1.0292651915
pdhr_ale__pdhR-13_51__2,-3.9505408124,-0.8750558735
pdhr_ale__pdhR-14_46__1,-4.1348324157,-1.0557815335
pdhr_ale__pdhR-14_46__2,-4.4379244321,-0.8509393795
pdhr_ale__pdhR-15_51__1,-7.1674520816,-1.3802832445
pdhr_ale__pdhR-15_51__2,-6.778655462,-1.3528328295
pdhr_ale__pdhR-16_49__1,-5.2386941383,-1.0128201405
pdhr_ale__pdhR-16_49__2,-5.1344407928,-1.1012522725
tcs__del_atoC_LiAcet__1,2.5074302569,0.8462817115
tcs__del_atoC_LiAcet__2,3.0601661848,0.9647266835
tcs__del_atoC_LiCl__1,1.7946566152,0.8419684135000001
tcs__del_atoC_LiCl__2,2.0470486418,0.7840692785000001
tcs__del_atoC_m9__1,1.5560724978,0.7336238725
tcs__del_atoC_m9__2,1.8809198398,0.8323270795000001
tcs__del_baeR_etoh__1,5.0175893933,-0.1483148655
tcs__del_baeR_etoh__2,5.4219038051,0.052224268500000004
tcs__del_baeR_lb__1,8.2601739043,1.1756367994999999
tcs__del_baeR_lb__2,8.128090868,1.1474019485
tcs__del_btsR_01xlb__1,-2.2027161339,-1.1352399505
tcs__del_btsR_01xlb__2,-2.4782017683,-1.1760698755
tcs__del_btsR_lb__1,15.1874112454,0.5962666215
tcs__del_btsR_lb__2,15.41358188,0.5949629255000001
tcs__del_btsR_pyruvate__1,-3.3793055648,-1.3138614035
tcs__del_btsR_pyruvate__2,-3.2390252009,-1.3751066075
tcs__del_cpxR_etoh__1,5.8711484821,-0.0893823795
tcs__del_cpxR_etoh__2,5.5086578714000005,-0.1154989265
tcs__del_cpxR_lb__1,6.6656230480000005,1.0869795955
tcs__del_cpxR_lb__2,6.9070973098,1.2446938125
tcs__del_cusR_CuSO4__1,2.8095175625,-1.7330110324999999
tcs__del_cusR_CuSO4__2,2.7244900734,-1.5471886245
tcs__del_cusR_lb__1,10.7156122479,0.47921222750000003
tcs__del_cusR_lb__2,10.2372361023,0.37555247150000004
tcs__del_kdpE_01-kcl__1,-7.6985988909,-1.5727710135000001
tcs__del_kdpE_01-kcl__2,-7.5912795546,-1.6352821575
tcs__del_kdpE_115-kcl__1,-8.2725021599,-1.3479517775
tcs__del_kdpE_115-kcl__2,-8.2552891478,-1.3673740484999999
tcs__del_phoB_m9__1,0.4650140005,0.22723017850000002
tcs__del_phoB_m9__2,0.5112235109000001,0.2380834605
tcs__del_phoB_m9p__1,2.9443093038,-2.8596587565
tcs__del_phoB_m9p__2,2.8978821366,-2.9378070835
tcs__del_rcsB_etoh__1,4.6145761744,0.0732221895
tcs__del_rcsB_etoh__2,4.8802250737,0.0930530395
tcs__del_rcsB_lb__1,4.6982351433,0.8920573415
tcs__del_rcsB_lb__2,4.666968393,0.8863757625
tcs__del_zraR_lb__1,15.7234748566,0.8208926105000001
tcs__del_zraR_lb__2,15.7970168499,0.9077086035
tcs__del_zraR_zncl2__1,5.3389788503,-0.6731688955
tcs__del_zraR_zncl2__2,5.5022349095,-0.6424233035
tcs__wt_01-kcl__1,-5.8670412785,-1.7433319004999999
tcs__wt_01-kcl__2,-5.769886769,-1.5792392545
tcs__wt_01xlb__1,-3.2593792682,-0.8607617855
tcs__wt_01xlb__2,-3.2933536938,-0.8975328745000001
tcs__wt_115-kcl__1,-8.3310633095,-1.4879265935000001
tcs__wt_115-kcl__2,-8.1687134916,-1.5256595635
tcs__wt_CuSO4__1,5.1904816876,0.0187659865
tcs__wt_CuSO4__2,5.3965244065,0.0710320265
tcs__wt_etoh__1,6.6773637113,-0.2161166155
tcs__wt_etoh__2,6.486755463,-0.1703714935
tcs__wt_lb__1,-0.6441044168,-0.5468841115
tcs__wt_lb__2,-0.6202212419,-0.5480491415000001
tcs__wt_LiAcet__1,1.6614203642,0.6849916445
tcs__wt_LiAcet__2,0.9688707521000001,0.7024443395000001
tcs__wt_LiCl__1,0.2286065948,0.6333448015
tcs__wt_LiCl__2,-0.1353147693,0.6243188765000001
tcs__wt_m9p__1,0.6596658642000001,-2.7319932035
tcs__wt_m9p__2,0.6671563644,-2.7019473385
tcs__wt_pyr__1,-3.0063471706,-0.6854437985
tcs__wt_pyr__2,-2.9413986536000003,-0.6507501935000001
tcs__wt_zncl2__1,11.3124692983,-0.43093127750000004
tcs__wt_zncl2__2,11.4259371495,-0.4087404865
ros_tale__1_112_0pq__1,-10.0569967771,-1.4082128665
ros_tale__1_112_0pq__2,-8.5413150308,-1.2505751075
ros_tale__1_112_250pq__1,-9.892501663600001,-2.5064854255
ros_tale__1_112_250pq__2,-9.8096278082,-2.5427242185
ros_tale__1_112_750pq__1,-9.9067503419,-2.5460456095
ros_tale__1_112_750pq__2,-10.150262328,-2.6936372865
ros_tale__1_112_750pq__3,-10.143751354,-2.8820272865
ros_tale__3_76_0pq__1,3.7696869986,0.3153988975
ros_tale__3_76_0pq__2,3.7407279874,0.2760411495
ros_tale__3_76_0pq__3,3.5251202197,0.2701829355
ros_tale__3_76_0pq__4,3.7180414141,0.2865519345
ros_tale__3_76_250pq__1,-3.8925425297,-3.4889310925
ros_tale__3_76_250pq__2,-0.8745932596,-2.5448946215
ros_tale__3_76_750pq__1,-1.9237152784,-3.0051525935
ros_tale__3_76_750pq__2,-2.4936625628,-3.6859851185
ros_tale__7_103_0pq__1,-3.527905495,-1.5783610285
ros_tale__7_103_0pq__2,-2.5764235304,-0.7757503345000001
ros_tale__7_103_0pq__3,-3.4786695528,-1.5052438955
ros_tale__7_103_0pq__4,-2.5486909941,-0.7228473645
ros_tale__7_103_250pq__1,-8.5607731078,-3.6783456425
ros_tale__7_103_250pq__2,-7.9778727038,-3.3651018605
ros_tale__7_103_750pq__1,-8.6512602353,-3.2127507045
ros_tale__7_103_750pq__2,-8.325838857699999,-3.2277876265
ros_tale__9_77_0pq__1,-4.0007941775,-2.8519527875
ros_tale__9_77_0pq__2,-4.0227918808,-2.8552007915
ros_tale__9_77_250pq__1,-6.5479449476,-3.2524302325
ros_tale__9_77_250pq__2,-6.9053025552000005,-3.6004822905
ros_tale__9_77_750pq__1,-4.6905728071,-2.5291013655
ros_tale__9_77_750pq__2,-5.8049021629,-2.7092242655
ros_tale__11_83_0pq__1,-6.5643176516,-1.5583137135
ros_tale__11_83_0pq__2,-6.0140647556,-1.3962688595000001
ros_tale__11_83_250pq__1,-7.7479515873,-1.9369799655
ros_tale__11_83_250pq__2,-7.3751521072,-1.8234526075000002
ros_tale__11_83_750pq__1,-8.4054616355,-1.7563267155000002
ros_tale__11_83_750pq__2,-8.3695512708,-1.6690986255
ros_tale__13_87_0pq__1,1.2024714269,-1.1202725545
ros_tale__13_87_0pq__2,1.5609622303,-1.0425859605
ros_tale__13_87_250pq__1,-0.35643331570000003,-1.1754390875
ros_tale__13_87_250pq__2,0.2168781035,-1.1351237425
ros_tale__13_87_750pq__1,0.1268153368,-0.9350585895
ros_tale__13_87_750pq__2,-0.6682355161,-0.9060306705000001
ros_tale__14_27_0pq__1,-1.8174592696,-1.4328912505
ros_tale__14_27_0pq__2,-0.5357429666,-1.3516917015
ros_tale__14_27_250pq__1,2.0110353965,-0.5154709675
ros_tale__14_27_250pq__2,-0.16689270350000002,-0.5606229085000001
ros_tale__14_27_750pq__1,-5.4038765305,-3.5173380265
ros_tale__14_27_750pq__2,-5.6343973956,-3.3929871215
ros_tale__16_28_250pq__1,-7.3102837035,-1.0773473955
ros_tale__16_28_250pq__2,-6.9888071882,-0.9960472705000001
ros_tale__16_32_0pq__1,-0.6529948790000001,-0.8832724485000001
ros_tale__16_32_0pq__2,-0.9594826085,-0.8219123955000001
ros_tale__16_32_0pq__3,-3.7802765871,-0.7619613145
ros_tale__16_32_0pq__4,-3.6506600128,-0.7150394955
ros_tale__16_32_250pq__1,-5.7188884792,-1.1388749375
ros_tale__16_32_250pq__2,-5.7556573604,-1.0213395165
ros_tale__16_32_750pq__1,-1.7871596244,-1.0300509215
ros_tale__16_32_750pq__2,-2.0782722078,-1.2372284575
ros_tale__17_104_0pq__1,2.491637708,-1.4749598215
ros_tale__17_104_0pq__2,3.7216229740999998,-1.2379783845
ros_tale__17_104_250pq__1,0.41483313780000003,-0.0610219725
ros_tale__17_104_250pq__2,-0.1071137256,-0.35579548850000003
ros_tale__17_104_250pq__3,-0.1870470182,-0.2004644895
ros_tale__17_104_250pq__4,0.0735062613,0.2773483935
ros_tale__17_104_750pq__1,-1.9627992007000001,-0.7909245775
ros_tale__17_104_750pq__2,-1.4905605517,-1.1864360425
ros_tale__18_24_250pq__1,-7.9096269913,-1.5376064235
ros_tale__18_24_250pq__2,-8.154811279,-1.3270787455
ros_tale__18_36_0pq__1,-6.0895407003,-2.8207550575
ros_tale__18_36_0pq__2,-6.2060694502,-2.8168501315
ros_tale__18_36_0pq__3,-6.5229552882,-1.4635478065
ros_tale__18_36_0pq__4,-6.096013978,-1.3062374145
ros_tale__18_36_250pq__1,-7.6299705422,-1.8369586785
ros_tale__18_36_250pq__2,-8.2090162018,-1.9795333775000001
ros_tale__18_36_750pq__1,-7.885943302,-3.4320282565
ros_tale__18_36_750pq__2,-7.9314541928,-3.5426504005
ros_tale__19_91_0pq__1,-0.8662216526000001,-1.6699775735
ros_tale__19_91_0pq__2,-1.3784575556,-1.3992660325
ros_tale__19_91_250pq__1,-6.0955870383,-1.8963353405
ros_tale__19_91_250pq__2,-3.4734986518,-1.2686299875
ros_tale__19_91_750pq__1,-1.9933574875,-2.1662691385
ros_tale__19_91_750pq__2,-6.265928314,-2.1959350415
ros_tale__19_91_750pq__3,-2.2520629443,-1.8443923305
ros_tale__19_91_750pq__4,-6.894304063,-2.2831486695
ros_tale__21_97_0pq__1,-6.3370200967,-2.1028421505
ros_tale__21_97_0pq__2,-4.4074771775,-1.2694554625
ros_tale__21_97_250pq__1,-3.6580623585,-1.4391973435
ros_tale__21_97_250pq__2,0.5490248645,-1.1431178065
ros_tale__21_97_750pq__1,-5.1491823684,-1.9270789074999999
ros_tale__21_97_750pq__2,-0.3675312338,-1.1480183175
ros_tale__25_111_0pq__1,-5.7769495353,-1.2004509965
ros_tale__25_111_0pq__2,-4.7418933073,-1.5880776065000002
ros_tale__25_111_250pq__1,-8.1135694772,-0.6673674805
ros_tale__25_111_250pq__2,-8.0591344005,-1.3019541905
ros_tale__25_111_750pq__1,-7.8288230384,-1.2309551095
ros_tale__25_111_750pq__2,-8.1073270582,-0.7941926345
ros_tale__29_119_0pq__1,-7.2411805382,-2.1672258705
ros_tale__29_119_0pq__2,-3.0305613473,-2.8100544955
ros_tale__29_119_250pq__1,-7.6479317233,-2.8044371885
ros_tale__29_119_250pq__2,-7.0354873174,-2.6367546345
ros_tale__29_119_750pq__1,-8.0322289248,-2.8577994175
ros_tale__29_119_750pq__2,-7.2290710862,-3.0641401905
ros_tale__ALE4_0pq__1,-5.6270205185,-1.1867485465
ros_tale__ALE4_0pq__2,-5.3757028483,-1.2624772945
ros_tale__ALE4_250pq__1,-6.6498084889,-2.0053874965
ros_tale__ALE4_250pq__2,-6.6231732728,-2.1521628285
pcoli__atASMT_325G__1,-6.7421700784,-1.2228710505
pcoli__atASMT_325G__2,-7.0151164868,-1.1676123845
pcoli__bpTDC__1,-8.7367140842,-0.7550441415
pcoli__bpTDC__2,-8.8438351771,-0.7311251275
pcoli__BRCA__1,-9.2840483718,-1.1214087745
pcoli__BRCA__2,-9.4788416751,-1.1565927275
pcoli__BRCActrl__1,-10.1153826976,-0.1625689355
pcoli__BRCActrl__2,-9.2113149254,0.1490697325
pcoli__BRCAswap__1,-7.3072531133,-1.1590855475
pcoli__BRCAswap__2,-7.1986531362,-1.1666200094999999
pcoli__btAANAT__1,-6.5108743444,-1.0808270365000001
pcoli__btAANAT__2,-5.8520289303,-0.9396826945000001
pcoli__btASMT__1,-7.0095597436,-1.0919395815
pcoli__btASMT__2,-7.566238771,-1.0894176545
pcoli__CC1__1,-5.3452702324,-1.0476609535
pcoli__CC1__2,-5.9324421419,-1.1246612655
pcoli__ccCOMT__1,-7.5936388331,-1.1903092985
pcoli__ccCOMT__2,-7.506993922,-1.2053615535
pcoli__ckDDC__1,-6.7239179157999995,-0.6500312425
pcoli__ckDDC__2,-6.6007093006,-0.3009883595
pcoli__CNTF_belt__1,-7.3926273813,-1.3072319235
pcoli__CNTF_belt__2,-6.3559683844,-1.2835755755
pcoli__cobPNMT__1,-7.1098631613,-1.2521940125
pcoli__cobPNMT__2,-6.9499576192,-1.3022209105
pcoli__cvPhhB__1,-7.6507119677,-1.2992866105
pcoli__cvPhhB__2,-7.4852319005,-1.0830972505
pcoli__ggAANAT__1,-8.9121200823,-1.1503482995
pcoli__ggAANAT__2,-8.5914306056,-1.0993917095
pcoli__ggTPH__1,-7.1452665466,-1.0906501415
pcoli__ggTPH__2,-7.6209460474,-0.9986504895
pcoli__hsAANAT__1,-7.2144027276,-1.1986502305
pcoli__hsAANAT__2,-3.6556526259,-1.5340298615
pcoli__hsASMT__1,-8.4760677653,-0.8901294385
pcoli__hsASMT__2,-8.0323672835,-0.7802129155
pcoli__hsPNMT_mb__1,-6.5157819074,-1.4774873735
pcoli__hsPNMT_mb__2,-7.22537178,-1.5235138285
pcoli__hsTPH__1,-8.4442783282,-1.3578927665
pcoli__hsTPH__2,-8.4287721264,-1.0631314345
pcoli__hsTPH_E2K__1,-6.5984405895,-0.7025494675
pcoli__hsTPH_E2K__2,-6.4770967629000005,-0.6215354045
pcoli__hsTPH_E2K_N91I_P99C__1,-8.4727176403,-1.2082344485
pcoli__hsTPH_E2K_N91I_P99C__2,-8.7171661143,-1.3393356725
pcoli__hsTPH_N158trunc__1,-7.3550835585,-0.2017963055
pcoli__hsTPH_N158trunc__2,-6.603556356,-0.2394674735
pcoli__hsTPH_N174trunc__1,-7.0386125564,-1.0511346225
pcoli__hsTPH_N174trunc__2,-6.6107529247,-0.4709850135
pcoli__hsTPH_Ntermtrunc__1,-8.7001689941,0.16074609950000002
pcoli__hsTPH_Ntermtrunc__2,-8.6588669281,-1.1515974925
pcoli__hsTPH1__1,-6.5219673779,-1.0018462355
pcoli__hsTPH1__2,-6.4739614266,-1.0626149435
pcoli__MBP__1,-2.1820350658,-1.1615622395
pcoli__MBP__2,-2.079315274,-0.4239892675
pcoli__msCOMT__1,-9.5721864183,-0.9275612635
pcoli__msCOMT__2,-9.7400884639,-0.8036037365
pcoli__ocAANAT__1,-7.7826011820000005,-1.2468746235000001
pcoli__ocAANAT__2,-7.7597592395,-1.2435078965
pcoli__osTDC_K374H__1,-6.9865565553,-1.2225922915
pcoli__osTDC_K374H__2,-7.433136879,-1.2980890115000001
pcoli__osTDC_K374L__1,-9.7656804799,-0.7109686625
pcoli__osTDC_K374L__2,-9.516227690600001,-0.7180716875
pcoli__osTDC_K374Q__1,-6.628797861,-1.0774710625
pcoli__osTDC_K374Q__2,-6.4862887934,-1.0141632595
pcoli__osTDC_L360V__1,-7.9332878694,-1.0084564235
pcoli__osTDC_L360V__2,-7.8473515096,-0.7519251455
pcoli__pmTPH__1,-9.0297008354,-0.9016764035
pcoli__pmTPH__2,-8.9667486901,-0.8159841375
pcoli__RFC__1,-4.6006948769000005,-1.4131847395000001
pcoli__RFC__2,-6.7723312559,-1.4600044105
pcoli__RFCctrl__1,-7.6445314704000005,-1.6979643334999999
pcoli__RFCctrl__2,-7.9205262182,-1.9684696375000001
pcoli__RFCnopause__1,-7.748442958,-1.3244017125
pcoli__RFCnopause__2,-7.1238424592,-0.9769523035000001
pcoli__RFCpluspause__1,-8.2567486443,0.35987938950000004
pcoli__RFCpluspause__2,-8.0155886342,0.9362937175
pcoli__rnCOMT_sol__1,-7.0772158152,-1.3668999885
pcoli__rnCOMT_sol__2,-7.0885282205,-1.5001544275
pcoli__rnPNMT__1,-8.4302400646,-0.6588659345
pcoli__rnPNMT__2,-9.2472096689,-0.6743265665
pcoli__rnTDC__1,-9.287992014,-1.0478680165
pcoli__rnTDC__2,-9.2641898703,-0.9644653235
pcoli__rnTDC_trunc__1,-8.0094345245,-0.8840711275
pcoli__rnTDC_trunc__2,-8.1646253683,-0.5216348945
pcoli__saCOMT_T2A__1,-7.8955077234,-1.2577276055
pcoli__saCOMT_T2A__2,-7.4966136747,-1.2629521705
pcoli__sfCOMT__1,-7.3636625352,-1.2647860505000001
pcoli__sfCOMT__2,-7.2767148875,-1.3167118615
pcoli__sgAANAT_D63G__1,-6.9322079265,-1.1631902265
pcoli__sgAANAT_D63G__2,-6.8061587353,-1.1120492015
pcoli__ssDDC__1,-9.0785013389,-0.8878851235
pcoli__ssDDC__2,-9.3875289951,-0.8665790605
pcoli__TP53B__1,-8.1343646559,-1.1059896325
pcoli__TP53B__2,-7.5757317569,-1.1877743235
pcoli__WT__1,-7.4795338076,-0.8687806235000001
pcoli__WT__2,-6.6656545274,-0.6093288285
cck__glu_ale4__1,-8.683860277800001,-1.4847009945
cck__glu_ale4__2,-8.8083048728,-1.9724668375
cck__cck_ale1__1,-9.1189108545,-1.9775574255000001
cck__cck_ale1__2,-9.2733846336,-2.0159458985
cck__cck_ale2__1,-9.1093102961,-2.0471409355
cck__cck_ale2__2,-8.9433059207,-1.9828036705
cck_pgi__gmos_delpgi__1,-2.4978721259,-0.2432846005
cck_pgi__gmos_delpgi__2,-0.6397440404,0.2821896195
cck_pgi__pgi_ale1__1,1.5485570774,0.053903991500000005
cck_pgi__pgi_ale1__2,0.0744801853,-0.45993988350000004
cck_pgi__pgi_ale2__1,2.0105443275,-0.1646589285
cck_pgi__pgi_ale3__1,1.7679732168000002,-0.20893590450000002
cck_pgi__pgi_ale3__2,-0.4469672001,-0.6611607055000001
cck_pgi__pgi_ale4__1,-3.6101105692,-0.8886165895
cck_pgi__pgi_ale4__2,-3.3867077864,-1.3542462295
cck_pgi__pgi_ale4__3,-3.426123578,-1.3341701175
cck_pgi__pgi_ale5__1,0.29739287340000004,-0.025322913500000002
cck_pgi__pgi_ale5__2,-0.42828260430000004,-0.4484524595
cck_pgi__pgi_ale6__1,-4.7005365155,-1.9737134635
cck_pgi__pgi_ale6__2,-9.3395160352,-5.3062008985
cck_pgi__pgi_ale7__1,-1.847798799,-0.6385197795
cck_pgi__pgi_ale7__2,-2.4726499104,-0.9781393365000001
cck_pgi__pgi_ale8__1,0.0786758283,-0.6522254695
cck_pgi__pgi_ale8__2,-0.6089211627000001,-0.9035812465
cck_sdh__gmos_delsdhCB__1,-5.4747979196,0.43213020350000003
cck_sdh__gmos_delsdhCB__2,-6.1731503754,0.1206269365
cck_sdh__sdh_ale1__1,-8.6467038348,-2.1092349145
cck_sdh__sdh_ale1__2,-9.0616374576,-2.1848121785
cck_sdh__sdh_ale2__1,-9.211908838,-2.1202402925
cck_sdh__sdh_ale3__1,-9.3600062734,-2.1202285555
cck_sdh__sdh_ale3__2,-9.1435806094,-2.0324734315
cck_sdh__sdh_ale3__3,-8.6732969126,-2.0940377285
cck_pts__gmos_delptsHIcrr__1,0.6587000702,-0.6523323485
cck_pts__gmos_delptsHIcrr__2,0.7185534139,-0.5904864985
cck_pts__pts_ale1__1,-9.0802980126,-3.7247181545
cck_pts__pts_ale1__2,-8.9847265646,-3.9765763655
cck_pts__pts_ale2__1,-6.3149348302,-2.1625189715
cck_pts__pts_ale2__2,-6.9301981116,-2.0548005565
cck_pts__pts_ale3__1,-9.6409756852,-4.6763951225
cck_pts__pts_ale3__2,-9.421659999,-4.1645895965
cck_pts__pts_ale4__1,-9.187419694,-1.7130504955
cck_pts__pts_ale4__2,-9.0232036518,-1.8239832935
cck_gnd__gmos_delgnd__1,-7.5436173864,0.5152240885
cck_gnd__gmos_delgnd__2,-8.2547531851,-0.1883357555
cck_gnd__gnd_ale1__1,-8.4987450851,-1.8538550465
cck_gnd__gnd_ale1__2,-8.3068608261,-1.8805393765
cck_gnd__gnd_ale2__1,-8.7862317499,-1.8965105855000002
cck_gnd__gnd_ale2__2,-8.1598244793,-1.7348463785
cck_gnd__gnd_ale3__1,-8.8931387187,-1.8400831715
cck_gnd__gnd_ale3__2,-9.0112516885,-1.8847873885
cck_tpiA__gmos_deltpiA__1,0.019320780200000002,0.0881270405
cck_tpiA__gmos_deltpiA__2,-2.4688029777000002,0.2799919475
cck_tpiA__tpiA_ale1__1,-6.3428919707,-1.4636162375000001
cck_tpiA__tpiA_ale1__2,-6.4590506436,-1.3986745875
cck_tpiA__tpiA_ale2__1,-1.8479633026000002,-0.6043236285
cck_tpiA__tpiA_ale2__2,-1.8228480593,-0.8058011985
cck_tpiA__tpiA_ale3__1,-8.3846092055,-1.8594246745
cck_tpiA__tpiA_ale3__2,-7.8889134149,-1.7352396545
cck_tpiA__tpiA_ale4__1,-7.226626667,-1.3207769435
cck_tpiA__tpiA_ale4__2,-7.4320697656,-1.4167536515
acid_tale__acid_ale1_pH7__1,-8.268785482,-1.6413815365
acid_tale__acid_ale1_pH7__2,-8.7661023192,-1.6905696665
acid_tale__acid_ale1_pH5__1,-5.9979184451,-0.5927805645
acid_tale__acid_ale1_pH5__2,-6.2621684799,-0.5294108725000001
acid_tale__acid_ale2_pH7__1,-4.7390558585,-0.8944500005
acid_tale__acid_ale2_pH7__2,-5.2952525975,-0.9616486735
acid_tale__acid_ale2_pH5__1,-4.4010899122,-0.4688906445
acid_tale__acid_ale2_pH5__2,-3.742135861,-0.2265456495
acid_tale__low_Mg_ale_pH7__1,-7.5599519154,-1.1149400195
acid_tale__low_Mg_ale_pH7__2,-6.962482019,-1.2503098385
acid_tale__low_Mg_ale_pH5__1,-7.1759278092,-0.6302858445
acid_tale__low_Mg_ale_pH5__2,-7.6174120857,-0.8195028685
acid_tale__MES_ale_pH7__1,-4.7148269619,-1.0572234105
acid_tale__MES_ale_pH7__2,-4.7380077045,-0.9569841945
acid_tale__MES_ale_pH5__1,-7.0743953024,-1.0710079285
acid_tale__MES_ale_pH5__2,-7.8294270747,-0.8830865675
acid_tale__gmos_pH7__1,-5.0088737976,-1.0871665265
acid_tale__gmos_pH7__2,-5.1046042016,-1.0599273135
acid_tale__gmos_pH5__1,-5.2336579373,-0.5769914535
acid_tale__gmos_pH5__2,-5.0941063028,-0.5114068335
adnB__wt_adn__1,-6.7892506554,-0.2974069005
adnB__wt_adn__2,-7.6400158194,-0.1030560635
adnB__delydhB_adn__1,-7.5297621948,-0.8344018665
adnB__delydhB_adn__2,-5.8741509485000005,-0.6047547445
ytf2__wt_glc__1,-5.5129229046,-0.7759259955000001
ytf2__wt_glc__2,-5.5659227585,-0.8943801575
ytf2__ybcM_glc__1,-2.7048138704999998,-0.3803841435
ytf2__ybcM_glc__2,-2.7206292155,-0.2584493475
ytf2__ydhB_glc__1,-5.6257000754,-1.1932363355
ytf2__ydhB_glc__2,-5.9670174296,-1.1093846595
ytf2__yfeC_glc__1,-5.5192090749,-1.0303299355
ytf2__yfeC_glc__2,-5.2896789099,-1.1005583405000001
ytf2__yciT_glc__1,-5.6171170003,-0.9484252305
ytf2__yciT_glc__2,-5.7698996811,-0.9851175495000001
ytf2__ydiZ_glc__1,-3.1902639449,-0.6645445065000001
ytf2__ydiZ_glc__2,-3.471060039,-0.6044996095
ytf2__ynfL_glc__1,-4.9475445956,-0.8633222295
ytf2__ynfL_glc__2,-4.8019537489,-0.7602586295
misc2__dellon_glc__1,-7.1200912983,-0.8586291205000001
misc2__dellon_glc__2,-8.09971048,-1.0784669785
ytf3__wt_glc2__1,-1.6140208096,-0.4114473725
ytf3__wt_glc2__2,-1.4169094628,-0.2827608395
ytf3__wt_pH7_lactate__1,-1.2474887696,-0.2378100455
ytf3__wt_pH7_lactate__2,-1.4416738328,-0.1984590605
ytf3__wt_pH55_lactate__1,-6.2014856347,-0.7817790115000001
ytf3__wt_pH55_lactate__2,-6.1944965233,-0.9002499165000001
ytf3__wt_pH55_HCl__1,-5.3880918829,-0.7562860005
ytf3__wt_pH55_HCl__2,-5.6041000472,-0.8955544825
ytf3__dyieP_pH7__1,-1.3161807142,-0.3465024285
ytf3__dyieP_pH7__2,-1.2829763093,-0.32475046750000003
ytf3__dyieP_pH55__1,-0.9414037356,-0.0422777835
ytf3__dyieP_pH55__2,-0.8845908135,-0.0597645185
