,A,MetJ,HypT
nac_ntrc__bw_delnac_gln__2,-4.4258295561,-0.112139053,-0.5497361860000001
nac_ntrc__bw_delnac_nh4__1,1.0396742812,0.301950265,-0.762026415
nac_ntrc__bw_delnac_nh4__2,0.6474770056,0.24683826500000003,-1.179164139
misc__wt_no_te__1,-1.8246778913,-0.293957931,-0.912693555
misc__wt_no_te__2,-1.4215233027,-0.34093622,-0.861922127
misc__bw_delcbl__1,1.3688246992,0.315645785,-0.9472493340000001
misc__bw_delcbl__2,1.2004131548,0.429661601,-0.692325584
misc__bw_delfabr__1,2.1450144786,0.452471208,-0.980730639
misc__bw_delfabr__2,1.9640690912,0.491894769,-1.337215371
misc__bw_delfadr__1,0.4821428902,0.29986936200000003,-0.6564786720000001
misc__bw_delfadr__2,0.15001308500000002,0.28409831900000004,-0.829600992
misc__nitr_031__1,-0.1700303957,-0.054388067000000005,-0.765662245
omics__wt_glu__1,0.555616299,-0.17336004600000002,0.144855683
omics__wt_glu__2,0.422807653,0.11473680200000001,0.151512102
omics__wt_gly__1,0.5485428532000001,-0.077180316,-0.306115523
omics__wt_gly__2,0.4450084275,-0.19891222500000003,-0.460349065
omics__wt_thr__1,-2.4874978347,-0.251840872,0.452139491
omics__wt_thr__2,-2.3408506115,-0.441274052,0.606219999
omics__bw_ac__1,-0.4324976572,-0.040740247,-0.166450487
omics__bw_ac__2,-0.794608654,-0.056202207000000004,-0.35226731
omics__bw_fum__1,0.7152528161,0.685628793,-0.6606909480000001
omics__bw_fum__2,0.6771488663,0.714193787,-0.585602311
omics__bw_glc__1,0.5259169220000001,0.687795202,-0.7879236580000001
omics__bw_glc__2,0.5322599656,0.600219491,-0.741027266
omics__bw_pyr__1,0.9912999671,0.7693029440000001,-0.2607567
omics__bw_pyr__2,1.1605433546,0.7941369880000001,-0.043957952
ompr__wt_nacl__1,-1.524112578,0.780571804,-1.726232822
ompr__wt_nacl__2,-1.7335930469,0.38863771700000005,-1.7931432580000002
ompr__bw_delompr_nacl__1,2.5557236287,1.416517801,-1.873689178
ompr__bw_delompr_nacl__2,2.7535308953,1.430037611,-2.115011157
minspan__wt_ade__1,-6.6533043005,-0.772969992,-0.6910292210000001
minspan__wt_glc__1,-0.6272967264,0.03292602,-1.114902062
minspan__wt_glc__2,-1.1138898904,-0.118802952,-0.796342783
minspan__wt_glc__3,-0.9418813924,0.015042925,-0.616593685
minspan__wt_glc_anaero__1,2.1331799084,0.57225477,0.253395193
minspan__wt_glc_anaero__2,2.5818745621,0.409583831,0.45499225400000004
minspan__wt_trp__1,-8.7065153634,-0.924005315,-0.679556861
minspan__bw_delcra_glc__1,-7.2913796152,-0.900374101,-0.52965792
minspan__bw_delcra_trp__1,-4.0146472012,-0.313207206,-0.28544134400000004
minspan__bw_delmntr__1,-8.2424427793,-1.166454668,-0.6740051290000001
minspan__bw_delnac_ade__1,-7.8826806913,-1.7878350470000002,-1.072739569
minspan__bw_delnac_glc__1,-8.4064820532,-0.9310161880000001,-0.8608182190000001
cra_crp__wt_ac__1,-1.5175190105,-0.547923127,0.084015606
cra_crp__wt_ac__2,-1.2907024686,-0.5652056870000001,-0.0078799
cra_crp__wt_fru__1,-0.1041111998,-0.442327493,-0.20396223500000002
cra_crp__wt_fru__2,-0.4029260645,-0.338439996,-0.114550225
cra_crp__delcra_ac__1,-5.1579916623,-0.138025811,-0.6682998490000001
cra_crp__delcra_ac__2,-5.2429410529,-0.09550514900000001,-0.695849277
cra_crp__delcra_fru__1,-1.0088443947,0.116794347,-0.749588817
cra_crp__delcra_fru__2,-0.8859172808,0.145097528,-1.025858965
cra_crp__delcra_glc__1,0.4023678914,0.397892546,-0.920352747
cra_crp__delcra_glc__2,0.5013699952,0.269090129,-0.7762687930000001
rpoB__wt_031__1,-1.2006650503,-0.687071556,-0.9059368120000001
rpoB__wt_044__1,-0.37639265450000003,-0.21662746600000002,-1.099469331
rpoB__wt_lb__1,-9.3863224788,-0.9760810620000001,-0.9688285230000001
rpoB__wt_lb__2,-9.6708671667,-1.210914787,-1.063969491
rpoB__rpoBE546V_031__1,-0.32457100380000004,-0.251959003,-1.211474889
rpoB__rpoBE546V_044__1,0.26414834060000003,-0.174318085,-0.961791355
rpoB__rpoBE546V_lb__1,-10.097632913,-1.111024419,-0.811088255
rpoB__rpoBE546V_lb__2,-10.0159972014,-0.9818447280000001,-1.096358231
rpoB__rpoBE546V_glc__1,0.3241627132,0.086314187,-0.634880353
rpoB__rpoBE672K_glc__1,-3.5708647481,-1.262114517,-1.6822919170000001
rpoB__rpoBE672K_glc__2,-3.7366341424,-1.110640893,-1.240753592
rpoB__rpoBE672K_lb__1,-7.3559364697,-0.93790423,-1.3083530730000001
rpoB__rpoBE672K_lb__2,-7.1639705091,-0.8346254280000001,-1.231432232
crp__wt_fru__1,-2.3373828039,-0.305630931,-0.6979689210000001
crp__wt_glyc__1,0.8521259874,0.132585205,-0.870032243
crp__wt_glyc__2,-0.12885127,-0.0065276940000000006,-0.727074954
crp__delar1_glyc__1,-3.2548571783,-0.214110356,-0.6397379470000001
crp__delar1_glyc__2,-4.9922967993,-0.334612363,-0.725281189
crp__delar1ar2_glyc__1,0.2965444604,-0.108611284,-0.803369887
crp__delar1ar2_glyc__2,0.396430312,-0.060702536,-0.840983865
crp__delar1ar2_glyc__3,1.0980533672,0.14311881,-0.6777207940000001
crp__delar2_glyc__1,-5.4263114416,-0.40970928100000004,-1.219872726
crp__delar2_glyc__2,-5.7515183882,-0.741167417,-0.9834894340000001
crp__delar2_glyc__3,-5.4502959218,-0.6239754750000001,-0.8688194290000001
crp__delcrp_fru__1,-1.8766908471,-0.25766962,-0.5493007710000001
crp__delcrp_fru__2,-1.8717501085000001,-0.42906942800000003,-1.371987826
crp__delcrp_fru__3,-2.1809699117,-0.30620772,-0.801670471
crp__delcrp_glc__1,-1.5602197339,-0.407785012,-0.6093527360000001
crp__delcrp_glc__2,-1.7559072537,-0.263626897,-0.83611091
crp__delcrp_glc__3,-1.630387287,-0.347910151,-0.490824501
crp__delcrp_glyc__1,-1.7174759447999999,-0.636183732,-0.7023668590000001
crp__delcrp_glyc__2,-1.6578517068,-0.80496734,-0.709294662
crp__delcrp_glyc__3,-1.6021718801,-0.6981451070000001,-0.747602003
glu__glu_ale3__1,-6.2249278703,-1.247942964,-1.397628612
glu__glu_ale4__1,3.0534338144,0.073772157,-1.000069308
glu__glu_ale5__1,2.8434376377,-0.19844251300000001,-0.71354555
glu__glu_ale6__1,3.9562489266,0.154898625,-1.441982521
glu__glu_ale8__1,-9.3195865911,-1.407896346,-1.421496628
glu__glu_ale9__1,-3.9182511552,-1.15300146,-0.9358186530000001
glu__glu_ale10__1,-4.7680981434,-1.124781767,-1.667328466
42c__wt_42c__1,-1.5472212539,-0.28650744,-0.6991508200000001
42c__42c_ale1__1,-11.045604743,-1.905076551,-0.9375377560000001
42c__42c_ale2__1,0.2677781825,-0.43376308,-0.811191061
42c__42c_ale3__1,1.1309303909,0.11403107200000001,-0.37547776800000005
42c__42c_ale4__1,-3.5323341441,-1.091022164,-0.119961776
42c__42c_ale5__1,1.7534101830000002,0.190134877,-0.10859191300000001
42c__42c_ale6__1,-11.3286028881,-1.885070898,-0.965341482
42c__42c_ale8__1,-7.4716954016,-1.4232141999999999,0.07362584
42c__42c_ale9__1,1.0682699754,0.14023729000000001,-0.286663775
42c__42c_ale10__1,-9.161325315,-1.8024316310000001,-0.369790652
ssw__wt_ac__1,-3.2271753186,-0.025564458,-0.7866136020000001
ssw__wt_glc__1,-2.4881810057,-0.556995825,-0.5263474610000001
ssw__wt_glyc__1,-11.2360940386,-0.586019185,-0.589675699
ssw__wt_xyl__1,-10.942981074,-1.749455415,-1.165970673
ssw__glc_ale1__1,0.5756103373,0.160197537,-0.7463348470000001
ssw__glc_ale2__1,-4.9953650274,-1.127161359,-1.123461816
ssw__glc_ale3__1,-8.8664640823,-1.420682692,-0.782458219
ssw__glyc_ale1__1,-0.4521064513,0.014245898000000002,-0.553907004
ssw__glyc_ale2__1,-10.6513555069,-1.55674479,-0.36431584100000003
ssw__xyl_ale1__1,-1.8675750868,0.553928298,-0.515876679
ssw__xyl_ale2__1,-2.1128237465,0.22946886600000002,-0.281051735
ssw__xyl_ale3__1,-0.8076904376,0.561341199,-0.178886449
ssw__glc_ac_ac2__1,-14.0408764831,-1.5671080430000002,-1.070313309
ssw__glc_ac_glc1__1,-2.8820354019,0.11552058700000001,-0.338888513
ssw__glc_glyc_glc__1,-4.1205172149,-0.594323218,-1.219335169
ssw__glc_glyc_glyc__1,-2.5835581027,-0.874143419,-1.3147030640000001
ssw__glc_xyl_glc__1,-0.4745768991,0.532066887,-1.5145692830000002
ssw__glc_xyl_xyl__1,-0.0689986617,-0.030922996,-0.677190128
ica__wt_glc__1,0.5639490038,-0.38471418700000004,-1.26491249
ica__wt_glc__2,0.5456798674000001,-0.372843148,-1.28134931
ica__wt_glc__3,-0.1363603521,-0.6158134150000001,-1.138736041
ica__wt_glc__4,-0.7833477101,-0.350475344,-1.320233234
ica__arg_sbt__1,-2.9074832687,-0.9113583590000001,-1.259365732
ica__arg_sbt__2,-2.0449248529,-0.837894637,-1.559029221
ica__cytd_rib__1,-11.4588278937,-1.651579487,-1.828098301
ica__cytd_rib__2,-12.1103357298,-1.629882104,-1.676947019
ica__gth__1,7.1355676425,1.242112681,-1.9489237799999999
ica__gth__2,6.8573409078,0.775709227,-2.153444743
ica__leu_glcr__1,-3.3399096761,-1.14892291,-1.243735292
ica__leu_glcr__2,-3.6639046073,-1.266393364,-1.199112412
ica__met_glc__1,-10.9122721278,-1.213884283,-1.273428918
ica__met_glc__2,-11.1023581687,-1.269419966,-1.5471138180000001
ica__no3_anaero__1,1.1692756962,0.06166976800000001,-0.762305313
ica__no3_anaero__2,0.5236901357,0.181194704,-0.835127975
ica__phe_acgam__1,0.4809890271,-0.5207748630000001,-1.1658293
ica__phe_acgam__2,0.25102412090000004,-0.5810169350000001,-1.090948528
ica__thm_gal__1,-2.6865141256,-0.43936181,-1.383021012
ica__thm_gal__2,-2.4001245236,-0.45849150400000005,-1.129528247
ica__tyr_glcn__1,1.0018604251,-0.27019748,-1.173543282
ica__tyr_glcn__2,0.7835080495000001,-0.20130060600000002,-1.135822354
ica__ura_pyr__1,-1.0121557069,-0.322429821,-0.915282593
ica__ura_pyr__2,-1.4545027129,-0.251669776,-1.151565764
ica__wt_glc__5,-0.06861359880000001,-0.08553917500000001,-1.134680148
ica__wt_glc__6,0.3149192946,-0.030317865000000003,-1.031572976
ica__bw_delpurR_cytd__1,1.3435394804,-0.064005327,-0.7266665360000001
ica__bw_delpurR_cytd__2,0.7158442207,0.49673044400000005,-0.974873925
ica__ade_glc__1,0.6912497924000001,0.46699458600000004,-1.0441180349999999
ica__ade_glc__2,1.4263412036,0.051665296000000006,-0.907369916
ytf__wt_glc__1,-1.5373875159,-0.344982973,-1.4138336470000001
ytf__wt_glc__2,-3.4458749457,-0.274119535,-1.3355884580000001
ytf__delyafC__1,-5.9216462334,-0.56226698,-0.721633476
ytf__delyafC__2,-5.0102812707,-0.520788475,-0.891103741
ytf__delyeiE__1,2.2269591584,0.636965434,-0.794770987
ytf__delyeiE__2,1.612159841,0.405553117,-1.101506786
ytf__delyiaJ__1,-6.6444109847,-0.7066596980000001,-1.051131636
ytf__delyiaJ__2,-4.902052341,-0.43147073300000005,-0.88672474
ytf__delyieP__1,-3.1847973223,-0.0079323,-0.773712536
ytf__delyieP__2,-2.9687311638000002,-0.17752972,-0.9668899310000001
ytf__wt_ph5__1,0.2566709938,-0.11405503300000001,-1.106503346
ytf__wt_ph5__2,0.07751375370000001,0.057289001000000006,-1.040177756
ytf__wt_ph8__1,-1.7447767907,-0.408183995,-1.180345684
ytf__wt_ph8__2,-1.5535964716000001,-0.327280122,-1.103604212
ytf__delybaO__1,-6.2896377489,-0.609958173,-0.715369066
ytf__delybaO__2,-7.0099071849,-0.6405262580000001,-0.679952754
ytf__delybaQ__1,-0.0483953676,-0.132641595,-1.1115244930000001
ytf__delybaQ__2,0.2714751161,-0.011261237,-1.162017042
ytf__delybiH__1,-5.2493984237,-0.7648103310000001,-1.569015928
ytf__delybiH__2,-7.8836074245,-1.226674469,-1.215910187
ytf__delydcI_ph5__1,0.0694451641,-0.280803271,-0.96437328
ytf__delydcI_ph5__2,0.1520197207,-0.23168976400000002,-1.097889791
ytf__delydcI_ph8__1,-2.0761248838,-0.6993854420000001,-0.7103797740000001
ytf__delydcI_ph8__2,-1.4442083499,-0.348992216,-0.95925137
ytf__delyddM__1,-6.6745818942,-0.78845547,-0.920621122
ytf__delyddM__2,-6.7013303309,-0.8496633720000001,-0.9147790750000001
ytf__delyheO__1,-6.9793000752,-0.9025355960000001,-0.9076054480000001
ytf__delyheO__2,-6.6355515402,-0.684057694,-0.816549206
fps__bw_glc__1,-0.198754381,0.23683890700000002,-0.7382423050000001
fps__bw_glc__2,0.1065707434,0.27139538700000004,-0.96213615
fps__fps_thrA_ale1__1,-0.42729334080000003,0.623920271,-0.796332455
fps__fps_thrA_ale1__2,-0.0267286748,0.610507381,-0.9727219920000001
fps__fps_thrA_ale2__1,6.7670356358,1.334657511,-0.911516027
fps__fps_thrA_ale2__2,6.7619369459000005,1.228158871,-0.882158215
fps__fps_serB_ale1__1,-0.6536740242,0.301799541,-0.8178806310000001
fps__fps_serB_ale1__2,0.43757822090000004,0.211982628,-0.8543728380000001
fps__fps_serB_ale4__1,0.4878652983,0.5469159100000001,-1.058093365
fps__fps_serB_ale4__2,0.4517176697,0.45810437600000004,-0.785465105
fps__fps_ptsI_ale1__1,-1.3231450715,0.10223633300000001,-1.456968771
fps__fps_ptsI_ale1__2,-1.0475923906,0.064114907,-1.230669258
fps__fps_ptsI_ale3__1,-0.9663780543,0.070975407,-1.000509403
fps__fps_ptsI_ale3__2,-0.8533930389000001,-0.042080516000000005,-1.687409614
pal__lyx_ale2_f6__1,-3.1366193409,-0.313122405,-1.097268013
pal__lyx_ale2__1,-1.7237124833,-0.481459811,-1.447498132
pal__lyx_ale2__2,-1.7851971527,-0.32434187200000003,-1.064350249
pal__lyx_ale4__1,-1.2540065552,-0.212637769,-1.0429729
pal__lyx_ale4__2,-2.181220549,-0.5094646890000001,-1.06768123
pal__5drib_ale10_f18__1,0.0606768834,-0.13184810800000002,-0.525240396
pal__5drib_ale10_f18__2,-0.0565454325,-0.066057478,-0.363094642
pal__5drib_ale10__1,-1.7603425599,-0.658294143,-0.7254306020000001
pal__arab_ale14_f9__1,-1.3496510512,-0.039975416,-1.006863008
pal__arab_ale14_f9__2,-0.9737807943000001,-0.055180689000000005,-1.157992159
pal__arab_ale14__1,-0.5999846547000001,-0.20061584300000002,-1.380901348
pal__arab_ale14__2,0.2127271509,-0.18123023900000002,-1.177275504
pal__arab_ale16__1,-1.6298676174,-0.24391846500000003,-0.032928507
pal__arab_ale16__2,-0.9245723416,0.033541568,0.15948668900000001
pal__tartr_ale26_f10__1,-4.3744147345,-0.656700853,-1.150215772
pal__tartr_ale26_f10__2,-7.6025733749,-1.005344753,-0.881844311
pal__tartr_ale26__1,-3.1561696599,-0.49136677100000004,-1.217729908
pal__tartr_ale26__2,-3.2880809337,-0.5773227590000001,-1.138927376
pal__tartr_ale28_f10__1,-3.498259378,-0.284297379,-1.669587791
pal__tartr_ale28_f10__2,-4.4160930043,-0.29726288700000003,-1.266462224
pal__tartr_ale28__1,-1.9546627411,-0.037396511,-1.094790713
pal__tartr_ale28__2,-2.2962842031,0.30362935500000005,-0.7547083760000001
efeU__delmenFentC_citr__1,-1.7340214752,-0.015403202000000001,-1.638696144
efeU__delmenFentC_citr__2,-2.1109687111,-0.40608662900000003,-1.486171928
efeU__delmenFentC__1,2.4179642384,0.093654445,-1.155155149
efeU__delmenFentC__2,1.7944408981,-0.012016671000000001,-1.236360083
efeU__menFentC_ale39__1,-9.9282288467,-1.7023522020000001,-1.380891652
efeU__menFentC_ale39__2,-10.4198730405,-1.732899819,-1.223113072
efeU__menFentC_ale29__1,-9.6314214806,-1.8437379740000002,-1.767446842
efeU__menFentC_ale29__2,-9.7720141977,-1.774571876,-1.847388115
efeU__menFentC_ale30__1,0.3114408479,-0.040453431000000005,-1.066291785
efeU__menFentC_ale30__2,0.10386961600000001,-0.21350954,-1.142804709
efeU__menFentCubiC_ale36__1,-2.1302452671,-0.399267052,-0.784554783
efeU__menFentCubiC_ale36__2,-2.5489740037,-0.40751448500000004,-0.691981986
efeU__menFentCubiC_ale37__1,-2.340203463,-0.21568978800000002,-0.647161941
efeU__menFentCubiC_ale37__2,-1.9457036113,-0.17379986700000002,-0.669037341
efeU__menFentCubiC_ale38__1,-4.6191933267,-0.5127722760000001,-1.15494451
efeU__menFentCubiC_ale38__2,-5.524828637,-0.752336749,-1.4748047
misc2__salc_glc__1,7.3578183749,0.70326604,-1.538130367
misc2__salc_glc__2,7.9353034151,0.8450186160000001,-1.698151325
misc2__dbcn_glc__1,0.7780074284,-0.80712421,-2.300861275
misc2__dbcn_glc__2,2.2047655541,-0.480794743,-1.724092811
misc2__tyr_glc__1,-2.0736504465,-0.860919595,-0.8821904690000001
misc2__tyr_glc__2,-2.2899038893,-0.56191104,-0.772681026
misc2__arg_cytd__1,0.8792882623,0.047238124000000006,-1.11036944
misc2__arg_cytd__2,1.3583507139,0.169934468,-1.107994078
misc2__delyheO_pyr__1,-2.5760276161,-0.009230376,-0.98976789
misc2__delyheO_pyr__2,-0.6945857358,0.24985273300000002,-1.133606243
nquinone__delubiC__1,1.3387931002,0.09865644100000001,-1.007593903
nquinone__delubiC__2,1.7093499722,0.08126918400000001,-0.92467835
nquinone__ubiC_ale1__1,-1.7780670377,-0.259066892,-0.7231208840000001
nquinone__ubiC_ale1__2,-1.7459646517,-0.22799912600000002,-1.135492416
nquinone__ubiC_ale2__1,-2.8062303906,-0.438846375,-1.212028099
nquinone__ubiC_ale2__2,-2.3799885305,-0.517766111,-1.043440701
nquinone__ubiC_ale3__1,-2.2087752066,-0.6113159060000001,-1.294732403
nquinone__ubiC_ale3__2,-1.9292390666,-0.7549023450000001,-1.243498495
nquinone__ubiC_ale4__1,-2.3467690734,-0.40565195600000004,-1.033570183
nquinone__ubiC_ale4__2,-2.7075198343,-0.37170529100000005,-1.117982603
nquinone__delpdhR__1,0.24791625350000002,-0.158199588,-1.209643817
nquinone__delpdhR__2,0.16699818560000002,-0.153036165,-1.5128216399999999
quinone__glu_ale4__1,2.1404191127,0.0768717,-1.511439392
quinone__glu_ale4__2,-1.4552888054,-0.45874553500000004,-1.277417601
quinone__delmenF__1,-0.5068213502,0.006312975,-1.003481689
quinone__delmenF__2,-0.3377462598,-0.10864913600000001,-1.332952565
quinone__menF_ale5__1,-8.3876115791,-1.798630055,-1.383824083
quinone__menF_ale5__2,-8.5357859172,-2.090951517,-1.294791878
quinone__menF_ale6__1,-9.84648677,-1.920534642,-1.2262419580000001
quinone__menF_ale6__2,-9.8854678156,-2.001931695,-1.508764696
quinone__menF_ale7__1,-9.6353702117,-1.669193339,-1.266753879
quinone__menF_ale7__2,-9.6633867242,-1.7767728850000002,-1.394941297
quinone__menF_ale8__1,-11.5408555828,-1.747156064,-1.184498075
quinone__menF_ale8__2,-10.3361187106,-1.925258554,-1.079646672
quinone__delmenFubiC__1,-0.5511555909,-0.145051244,-0.793142027
quinone__delmenFubiC__2,-0.24923862840000002,-0.07791738200000001,-0.720105788
quinone__menFubiC_ale1__1,-8.9980671407,-1.497029806,-1.2531380410000001
quinone__menFubiC_ale1__2,-8.9391118806,-1.361782336,-1.21821015
quinone__menFubiC_ale2__1,-8.783741536,-1.392880493,-1.329142116
quinone__menFubiC_ale2__2,-8.6893690539,-1.64467735,-1.423640612
quinone__menFubiC_ale3__1,2.1307769732,0.035231934,-1.023412202
quinone__menFubiC_ale3__2,1.7759047563,0.060007529000000004,-0.9647130260000001
quinone__menFubiC_ale4__1,-9.4408029859,-1.5773682999999998,-1.355973284
quinone__menFubiC_ale4__2,-10.5602751371,-1.584784733,-1.231834256
oxyR__wt_glc__1,0.2632891149,0.06977194,-1.212845118
oxyR__wt_glc__2,0.6792457274,0.123479321,-1.104284064
oxyR__wt_h2o2__1,-0.175804962,-0.02499386,-1.149501001
oxyR__wt_h2o2__2,-0.927180937,-0.12779331700000002,-0.9224831830000001
oxyR__glu_ale4__1,-2.9428196699,-0.158154182,-0.88580692
oxyR__glu_ale4__2,-0.8125335153000001,-0.032186363,-1.050760489
oxyR__glu_ale4_h2o2__1,-2.4218262683000003,-0.142895499,-0.795345386
oxyR__glu_ale4_h2o2__2,1.2559626434,0.371797547,-0.965653292
oxyR__oxyR_ale17__1,1.6435879217,0.252619714,-0.6917885290000001
oxyR__oxyR_ale17__2,2.4796453362,0.48453277200000006,-1.071299585
oxyR__oxyR_ale17_h2o2__1,-0.1019680355,-0.049874783000000006,-0.945399179
oxyR__oxyR_ale17_h2o2__2,3.0941052227,0.5206564340000001,-0.889157269
oxyR__oxyR_ale18__1,0.34067882660000004,-0.37160961400000003,-1.305632626
oxyR__oxyR_ale18__2,1.7902209396000002,0.12303938900000001,-1.356507664
oxyR__oxyR_ale18_h2o2__1,2.3639876291,0.278108787,-0.7695463
oxyR__oxyR_ale18_h2o2__2,1.8519236596000002,0.172791095,-0.68935921
oxyR__oxyR_ale19__1,1.1183769992,-0.059796627000000005,-1.4671068520000001
oxyR__oxyR_ale19__2,-0.1486560724,-0.235424036,-1.17233389
oxyR__oxyR_ale19_h2o2__1,1.8055632442,-0.12920273000000002,-1.3926599290000001
oxyR__oxyR_ale19_h2o2__2,1.7371671975,-0.072277381,-1.300260689
oxyR__oxyR_ale20__1,4.8206889177,0.431750391,-0.740667301
oxyR__oxyR_ale20__2,3.7093689813,0.23442797,-0.7099681240000001
oxyR__oxyR_ale20_h2o2__1,3.2238682323,0.339181536,-0.8708640950000001
oxyR__oxyR_ale20_h2o2__2,3.3060098355,0.45246455900000004,-0.770310131
svns_pgi__BmePgi24_15__1,-0.3789080654,0.07789443800000001,-0.9767893620000001
svns_pgi__BmePgi24_15__2,-0.6028299753,0.116821056,-0.850835152
svns_pgi__BmePgi24_26__1,0.1179762342,0.23702170700000003,-1.05901501
svns_pgi__BmePgi24_26__2,0.1262638043,0.176640714,-0.780579533
svns_pgi__BmePgi24_41__1,-1.4186453946,0.110971731,-0.8858965040000001
svns_pgi__BmePgi24_41__2,0.7849141299,0.178238543,-0.881615412
svns_pgi__BmePgi24_52__1,-0.5531890058,-0.021651441,-1.019280822
svns_pgi__BmePgi24_52__2,0.1890962367,-0.110980403,-1.058481447
svns_pgi__PaePgi2_34__1,-1.29419787,-0.023023404,-1.057394722
svns_pgi__PaePgi2_34__2,-1.2024414878,0.022108577,-0.7822174470000001
svns_pgi__PaePgi2_63__1,-1.6861468208,0.014382303,-0.705773934
svns_pgi__PaePgi2_63__2,-1.4363780303,-0.053308358,-0.953782852
svns_pgi__PaePgi24_54__1,0.4539064494,0.053836205000000005,-0.7805411999999999
svns_pgi__PaePgi24_54__2,0.7107698154000001,0.20454265900000002,-0.7907048
svns_pgi__PaePgi24_90__1,0.5158270678,0.042464928000000006,-0.971934744
svns_pgi__PaePgi24_90__2,0.4622679938,0.38397341100000004,-0.8415068250000001
abx_media__m9_ctrl__1,-8.0940233104,-1.448171092,-1.3718110430000001
abx_media__m9_ctrl__2,-7.3711498767,-1.186189295,-1.6969023710000002
abx_media__rpmi_ctrl__1,-13.5065627849,-0.252636625,-1.406097259
abx_media__rpmi_ctrl__2,-13.3469388667,-0.50238846,-1.1549701190000001
abx_media__camhb_ctrl__1,-11.3324089085,-1.256312439,-1.451573533
abx_media__camhb_ctrl__2,-11.4816693828,-1.10334011,-1.341730129
abx_media__m9_mero__1,-9.7251391632,-1.467249901,-1.601625643
abx_media__m9_mero__2,-9.480323125,-1.739966069,-1.649209068
abx_media__rpmi_mero__1,-13.538677068,-0.8757687510000001,-1.350604554
abx_media__rpmi_mero__2,-13.579940046,-0.701015389,-1.367958959
abx_media__camhb_mero__1,-11.2038749771,-1.598369265,-1.9147838890000002
abx_media__camhb_mero__2,-11.1865497299,-1.679380691,-1.7719695290000002
abx_media__m9_trisulf__1,-14.2635505276,-2.366703517,-1.465351286
abx_media__m9_trisulf__2,-14.0384119532,-2.5849792799999998,-1.403582359
abx_media__rpmi_trisulf__1,-10.4707813542,-1.289832499,-1.032928753
abx_media__rpmi_trisulf__2,-10.6693733163,-1.4236525819999999,-1.186077195
abx_media__camhb_trisulf__1,-11.5838118773,-1.377456032,-0.6439484400000001
abx_media__camhb_trisulf__2,-11.6681239759,-1.376064022,-0.831048168
abx_media__m9_cef__1,-12.5381991023,-2.173942189,-1.342803996
abx_media__m9_cef__2,-13.2260309043,-2.329147748,-1.7640411440000001
abx_media__rpmi_cef__1,-11.3794884519,-1.636210914,-0.701387057
abx_media__rpmi_cef__2,-11.197620711,-1.726050963,-0.7294267010000001
abx_media__camhb_cef__1,-11.4281068413,-1.854441991,-1.123997536
abx_media__camhb_cef__2,-11.0438738277,-1.791802528,-1.14861555
abx_media__m9_cipro__1,-10.0567623118,-2.201583167,-1.5935496150000001
abx_media__m9_cipro__2,-10.9010192052,-2.254622523,-1.5547319540000002
abx_media__rpmi_cipro__1,-11.3657523849,-1.390222898,-0.7761592230000001
abx_media__rpmi_cipro__2,-11.0532186478,-1.023121436,-0.5735734180000001
abx_media__camhb_cipro__1,-12.0064810071,-1.744766839,-1.421893453
abx_media__camhb_cipro__2,-11.9920558243,-1.528530371,-1.173041814
hot_tale__42c_ale3_30c__1,1.3251097525,0.041938708000000005,-0.74613056
hot_tale__42c_ale3_30c__2,0.9387818572000001,0.09227252400000001,-0.737542366
hot_tale__42c_ale3_37c__1,0.2463996673,0.298338596,-0.839202485
hot_tale__42c_ale3_37c__2,0.2574731364,0.14687164800000002,-1.020933287
hot_tale__42c_ale3_44c__1,2.9463329238,0.783649139,-0.20067954000000002
hot_tale__42c_ale3_44c__2,4.2939880944,1.012877206,-0.438793965
hot_tale__hot_ale3_mid_30c__1,6.5063029175,0.6516553700000001,-0.5299705410000001
hot_tale__hot_ale3_mid_30c__2,6.0652370086,0.720776476,-0.361554474
hot_tale__hot_ale3_mid_37c__1,6.3916441937,0.826632612,-0.7806988610000001
hot_tale__hot_ale3_mid_37c__2,6.1645582436,0.721328737,-0.8872694170000001
hot_tale__hot_ale3_mid_44c__1,2.4342129205,1.062861686,-0.42805534500000003
hot_tale__hot_ale3_mid_44c__2,1.8818760937,1.141610948,-0.36401024
hot_tale__hot_ale3_30c__1,6.5153421535,0.7447747650000001,-0.727951772
hot_tale__hot_ale3_30c__2,7.2686757455,0.752820044,-0.8315148450000001
hot_tale__hot_ale3_37c__1,5.9336338808,0.7596491,-0.9432571340000001
hot_tale__hot_ale3_37c__2,6.0706464563,0.801880086,-0.519573893
hot_tale__hot_ale3_44c__1,1.6616449242,1.082853883,-0.445319585
hot_tale__hot_ale3_44c__2,2.2844917786,0.924867238,-0.42027556800000004
hot_tale__hot_ale4_30c__1,0.848458849,-0.043774595,-0.890821285
hot_tale__hot_ale4_30c__2,0.9479315113000001,-0.0028410220000000003,-0.7969903460000001
hot_tale__hot_ale4_37c__1,2.0231159149,0.439105006,-1.113379355
hot_tale__hot_ale4_37c__2,2.1584585161,0.444812847,-1.2092577310000001
hot_tale__hot_ale4_44c__1,-0.4383819955,0.37954336,-0.370470995
hot_tale__hot_ale4_44c__2,0.6329795374,0.482198088,-0.261629347
hot_tale__hot_ale8_30c__1,-0.9348193879000001,-0.166804015,-1.107203905
hot_tale__hot_ale8_30c__2,-0.6511965639,-0.23549261400000002,-0.7446512350000001
