,A,TyrR
starve_series__t21_growth2__2,-5.4034941732,-0.7447035909
starve_series__t22_growth2__1,8.9742523227,0.6920166411
starve_series__t22_growth2__2,9.0958345023,0.527430512
starve_series__t23_growth2__1,-2.1795004092,0.2197304207
starve_series__t23_growth2__2,-2.2418174961,0.0997321718
starve_series__t25_growth2__1,-2.0764475913,0.0172439494
starve_series__t25_growth2__2,-1.4968726622,0.0915585704
starve_series__t26_growth2__1,-1.3504212059,-0.2716809924
starve_series__t26_growth2__2,-1.6974026064,-0.3599436458
starve_series__t27_growth2__1,-0.7422649108,-0.19729148970000002
starve_series__t27_growth2__2,-0.8487153092,-0.3321081374
starve_series__t28_growth2__1,0.2372415165,-0.0126044313
starve_series__t28_growth2__2,0.3967992562,-0.0703247641
time_course__lb_4hr__1,-0.2532320046,-0.07525395330000001
time_course__lb_4hr__2,0.1174050003,0.061759967400000004
time_course__lb_4hr__3,0.1358270043,0.0134939859
time_course__lb_8hr__1,0.1116462988,-0.8532132541
time_course__lb_8hr__2,-0.002137823,-0.6999554077
time_course__lb_8hr__3,0.2203066477,-0.7917971558
time_course__lb_24hr__1,-0.6214712419,-0.7957051596
time_course__lb_24hr__2,-0.008403183100000001,-0.8277850238000001
time_course__lb_24hr__3,-0.3322205498,-0.7986982721
time_course__lb_72hr__1,0.3898017749,-0.0150513029
time_course__lb_72hr__2,0.8438360766,0.022200303100000002
time_course__lb_72hr__3,1.0421289455,0.0489093727
time_course__lb_144hr__1,-0.2900534023,-0.7012326474
time_course__lb_144hr__2,-0.24664808840000002,-0.7394888694
time_course__lb_144hr__3,0.1735057927,-0.963522544
time_course__lb_192hr__1,0.1927457397,-0.4278792893
time_course__lb_192hr__2,-0.1464802096,-0.39672887630000003
time_course__lb_192hr__3,0.3620349896,-0.8285866682
triclosan__wt__1,-0.1237243942,-0.14793584980000002
triclosan__wt__2,-0.0225084747,-0.1106605804
triclosan__wt__3,0.1462328689,0.2585964301
triclosan__evo_amx_tcs__1,1.1086573815,0.2347303281
triclosan__evo_amx_tcs__2,0.3527310443,-0.2507575378
triclosan__evo_amx_tcs__3,1.1557925195,0.36946994400000005
triclosan__evo_chl_tcs__1,0.1485290192,0.4059214524
triclosan__evo_chl_tcs__2,-0.1369591727,0.0994415798
triclosan__evo_chl_tcs__3,-0.36175200900000004,-0.0675182543
triclosan__evo_tet_tcs__1,0.5087584075,-0.1416765872
triclosan__evo_tet_tcs__2,0.6157004163,0.061528665700000006
truHMM__48C_15m__1,7.4490600463,0.15151174650000002
truHMM__48C_15m__2,7.4596895771,0.1489925628
truHMM__48C_15m__3,8.7584921351,0.46807496130000004
truHMM__48C_30m__1,0.492347138,-1.2241812971
truHMM__48C_30m__2,0.5427108067,-1.158399315
truHMM__48C_60m__1,0.6119876907,-1.0058804757
truHMM__48C_60m__2,0.61114151,-1.0042376765
truHMM__phos_0h__1,-0.011421162,-0.034110999100000004
truHMM__phos_0h__2,0.011421162,0.034110999100000004
truHMM__phos_2h__1,-0.8549732658,-0.6539272656
truHMM__phos_2h__2,-1.1369357371,-0.6112109501
truHMM__phos_4h__1,-1.3406387214,-0.6370697150000001
truHMM__phos_4h__2,-0.9996509117000001,-0.6464984529000001
truHMM__phos_4h__3,-1.4856363646,-0.7734627550000001
control__wt_glc__1,-0.0384964324,-0.013665821500000001
control__wt_glc__2,0.0384964324,0.013665821500000001
fur__wt_dpd__1,-6.1893988704,0.2372705715
fur__wt_dpd__2,-6.1996665711,0.2144618295
fur__wt_fe__1,0.2037796068,-0.2094055145
fur__wt_fe__2,0.1845036357,-0.1401520825
fur__delfur_dpd__1,-5.4975295493,0.4641555805
fur__delfur_dpd__2,-5.7944698172999995,0.3560445855
fur__delfur_fe2__1,-0.2010116143,-0.0046515385
fur__delfur_fe2__2,-0.1952957115,0.1115370935
acid__wt_ph5__1,0.2494689524,0.4554529725
acid__wt_ph5__2,0.0691286852,0.4329676275
acid__delgadx_ph5__1,0.045328619,0.25970277750000004
acid__delgadw_ph5__1,0.0376149938,0.2580061515
acid__delgadw_ph5__2,0.1069252417,0.3397442915
acid__delgade_ph5__1,-0.0167740245,0.42658473750000003
acid__delgade_ph5__2,0.0573810726,0.5591984375
oxidative__wt_pq__1,-2.0007266646,0.5790745905
oxidative__wt_pq__2,-1.6120117112,0.7776006915
oxidative__deloxyr_pq__1,0.15813760740000002,0.5373671085
oxidative__deloxyr_pq__2,0.08739105920000001,0.5716996565
oxidative__delsoxr_pq__1,-4.3966874741,0.5703988655000001
oxidative__delsoxr_pq__2,-3.9858249999,0.5850806585
oxidative__delsoxs_pq__1,-3.5187478276,0.8316336805000001
oxidative__delsoxs_pq__2,-3.3282764146,0.8802041045000001
nac_ntrc__wt_csn__1,-2.1555615178,0.2917764695
nac_ntrc__wt_csn__2,-2.2710511114,0.46867717550000004
nac_ntrc__wt_cytd__1,-1.5123599642999999,0.2436163875
nac_ntrc__wt_cytd__2,-1.4560656565,0.2330885885
nac_ntrc__wt_gln__1,-2.6237047028,0.4566444555
nac_ntrc__wt_gln__2,-2.5904271709,0.5161178025000001
nac_ntrc__bw_delnac_csn__1,-2.3124105069,0.6919031155
nac_ntrc__bw_delnac_csn__2,-1.9547093895,1.0115252545
nac_ntrc__bw_delnac_cytd__1,-0.1504364864,0.5691446395
nac_ntrc__bw_delnac_cytd__2,-0.1318971284,0.5082102665
nac_ntrc__bw_delnac_gln__1,-1.801450896,0.6617300285000001
nac_ntrc__bw_delnac_gln__2,-2.0534787652,0.6677304075
nac_ntrc__bw_delnac_nh4__1,0.6356381492000001,0.2358795675
nac_ntrc__bw_delnac_nh4__2,0.17866559310000002,0.1811410755
misc__wt_no_te__1,2.6226665798,0.5086060325
misc__wt_no_te__2,0.5129608360000001,0.3377065705
misc__bw_delcbl__1,0.24930568800000003,0.0999083845
misc__bw_delcbl__2,0.3782259724,0.2122382595
misc__bw_delfabr__1,0.6196022612000001,0.0314557945
misc__bw_delfabr__2,0.6724268643,0.0507784515
misc__bw_delfadr__1,0.08318939680000001,0.1779888675
misc__bw_delfadr__2,-0.2026325463,0.0835865575
misc__nitr_031__1,-1.0460699167,0.5321509425000001
omics__wt_glu__1,-0.7791817215,-0.5881515765
omics__wt_glu__2,-0.6154608149,-0.4362977685
omics__wt_gly__1,-0.6363418831000001,-0.2774754695
omics__wt_gly__2,-1.0151257875,-0.4093984275
omics__wt_thr__1,-5.6918493014,0.1991198035
omics__wt_thr__2,-5.6892715576,0.1915242125
omics__bw_ac__1,-0.7243901956000001,0.1805167125
omics__bw_ac__2,-0.7369248213,0.034956942500000004
omics__bw_fum__1,-2.5954206672,-0.0714448745
omics__bw_fum__2,-2.4230599492,-0.2446832955
omics__bw_glc__1,-0.7328821204,0.0108116875
omics__bw_glc__2,-0.6360266196000001,-0.037956617500000005
omics__bw_pyr__1,0.34809799080000003,0.0620543405
omics__bw_pyr__2,-0.7298011046,-0.1918728055
ompr__wt_nacl__1,-4.6211940224,0.5277852155
ompr__wt_nacl__2,-4.408546211,0.6226296115000001
ompr__bw_delompr_nacl__1,-0.4373886001,0.22332366750000002
ompr__bw_delompr_nacl__2,-0.2640428239,0.2693933335
minspan__wt_ade__1,0.3008884826,0.23427269650000002
minspan__wt_glc__1,-0.6778114385,0.0260527735
minspan__wt_glc__2,-0.2381454703,0.007418127500000001
minspan__wt_glc__3,-0.6075290229,0.06828514050000001
minspan__wt_glc_anaero__1,-1.1057871911,0.4543060855
minspan__wt_glc_anaero__2,-0.0124544045,0.5469077525
minspan__wt_trp__1,-4.9729788203,0.6323808355
minspan__bw_delcra_glc__1,-1.5690601119,0.9042222795
minspan__bw_delcra_trp__1,-2.5040724243,0.7950444155
minspan__bw_delmntr__1,-3.8930462129,0.9494814435000001
minspan__bw_delnac_ade__1,0.5164531677,0.2003963355
minspan__bw_delnac_glc__1,-0.348386435,0.009272549500000001
cra_crp__wt_ac__1,-0.2932593136,-0.5438430825
cra_crp__wt_ac__2,-0.41729831040000004,-0.5030586475000001
cra_crp__wt_fru__1,-2.7137423286,-0.5530930915
cra_crp__wt_fru__2,-2.6789057711,-0.4252242665
cra_crp__delcra_ac__1,5.9761841807,0.4851165505
cra_crp__delcra_ac__2,5.9656341349,0.5274774675
cra_crp__delcra_fru__1,-1.2560243173,0.4656201075
cra_crp__delcra_fru__2,-1.2783934699000001,0.4390404255
cra_crp__delcra_glc__1,-0.2764271198,0.2105217345
cra_crp__delcra_glc__2,-0.1947083252,0.2801752655
rpoB__wt_031__1,-2.2196890792,0.1808491025
rpoB__wt_044__1,-1.0111612649,0.2325263075
rpoB__wt_lb__1,-6.0225765494,0.09866591050000001
rpoB__wt_lb__2,-5.9977243102,0.1453555065
rpoB__rpoBE546V_031__1,-2.0132236561,0.3645278945
rpoB__rpoBE546V_044__1,-2.2424378968,0.4658118565
rpoB__rpoBE546V_lb__1,-5.0152830352,0.39654654450000004
rpoB__rpoBE546V_lb__2,-5.403137041,0.4440201695
rpoB__rpoBE546V_glc__1,-0.4069233539,0.0553210305
rpoB__rpoBE672K_glc__1,1.5713848735,-0.13450243550000002
rpoB__rpoBE672K_glc__2,1.4649368072,-0.27102848350000003
rpoB__rpoBE672K_lb__1,-5.9020422426,-0.1648632535
rpoB__rpoBE672K_lb__2,-5.3580476887,-0.1839164225
crp__wt_fru__1,-0.8246095951,-0.17981884850000002
crp__wt_glyc__1,-2.0609216519,-0.2347526225
crp__wt_glyc__2,-2.0323361552,-0.3581313325
crp__delar1_glyc__1,-0.7725638273000001,0.7314217165
crp__delar1_glyc__2,1.8834276195,0.9071223965
crp__delar1ar2_glyc__1,-1.4844481162,0.1326508935
crp__delar1ar2_glyc__2,-1.5195209259,0.2463388705
crp__delar1ar2_glyc__3,-1.3597382511,0.2303422045
crp__delar2_glyc__1,-0.36628987350000003,0.4853504785
crp__delar2_glyc__2,-3.0506161422,0.3927659975
crp__delar2_glyc__3,-3.7489358821,0.3948630155
crp__delcrp_fru__1,-2.5523176478,0.6162616575000001
crp__delcrp_fru__2,-2.6093119373,0.6096158695
crp__delcrp_fru__3,-2.7405723801,0.6696930565
crp__delcrp_glc__1,-2.9130394658,0.6159912395
crp__delcrp_glc__2,-2.9762608545,0.5769884305
crp__delcrp_glc__3,-3.1543227521,0.6433646555
crp__delcrp_glyc__1,-3.4049757714,0.5216225305000001
crp__delcrp_glyc__2,-3.6154756558,0.5136604235000001
crp__delcrp_glyc__3,-3.4050250845,0.5493486975
glu__glu_ale3__1,-3.1014058819,0.9842932275
glu__glu_ale4__1,0.5973317343,0.0720306065
glu__glu_ale5__1,0.2488781452,-0.2066171585
glu__glu_ale6__1,2.0442900506,-0.2827235155
glu__glu_ale8__1,-6.5566770425000005,1.1711866145
glu__glu_ale9__1,-1.5895608953,0.6189531415
glu__glu_ale10__1,-2.5923681308,0.8068898215
42c__wt_42c__1,-0.5696695007,0.3514444485
42c__42c_ale1__1,-6.1174767578,0.6629417285
42c__42c_ale2__1,-0.35203246850000003,-0.0690696895
42c__42c_ale3__1,-0.3184942463,0.3102083805
42c__42c_ale4__1,-3.6943830544000003,0.49830451550000004
42c__42c_ale5__1,-0.4084842497,-0.09100902550000001
42c__42c_ale6__1,-5.6788809486,1.0296959145
42c__42c_ale8__1,-5.2274883021,0.7974113855
42c__42c_ale9__1,2.9163201567,0.0404771565
42c__42c_ale10__1,-7.169608494,0.8240788465000001
ssw__wt_ac__1,-1.0950962857,-0.0022315105
ssw__wt_glc__1,-0.4765784575,0.018138064500000002
ssw__wt_glyc__1,-6.5363445806,0.6275589565
ssw__wt_xyl__1,-4.1157745161,0.5066825475
ssw__glc_ale1__1,-2.7144333351,0.07746391550000001
ssw__glc_ale2__1,-1.8475457199,0.6450221375
ssw__glc_ale3__1,-0.5021727363,0.7567198115
ssw__glyc_ale1__1,-1.6997534469,0.32418669450000004
ssw__glyc_ale2__1,0.5946778747,0.7786523445
ssw__xyl_ale1__1,-5.6607849827,-0.41880499050000003
ssw__xyl_ale2__1,-5.0196501815,-0.0753927975
ssw__xyl_ale3__1,-2.6411317586000003,-0.2257314075
ssw__glc_ac_ac2__1,-1.9273807264,0.3142730865
ssw__glc_ac_glc1__1,-2.3362281577,-0.5662200235
ssw__glc_glyc_glc__1,-2.4725723028,0.26125609650000003
ssw__glc_glyc_glyc__1,-3.0821861891,-0.1648736745
ssw__glc_xyl_glc__1,-2.2767371749,-0.44930116750000004
ssw__glc_xyl_xyl__1,-2.7083533519,-0.4403320665
ica__wt_glc__1,0.9600506285,-0.38050993450000004
ica__wt_glc__2,1.0147734088,-0.3395163305
ica__wt_glc__3,0.1327183074,0.0448650185
ica__wt_glc__4,-0.4743786129,-0.08828588550000001
ica__arg_sbt__1,-6.7201804015,0.0442928415
ica__arg_sbt__2,-6.3393260559,-0.1373279315
ica__cytd_rib__1,-3.8171754074,0.15591161850000002
ica__cytd_rib__2,-3.7537182861,0.2147745795
ica__gth__1,-4.2066257183,0.4174664725
ica__gth__2,-3.9836243808000003,0.5693265205
ica__leu_glcr__1,-5.8934834671,-0.0990638855
ica__leu_glcr__2,-5.7861294524,-0.1666303405
ica__met_glc__1,0.9121034,-0.2602991415
ica__met_glc__2,1.0875658653,-0.3463274425
ica__no3_anaero__1,-0.9534974401,0.4437923395
ica__no3_anaero__2,-0.4707148554,0.3945434645
ica__phe_acgam__1,-0.0799724336,-0.27006354850000003
ica__phe_acgam__2,-0.13391865320000002,-0.3286892495
ica__thm_gal__1,-0.1170944079,-0.1712124355
ica__thm_gal__2,-0.3049200446,-0.0123281855
ica__tyr_glcn__1,-6.0176693452,-0.5788652405
ica__tyr_glcn__2,-6.1116026759,-0.4623621705
ica__ura_pyr__1,-0.35228856550000004,-0.2522158305
ica__ura_pyr__2,-0.6522923006,-0.1871445475
ica__wt_glc__5,0.1544265309,-0.1255222965
ica__wt_glc__6,-0.0016580291000000001,-0.1132508385
ica__bw_delpurR_cytd__1,1.1070755835,-0.36566553350000003
ica__bw_delpurR_cytd__2,-0.32920037550000003,-0.47030838350000004
ica__ade_glc__1,-0.294635431,-0.3558620065
ica__ade_glc__2,0.7850454862,-0.4657624685
ytf__wt_glc__1,-0.8504601471000001,-0.0172654235
ytf__wt_glc__2,-2.1955575205,0.1976335685
ytf__delyafC__1,-4.4665836475,0.5656874815
ytf__delyafC__2,-4.7224774637,0.5766021605
ytf__delyeiE__1,-1.2225611822,0.3033699375
ytf__delyeiE__2,-0.12263790670000001,-0.0004741605
ytf__delyiaJ__1,-3.2121240956,0.5240269315
ytf__delyiaJ__2,-3.2994422199,0.5307552265000001
ytf__delyieP__1,-5.0587028394,0.6510175845
ytf__delyieP__2,-5.2118582625,0.4749709375
ytf__wt_ph5__1,-0.42425333740000004,0.0462692145
ytf__wt_ph5__2,-0.6898292340000001,-0.0060055055
ytf__wt_ph8__1,0.7847694969,-0.050385978500000005
ytf__wt_ph8__2,0.557943681,-0.11868331650000001
ytf__delybaO__1,-4.3475123146,0.45847293650000004
ytf__delybaO__2,-4.8630569529,0.4733400735
ytf__delybaQ__1,-0.0984435302,0.022831273500000002
ytf__delybaQ__2,0.17968944250000002,0.0165793755
ytf__delybiH__1,-2.0229586283,0.3851366525
ytf__delybiH__2,-4.8178096228000005,0.5312406685000001
ytf__delydcI_ph5__1,-0.3047811789,-0.0632748965
ytf__delydcI_ph5__2,-0.3077555473,-0.0995178845
ytf__delydcI_ph8__1,2.7798337346,-0.0487368415
ytf__delydcI_ph8__2,0.3370477542,-0.1145527805
ytf__delyddM__1,-1.4936359371,0.3805022595
ytf__delyddM__2,-1.4176016447,0.31563739150000003
ytf__delyheO__1,-4.0297605541,0.5185415695
ytf__delyheO__2,-5.0512066007,0.5950104515
fps__bw_glc__1,1.2125187588,-0.11897339350000001
fps__bw_glc__2,1.1256337258,-0.1876094305
fps__fps_thrA_ale1__1,-1.3287814203,0.0364597635
fps__fps_thrA_ale1__2,-0.7970174079,0.0247278585
fps__fps_thrA_ale2__1,-2.0551527859,-0.0388479025
fps__fps_thrA_ale2__2,-1.7535062469,0.0496640805
fps__fps_serB_ale1__1,1.592721912,0.1015159925
fps__fps_serB_ale1__2,1.9464282612,0.1460643425
fps__fps_serB_ale4__1,-1.0118551496,0.0579870625
fps__fps_serB_ale4__2,-1.0791413902,0.038559774500000005
fps__fps_ptsI_ale1__1,-1.2211095701,-0.2493875315
fps__fps_ptsI_ale1__2,-1.2327599161,-0.2188357435
fps__fps_ptsI_ale3__1,-0.9162313126,-0.3297567745
fps__fps_ptsI_ale3__2,-0.9473197178,-0.3017834345
pal__lyx_ale2_f6__1,-2.3129309547,0.0289854165
pal__lyx_ale2__1,-2.1971091862,-0.030062717500000002
pal__lyx_ale2__2,-2.5189585014,0.0825845675
pal__lyx_ale4__1,-0.8940734312,-0.5253323565
pal__lyx_ale4__2,-1.554303181,-0.5971134225
pal__5drib_ale10_f18__1,-2.8622644242,-0.2750957175
pal__5drib_ale10_f18__2,-3.1064951181,-0.4649782905
pal__5drib_ale10__1,-2.1055683885,0.0273224255
pal__arab_ale14_f9__1,-2.0782860128,0.0744084275
pal__arab_ale14_f9__2,-1.6469431682,0.0462658075
pal__arab_ale14__1,0.6015334502,-0.16607948150000001
pal__arab_ale14__2,0.8777208166,-0.2610197745
pal__arab_ale16__1,-2.0364583111,-0.1383743895
pal__arab_ale16__2,-2.0314994299,0.1688846175
pal__tartr_ale26_f10__1,-3.8931019285,-0.2831895895
pal__tartr_ale26_f10__2,-4.1298846721,-0.1176862765
pal__tartr_ale26__1,-2.8296491546,-0.2056136775
pal__tartr_ale26__2,-2.7868606539,-0.1667168365
pal__tartr_ale28_f10__1,-3.3461041058,0.2585135195
pal__tartr_ale28_f10__2,-3.2205838506,0.1535454575
pal__tartr_ale28__1,-0.8184337826,-0.1524944065
pal__tartr_ale28__2,-1.2527419559,-0.2785926395
efeU__delmenFentC_citr__1,0.3622310442,-0.027820755500000002
efeU__delmenFentC_citr__2,0.4061031135,0.0552518145
efeU__delmenFentC__1,-1.4193237751,0.33851788050000003
efeU__delmenFentC__2,-1.3065464437,0.3544107815
efeU__menFentC_ale39__1,-1.1439706026,0.8759950055
efeU__menFentC_ale39__2,0.7376208657000001,0.8395594895
efeU__menFentC_ale29__1,-4.6056229402,0.5191820695
efeU__menFentC_ale29__2,-4.7871483536,0.6371801505
efeU__menFentC_ale30__1,0.18953573,-0.0669747525
efeU__menFentC_ale30__2,0.40943461800000003,-0.1452234365
efeU__menFentCubiC_ale36__1,-1.1334267926,0.2019123935
efeU__menFentCubiC_ale36__2,-1.2737365898,0.1515568945
efeU__menFentCubiC_ale37__1,-1.6955802101000002,0.1324167705
efeU__menFentCubiC_ale37__2,-1.5623276886,0.1272345645
efeU__menFentCubiC_ale38__1,0.012358719800000001,-0.2164090395
efeU__menFentCubiC_ale38__2,0.012416747300000001,-0.2740227635
misc2__salc_glc__1,-2.2032486249,0.1161174405
misc2__salc_glc__2,-2.3704688301,0.3342462145
misc2__dbcn_glc__1,2.5014844481000003,-0.35917890350000004
misc2__dbcn_glc__2,1.6043097259999999,-0.0422559395
misc2__tyr_glc__1,-5.1977042695,-0.0357407095
misc2__tyr_glc__2,-5.1539237282,-0.0160271545
misc2__arg_cytd__1,0.0847869215,-0.2321965215
misc2__arg_cytd__2,0.449571084,-0.3173456705
misc2__delyheO_pyr__1,-0.5745313292,-0.0463636075
misc2__delyheO_pyr__2,0.1846661325,-0.1190859315
nquinone__delubiC__1,-0.4925566954,-0.0226051575
nquinone__delubiC__2,-0.9721510284,0.07962564750000001
nquinone__ubiC_ale1__1,-0.5744917966,0.1032627415
nquinone__ubiC_ale1__2,-0.5974664788,0.0826953485
nquinone__ubiC_ale2__1,-0.8908678652,0.050494130500000005
nquinone__ubiC_ale2__2,-0.7523878057000001,0.0173607275
nquinone__ubiC_ale3__1,-2.3167605755,0.1833523765
nquinone__ubiC_ale3__2,-2.4016030309,0.1524629635
nquinone__ubiC_ale4__1,-0.5937191582,0.12694610750000002
nquinone__ubiC_ale4__2,-1.2774496753,0.1310559785
nquinone__delpdhR__1,-0.1176140973,-0.3822973465
nquinone__delpdhR__2,-0.0449837315,-0.2678021715
quinone__glu_ale4__1,0.9200995843,-0.1201467175
quinone__glu_ale4__2,0.0112681411,0.2523213505
quinone__delmenF__1,-0.1940439428,-0.0362942645
quinone__delmenF__2,0.27053915440000004,0.0865877525
quinone__menF_ale5__1,-4.1273585298,0.7966112745
quinone__menF_ale5__2,-3.8845546148,0.7371054345
quinone__menF_ale6__1,-4.1206809392,0.8014125415000001
quinone__menF_ale6__2,-4.0604548881,0.7170202525
quinone__menF_ale7__1,-4.4481272795,0.7876835745
quinone__menF_ale7__2,-4.4167031233,0.6989472365
quinone__menF_ale8__1,-3.5594378714,0.9384274825000001
quinone__menF_ale8__2,-3.6555472966,0.6171622905
quinone__delmenFubiC__1,-1.1530425901,0.2337289675
quinone__delmenFubiC__2,-1.0861530575,0.2006469945
quinone__menFubiC_ale1__1,-3.0019000518,0.7407681985
quinone__menFubiC_ale1__2,-2.4667298777,0.7280058805
quinone__menFubiC_ale2__1,-3.2076452944,0.8368812395
quinone__menFubiC_ale2__2,-2.8823726989000003,0.8741204555000001
quinone__menFubiC_ale3__1,0.1530295949,-0.0547037405
quinone__menFubiC_ale3__2,-0.2230455183,-0.20616322650000002
quinone__menFubiC_ale4__1,-4.4246450624,0.7221217105000001
quinone__menFubiC_ale4__2,-4.4571163263,0.6551152035000001
oxyR__wt_glc__1,0.6290235671000001,-0.2604133435
oxyR__wt_glc__2,0.4346161834,-0.2761225955
oxyR__wt_h2o2__1,0.19380580460000002,-0.2157244465
oxyR__wt_h2o2__2,-0.14326952440000001,0.0287031625
oxyR__glu_ale4__1,-0.11195240520000001,0.34623504250000003
oxyR__glu_ale4__2,0.0327745111,0.3688593545
oxyR__glu_ale4_h2o2__1,-0.2223811259,0.5433138695
oxyR__glu_ale4_h2o2__2,0.37540328,0.5943429725
oxyR__oxyR_ale17__1,0.8840119171,0.26625520950000003
oxyR__oxyR_ale17__2,0.9539361802,0.45756600950000004
oxyR__oxyR_ale17_h2o2__1,-0.14660525130000002,0.1879807345
oxyR__oxyR_ale17_h2o2__2,0.589990706,0.0634208655
oxyR__oxyR_ale18__1,1.2677907761,-0.38836777250000004
oxyR__oxyR_ale18__2,1.0864592951,-0.4791334815
oxyR__oxyR_ale18_h2o2__1,0.62571813,0.0610812185
oxyR__oxyR_ale18_h2o2__2,0.2983644981,0.0773576805
oxyR__oxyR_ale19__1,1.8238582705000002,-0.5384180455
oxyR__oxyR_ale19__2,1.8697669647000001,-0.38069722850000004
oxyR__oxyR_ale19_h2o2__1,1.5571938154,-0.5851973005000001
oxyR__oxyR_ale19_h2o2__2,1.6214531757000001,-0.5863889075000001
oxyR__oxyR_ale20__1,2.0895426307,-0.0026499365
oxyR__oxyR_ale20__2,2.0953895227,-0.0399742715
oxyR__oxyR_ale20_h2o2__1,1.2428615152,0.0039179955
oxyR__oxyR_ale20_h2o2__2,1.1075932375,0.0485342005
svns_pgi__BmePgi24_15__1,0.24904766250000002,-0.0273723225
svns_pgi__BmePgi24_15__2,0.3965591055,-0.0478000125
svns_pgi__BmePgi24_26__1,0.4677317784,-0.10168561450000001
svns_pgi__BmePgi24_26__2,0.4333658818,-0.13863780550000002
svns_pgi__BmePgi24_41__1,-0.8002101702000001,0.3488196785
svns_pgi__BmePgi24_41__2,0.3510572563,-0.0873080375
svns_pgi__BmePgi24_52__1,0.4933011648,-0.0100724235
svns_pgi__BmePgi24_52__2,0.7543074864,-0.1764878575
svns_pgi__PaePgi2_34__1,-1.4525712652,0.2018475935
svns_pgi__PaePgi2_34__2,-1.2175267705000001,0.1173453935
svns_pgi__PaePgi2_63__1,-2.0325361544,0.2694432275
svns_pgi__PaePgi2_63__2,-2.0456779206,0.2452913095
svns_pgi__PaePgi24_54__1,-0.6455652930000001,0.1335388605
svns_pgi__PaePgi24_54__2,-0.7876408813,0.0878285585
svns_pgi__PaePgi24_90__1,-1.0336857202,0.19032787850000002
svns_pgi__PaePgi24_90__2,-0.9366713626000001,0.1896671355
abx_media__m9_ctrl__1,-0.1465344763,0.0096385845
abx_media__m9_ctrl__2,0.3971953192,0.1482531135
abx_media__rpmi_ctrl__1,-3.7178841169,-0.1820912245
abx_media__rpmi_ctrl__2,-3.425568993,0.20297444950000001
abx_media__camhb_ctrl__1,-1.9022913462000002,-0.5455479735000001
abx_media__camhb_ctrl__2,-2.5471416896,-0.6385058355000001
abx_media__m9_mero__1,0.9524581954,-0.1343648215
abx_media__m9_mero__2,0.0898572718,-0.16004899150000002
abx_media__rpmi_mero__1,-3.6073973388000002,-0.33039199750000003
abx_media__rpmi_mero__2,-3.9753989279,-0.0647507645
abx_media__camhb_mero__1,-1.9125480561,-1.0091651075
abx_media__camhb_mero__2,-2.0815040852,-0.9203391425
abx_media__m9_trisulf__1,-2.1545684765,-0.0157147825
abx_media__m9_trisulf__2,-2.4112170714,0.051639723500000005
abx_media__rpmi_trisulf__1,-3.1476874826,-0.5295442765
abx_media__rpmi_trisulf__2,-3.182763245,-0.5068848585
abx_media__camhb_trisulf__1,-3.3391357944,-0.26725747250000004
abx_media__camhb_trisulf__2,-3.3639498234,-0.37751837050000003
abx_media__m9_cef__1,-1.9652215133,-0.0081174705
abx_media__m9_cef__2,-1.5439211286,0.0132191045
abx_media__rpmi_cef__1,-0.6557669357,0.28301578450000003
abx_media__rpmi_cef__2,-0.4625569399,0.29630900050000003
abx_media__camhb_cef__1,-2.3638845711,-0.24334722350000002
abx_media__camhb_cef__2,-2.2236441381,-0.2493751385
abx_media__m9_cipro__1,-1.2857415098,-0.1887439065
abx_media__m9_cipro__2,-1.4443600173,-0.20996622450000002
abx_media__rpmi_cipro__1,-2.2121625662,-0.4821898545
abx_media__rpmi_cipro__2,-2.6361235500999998,-0.5204770475
abx_media__camhb_cipro__1,-3.2080979143,-0.5370838245
abx_media__camhb_cipro__2,-2.8646732384,-0.4516269375
hot_tale__42c_ale3_30c__1,1.7896527864,-0.3249688555
hot_tale__42c_ale3_30c__2,1.4071798878,-0.3795756395
hot_tale__42c_ale3_37c__1,1.1179087008,-0.30828850950000003
hot_tale__42c_ale3_37c__2,1.0165246523,-0.2941863865
hot_tale__42c_ale3_44c__1,0.5672787147,0.5488233025
hot_tale__42c_ale3_44c__2,0.5240968291,0.4516306295
hot_tale__hot_ale3_mid_30c__1,-0.2122007868,0.1138309225
hot_tale__hot_ale3_mid_30c__2,-0.5697508551,0.062107023500000004
hot_tale__hot_ale3_mid_37c__1,-0.0234866105,-0.3070936575
hot_tale__hot_ale3_mid_37c__2,0.2554425546,-0.15959407850000001
hot_tale__hot_ale3_mid_44c__1,0.7025943760000001,0.0293072605
hot_tale__hot_ale3_mid_44c__2,0.9918366818000001,0.2443419735
hot_tale__hot_ale3_30c__1,-0.3798734293,-0.0635110465
hot_tale__hot_ale3_30c__2,-0.5423572961,-0.1947191705
hot_tale__hot_ale3_37c__1,-0.4065288917,-0.4305963285
hot_tale__hot_ale3_37c__2,-0.38549823600000005,-0.3544595525
hot_tale__hot_ale3_44c__1,0.0927018272,-0.1738420565
hot_tale__hot_ale3_44c__2,1.1078778091,-0.0505229695
hot_tale__hot_ale4_30c__1,1.8653799358,-0.3119748785
hot_tale__hot_ale4_30c__2,1.6506455328,-0.3825624325
hot_tale__hot_ale4_37c__1,1.3426628808,-0.4684274935
hot_tale__hot_ale4_37c__2,1.1938822924,-0.3443794375
hot_tale__hot_ale4_44c__1,1.4452870387,0.2692837755
hot_tale__hot_ale4_44c__2,0.9429948683,0.2631765595
hot_tale__hot_ale8_30c__1,1.365476399,-0.1575936165
hot_tale__hot_ale8_30c__2,1.6644934195,-0.2661097135
