,A,NsrR
pdhr_ale__pdhR-13_51__2,2.1700792037,1.59313867
pdhr_ale__pdhR-14_46__1,1.0029592578,2.0549814299999998
pdhr_ale__pdhR-14_46__2,1.5389057632,1.8002385410000001
pdhr_ale__pdhR-15_51__1,2.2851508521,1.761252115
pdhr_ale__pdhR-15_51__2,2.1454437579,1.89606618
pdhr_ale__pdhR-16_49__1,1.92838456,1.8814794090000002
pdhr_ale__pdhR-16_49__2,1.7460771757,1.765012988
tcs__del_atoC_LiAcet__1,0.6980135651,1.548578713
tcs__del_atoC_LiAcet__2,0.9230927167,0.744187327
tcs__del_atoC_LiCl__1,1.0479774468,1.005628391
tcs__del_atoC_LiCl__2,1.2300646634,0.9409918290000001
tcs__del_atoC_m9__1,1.3238018158,1.6106628600000001
tcs__del_atoC_m9__2,1.2860485218,1.4127570710000001
tcs__del_baeR_etoh__1,6.9305802456,1.456318291
tcs__del_baeR_etoh__2,7.71143203,1.268819751
tcs__del_baeR_lb__1,4.6650527475,1.251054414
tcs__del_baeR_lb__2,4.5561662462,1.305773135
tcs__del_btsR_01xlb__1,2.2710837203,2.054207888
tcs__del_btsR_01xlb__2,1.8572999311,1.990850333
tcs__del_btsR_lb__1,14.3464700283,1.751729818
tcs__del_btsR_lb__2,14.5888686199,1.756318883
tcs__del_btsR_pyruvate__1,1.6640078258000002,1.446498619
tcs__del_btsR_pyruvate__2,2.0776215404,1.9683834720000002
tcs__del_cpxR_etoh__1,7.1518513169,2.076353832
tcs__del_cpxR_etoh__2,7.9083059309,2.072519575
tcs__del_cpxR_lb__1,4.4458481926,1.7007101370000002
tcs__del_cpxR_lb__2,4.7075845005,0.8247374110000001
tcs__del_cusR_CuSO4__1,6.0880539249,0.8781103870000001
tcs__del_cusR_CuSO4__2,6.1239981636,1.41003419
tcs__del_cusR_lb__1,6.5878586466,1.342617221
tcs__del_cusR_lb__2,6.5220507857,1.4214530920000001
tcs__del_kdpE_01-kcl__1,0.45279759550000004,1.410123591
tcs__del_kdpE_01-kcl__2,0.5727030863,1.004282357
tcs__del_kdpE_115-kcl__1,-0.5399363206000001,1.079412066
tcs__del_kdpE_115-kcl__2,-0.8139246417,1.334057072
tcs__del_phoB_m9__1,1.6794915493,1.598995118
tcs__del_phoB_m9__2,1.1597801425,1.5433192720000002
tcs__del_phoB_m9p__1,6.241611232,1.721463517
tcs__del_phoB_m9p__2,6.3638022676,1.811688323
tcs__del_rcsB_etoh__1,8.9179978172,1.389184645
tcs__del_rcsB_etoh__2,8.7350709604,1.273032637
tcs__del_rcsB_lb__1,4.5378088041,0.904723636
tcs__del_rcsB_lb__2,4.9180585221,0.7844170060000001
tcs__del_zraR_lb__1,2.1047539393,0.8213194930000001
tcs__del_zraR_lb__2,2.3740660425,1.03051585
tcs__del_zraR_zncl2__1,2.993203798,1.482867883
tcs__del_zraR_zncl2__2,2.8823121002,1.145109189
tcs__wt_01-kcl__1,1.0313764255,1.19055274
tcs__wt_01-kcl__2,1.1894081307,1.3017303340000002
tcs__wt_01xlb__1,2.1402940536,1.8538627600000002
tcs__wt_01xlb__2,2.126647614,2.020913852
tcs__wt_115-kcl__1,-0.32751793100000004,1.356145446
tcs__wt_115-kcl__2,-0.4360315174,1.545090198
tcs__wt_CuSO4__1,6.6340913162,1.7179222310000002
tcs__wt_CuSO4__2,7.1879083378,1.455820048
tcs__wt_etoh__1,7.4989255566,1.242798948
tcs__wt_etoh__2,7.8185567022,1.6447333830000002
tcs__wt_lb__1,4.5427057052,1.076080828
tcs__wt_lb__2,4.4567175738,0.8090966110000001
tcs__wt_LiAcet__1,1.2942416527,0.929879497
tcs__wt_LiAcet__2,0.7979741337,1.564388275
tcs__wt_LiCl__1,1.906896663,1.3768943710000001
tcs__wt_LiCl__2,1.6147942538,1.480912943
tcs__wt_m9p__1,5.9754868494,1.856367357
tcs__wt_m9p__2,6.116653315,1.992380989
tcs__wt_pyr__1,2.3773004229,1.805030361
tcs__wt_pyr__2,2.1971588643,1.83028283
tcs__wt_zncl2__1,2.8133472194999998,1.077291126
tcs__wt_zncl2__2,2.89315254,0.901714682
ros_tale__1_112_0pq__1,1.2672754632,4.461692279
ros_tale__1_112_0pq__2,1.6021722687,4.315319832
ros_tale__1_112_250pq__1,1.2322987243,4.134550742
ros_tale__1_112_250pq__2,1.8970791479,3.933542617
ros_tale__1_112_750pq__1,1.6556374530000002,4.005835144
ros_tale__1_112_750pq__2,1.485232329,4.33057008
ros_tale__1_112_750pq__3,1.0426033711,4.602493522
ros_tale__3_76_0pq__1,0.8630755910000001,1.637122371
ros_tale__3_76_0pq__2,0.4962934376,1.6922586769999999
ros_tale__3_76_0pq__3,0.1774598722,2.202394401
ros_tale__3_76_0pq__4,0.8579489946000001,2.389662393
ros_tale__3_76_250pq__1,3.6234534298,4.30674893
ros_tale__3_76_250pq__2,2.550466225,5.160813632
ros_tale__3_76_750pq__1,1.6354982304,5.494272872
ros_tale__3_76_750pq__2,0.8822620816000001,5.280563452
ros_tale__7_103_0pq__1,1.4074897908000001,5.209799032
ros_tale__7_103_0pq__2,1.6391913058,5.223362522
ros_tale__7_103_0pq__3,1.0469454949,5.189007812
ros_tale__7_103_0pq__4,1.7844071787,5.2165309220000005
ros_tale__7_103_250pq__1,0.5037854970000001,4.629707122
ros_tale__7_103_250pq__2,-0.0438018486,4.535611832
ros_tale__7_103_750pq__1,0.45639426580000003,4.087333139
ros_tale__7_103_750pq__2,0.7017227189,4.156176381
ros_tale__9_77_0pq__1,9.4055574766,4.8637175720000005
ros_tale__9_77_0pq__2,6.1140366134,4.908970352
ros_tale__9_77_250pq__1,9.0711477784,5.516599692
ros_tale__9_77_250pq__2,7.7871334116,5.797296702
ros_tale__9_77_750pq__1,9.6163223264,4.27081974
ros_tale__9_77_750pq__2,9.2767822217,4.879394332
ros_tale__11_83_0pq__1,1.8883224624000001,3.501633012
ros_tale__11_83_0pq__2,2.1675989863,3.323645875
ros_tale__11_83_250pq__1,2.4105508454,3.540907041
ros_tale__11_83_250pq__2,2.9034569455,3.170328326
ros_tale__11_83_750pq__1,2.6348970002,3.507148741
ros_tale__11_83_750pq__2,2.9194530816,3.020429878
ros_tale__13_87_0pq__1,1.296475918,4.026490957
ros_tale__13_87_0pq__2,0.7507149657000001,4.246056697
ros_tale__13_87_250pq__1,1.468721404,4.107775327
ros_tale__13_87_250pq__2,2.3275665632,3.65612155
ros_tale__13_87_750pq__1,2.4306584648,3.888920128
ros_tale__13_87_750pq__2,2.2142448927,4.252979794
ros_tale__14_27_0pq__1,0.5236157206000001,5.569879342
ros_tale__14_27_0pq__2,0.44974125930000003,5.314773252
ros_tale__14_27_250pq__1,0.9220716892,4.894306482
ros_tale__14_27_250pq__2,0.6327785716000001,4.6737847420000005
ros_tale__14_27_750pq__1,4.4110484895,3.714156061
ros_tale__14_27_750pq__2,4.9629606104,3.81278069
ros_tale__16_28_250pq__1,1.9163632503999999,0.646388261
ros_tale__16_28_250pq__2,2.2157394212,0.8078648180000001
ros_tale__16_32_0pq__1,3.1134446177,3.520812256
ros_tale__16_32_0pq__2,2.5341605649,3.710992759
ros_tale__16_32_0pq__3,1.3532234220000001,0.43870101600000005
ros_tale__16_32_0pq__4,1.2936020092,0.403161671
ros_tale__16_32_250pq__1,1.3346585122,0.46231758900000003
ros_tale__16_32_250pq__2,1.127059972,0.087080184
ros_tale__16_32_750pq__1,1.1205782932,3.806758273
ros_tale__16_32_750pq__2,2.1267758514,3.356115872
ros_tale__17_104_0pq__1,4.6670534608,2.679184601
ros_tale__17_104_0pq__2,4.0471978103,2.548310111
ros_tale__17_104_250pq__1,2.7187291267,2.4000515140000003
ros_tale__17_104_250pq__2,3.5287779999,2.376437447
ros_tale__17_104_250pq__3,3.330097184,2.687987368
ros_tale__17_104_250pq__4,3.6954373926,2.150974538
ros_tale__17_104_750pq__1,3.0615901176,2.923027392
ros_tale__17_104_750pq__2,2.8235660921,2.899324477
ros_tale__18_24_250pq__1,1.5616208423,1.395445286
ros_tale__18_24_250pq__2,1.7576903534000001,1.064370967
ros_tale__18_36_0pq__1,1.4549816904,4.45458236
ros_tale__18_36_0pq__2,1.7082260538,4.34558358
ros_tale__18_36_0pq__3,0.4440828301,0.538902929
ros_tale__18_36_0pq__4,0.35413952670000004,0.047869321000000006
ros_tale__18_36_250pq__1,0.4631628453,0.041072425
ros_tale__18_36_250pq__2,0.5223171427000001,-0.012503701
ros_tale__18_36_750pq__1,1.8116474292,4.009597303
ros_tale__18_36_750pq__2,1.3286730634000001,3.863701227
ros_tale__19_91_0pq__1,2.9295614427,2.736846969
ros_tale__19_91_0pq__2,2.1847174116,2.758883949
ros_tale__19_91_250pq__1,3.22923001,2.764449722
ros_tale__19_91_250pq__2,2.6714455861,2.835646622
ros_tale__19_91_750pq__1,1.927138765,3.056922599
ros_tale__19_91_750pq__2,3.058340417,3.735463352
ros_tale__19_91_750pq__3,2.5206134832,3.329429529
ros_tale__19_91_750pq__4,3.5867477145,4.235539097
ros_tale__21_97_0pq__1,0.9323121142,4.676268892
ros_tale__21_97_0pq__2,-0.5573801825,5.231715492
ros_tale__21_97_250pq__1,0.2549804183,5.316867362
ros_tale__21_97_250pq__2,0.8702008956,5.311058472
ros_tale__21_97_750pq__1,-0.2102399419,5.507221102
ros_tale__21_97_750pq__2,0.3069669504,5.438681562
ros_tale__25_111_0pq__1,0.46543533270000004,4.837429942
ros_tale__25_111_0pq__2,-0.6860436227000001,4.5191262420000005
ros_tale__25_111_250pq__1,0.2255328061,4.5387958919999996
ros_tale__25_111_250pq__2,-0.2950875918,4.981030082
ros_tale__25_111_750pq__1,-0.1262436565,4.953561802
ros_tale__25_111_750pq__2,-0.5194297418,4.799408562
ros_tale__29_119_0pq__1,-0.1348419152,5.040676152
ros_tale__29_119_0pq__2,0.7620375084000001,4.763882222
ros_tale__29_119_250pq__1,0.7302001208000001,4.664151262
ros_tale__29_119_250pq__2,0.1132965938,5.084500312
ros_tale__29_119_750pq__1,1.166876579,4.635987782
ros_tale__29_119_750pq__2,1.7552621288,4.618518282
ros_tale__ALE4_0pq__1,1.195930658,0.47407844
ros_tale__ALE4_0pq__2,0.9115760111000001,0.41746713100000005
ros_tale__ALE4_250pq__1,3.7827993032,1.52268892
ros_tale__ALE4_250pq__2,3.5104650078,1.46880923
pcoli__atASMT_325G__1,-0.2354625024,0.640228988
pcoli__atASMT_325G__2,-0.0823574777,0.6667890830000001
pcoli__bpTDC__1,1.2161525884,0.587852082
pcoli__bpTDC__2,1.5383721912000001,0.5846891080000001
pcoli__BRCA__1,0.469133236,0.251359838
pcoli__BRCA__2,0.7920730210000001,0.417960571
pcoli__BRCActrl__1,1.5198968274,0.8257220670000001
pcoli__BRCActrl__2,2.1078072076,0.867360094
pcoli__BRCAswap__1,1.4754416576,0.658680123
pcoli__BRCAswap__2,1.377460012,0.7489586760000001
pcoli__btAANAT__1,0.3287155666,0.482034344
pcoli__btAANAT__2,0.5975450434,0.66793233
pcoli__btASMT__1,0.32920358450000003,0.360570567
pcoli__btASMT__2,-0.2467315918,0.377807612
pcoli__CC1__1,0.45138860080000004,0.9210410840000001
pcoli__CC1__2,0.105647026,0.29254253900000005
pcoli__ccCOMT__1,0.1608196678,0.658879014
pcoli__ccCOMT__2,0.5812269327,0.5888839610000001
pcoli__ckDDC__1,0.8054846861,1.294919784
pcoli__ckDDC__2,1.295003418,1.406252564
pcoli__CNTF_belt__1,0.22449355240000002,0.505802159
pcoli__CNTF_belt__2,0.19608679440000001,0.35032393900000003
pcoli__cobPNMT__1,0.40187089130000003,0.406448572
pcoli__cobPNMT__2,0.4173258385,0.5806856020000001
pcoli__cvPhhB__1,-0.0316131923,0.875688809
pcoli__cvPhhB__2,0.9300451482000001,1.118855541
pcoli__ggAANAT__1,0.2827054775,0.5840056490000001
pcoli__ggAANAT__2,0.1927668613,0.756472189
pcoli__ggTPH__1,0.30149838570000004,0.46731775500000006
pcoli__ggTPH__2,0.0181480303,0.49336250600000003
pcoli__hsAANAT__1,4.5407438798,1.398363381
pcoli__hsAANAT__2,4.5948670876,0.782218186
pcoli__hsASMT__1,1.0494628994,0.5257077490000001
pcoli__hsASMT__2,1.1729443499,0.6632957890000001
pcoli__hsPNMT_mb__1,0.4834370128,0.23664236900000002
pcoli__hsPNMT_mb__2,0.218204756,0.5383509860000001
pcoli__hsTPH__1,-0.16140410430000002,0.328872037
pcoli__hsTPH__2,0.6665457245,0.7310723610000001
pcoli__hsTPH_E2K__1,0.7929247638,0.668648896
pcoli__hsTPH_E2K__2,1.0793391417,1.252405699
pcoli__hsTPH_E2K_N91I_P99C__1,0.3800328226,0.055849747000000005
pcoli__hsTPH_E2K_N91I_P99C__2,0.3384264314,0.563237524
pcoli__hsTPH_N158trunc__1,1.6944095753,1.8053978370000001
pcoli__hsTPH_N158trunc__2,1.6034675644,1.560127004
pcoli__hsTPH_N174trunc__1,0.5402406329,0.919791797
pcoli__hsTPH_N174trunc__2,0.7396786686,1.041569813
pcoli__hsTPH_Ntermtrunc__1,2.326911555,1.6652461230000002
pcoli__hsTPH_Ntermtrunc__2,2.2844954133,1.039705413
pcoli__hsTPH1__1,1.1340909003,0.50274254
pcoli__hsTPH1__2,1.3180772993,0.6401297970000001
pcoli__MBP__1,1.4532748831,1.061396366
pcoli__MBP__2,1.5751926702999999,0.55110956
pcoli__msCOMT__1,0.9387844026000001,0.7545692190000001
pcoli__msCOMT__2,0.9287431596,0.30918041300000004
pcoli__ocAANAT__1,0.5177651029,0.42315771100000005
pcoli__ocAANAT__2,0.11957954250000001,0.5002385460000001
pcoli__osTDC_K374H__1,2.5977068694,0.853500699
pcoli__osTDC_K374H__2,3.2860519403,0.9497951040000001
pcoli__osTDC_K374L__1,1.4501319451,0.404986035
pcoli__osTDC_K374L__2,1.3809535676,0.6214890980000001
pcoli__osTDC_K374Q__1,1.2420775808,0.583249451
pcoli__osTDC_K374Q__2,0.7098262109,0.683855255
pcoli__osTDC_L360V__1,1.0564509682,0.5322341620000001
pcoli__osTDC_L360V__2,1.3128353455,0.6781150260000001
pcoli__pmTPH__1,0.314733568,0.256661592
pcoli__pmTPH__2,1.0664180837,0.45911598000000003
pcoli__RFC__1,0.3651597385,0.454826074
pcoli__RFC__2,0.0866607851,0.531610887
pcoli__RFCctrl__1,4.7580457285,1.269634187
pcoli__RFCctrl__2,5.3927551823,1.514913438
pcoli__RFCnopause__1,4.0703182082,1.832961799
pcoli__RFCnopause__2,5.0471128901,1.619666934
pcoli__RFCpluspause__1,5.8596670353,1.393605363
pcoli__RFCpluspause__2,5.8279794813,1.601979693
pcoli__rnCOMT_sol__1,3.5886358664999998,1.257606848
pcoli__rnCOMT_sol__2,3.3133560621,1.229889065
pcoli__rnPNMT__1,1.2731144410000002,0.23474323200000002
pcoli__rnPNMT__2,1.6260132239,0.49636703600000004
pcoli__rnTDC__1,0.2971726116,0.708811446
pcoli__rnTDC__2,0.5967919797,0.26769980200000004
pcoli__rnTDC_trunc__1,0.5987253021,0.744561353
pcoli__rnTDC_trunc__2,1.1772135443,0.8644113999999999
pcoli__saCOMT_T2A__1,0.0923764512,0.6902737080000001
pcoli__saCOMT_T2A__2,-0.1229477992,0.500532304
pcoli__sfCOMT__1,0.2701250236,0.047558889
pcoli__sfCOMT__2,0.1471139655,0.355427861
pcoli__sgAANAT_D63G__1,0.1601498822,1.001950217
pcoli__sgAANAT_D63G__2,0.2836384515,0.009407143
pcoli__ssDDC__1,0.7118658928,0.538935311
pcoli__ssDDC__2,1.0834518511,0.8432238470000001
pcoli__TP53B__1,0.0964666717,0.602337346
pcoli__TP53B__2,0.5722714511,0.772970142
pcoli__WT__1,3.1884149818,1.782070556
pcoli__WT__2,2.3605276062,1.618886083
cck__glu_ale4__1,1.3736872758,1.028856281
cck__glu_ale4__2,1.1177395664,0.744426043
cck__cck_ale1__1,1.7190464933,0.463376475
cck__cck_ale1__2,1.4815080786000001,0.45484550500000004
cck__cck_ale2__1,0.8388684988,0.420913613
cck__cck_ale2__2,1.2806418981,0.530651226
cck_pgi__gmos_delpgi__1,0.5352230585000001,1.25027072
cck_pgi__gmos_delpgi__2,1.1695246034,1.134482867
cck_pgi__pgi_ale1__1,0.540893077,0.8059993160000001
cck_pgi__pgi_ale1__2,-0.0158633923,0.9378856830000001
cck_pgi__pgi_ale2__1,0.12147956650000001,1.121471815
cck_pgi__pgi_ale3__1,0.1726775167,0.8444813050000001
cck_pgi__pgi_ale3__2,-0.2149680906,0.9716949410000001
cck_pgi__pgi_ale4__1,0.6712480011,1.03843687
cck_pgi__pgi_ale4__2,1.2207932219,0.796233528
cck_pgi__pgi_ale4__3,0.7731450633,0.551304635
cck_pgi__pgi_ale5__1,0.7456393119,0.8130797780000001
cck_pgi__pgi_ale5__2,1.0753287847,0.829810989
cck_pgi__pgi_ale6__1,1.2332498443,1.162012591
cck_pgi__pgi_ale6__2,1.3070662911,0.49822341700000006
cck_pgi__pgi_ale7__1,1.0834001092,1.4459859050000001
cck_pgi__pgi_ale7__2,1.7707684556,0.649867784
cck_pgi__pgi_ale8__1,1.8644053243,0.724401843
cck_pgi__pgi_ale8__2,2.1225268379,0.306060628
cck_sdh__gmos_delsdhCB__1,1.9817805512,1.386707479
cck_sdh__gmos_delsdhCB__2,2.9712543976,1.101965834
cck_sdh__sdh_ale1__1,1.8472106357,1.132476386
cck_sdh__sdh_ale1__2,1.5087830361,1.008905695
cck_sdh__sdh_ale2__1,1.4875235803,0.832882974
cck_sdh__sdh_ale3__1,1.4742925811,0.653371977
cck_sdh__sdh_ale3__2,1.5183070605,0.735149362
cck_sdh__sdh_ale3__3,1.8057261947,0.972204735
cck_pts__gmos_delptsHIcrr__1,3.0019481128,1.1954139910000001
cck_pts__gmos_delptsHIcrr__2,3.4304551318,0.376254117
cck_pts__pts_ale1__1,2.0835195806,0.646426964
cck_pts__pts_ale1__2,1.8401164483999999,0.337280364
cck_pts__pts_ale2__1,1.3955043667,-0.22319955600000002
cck_pts__pts_ale2__2,1.5141557789,-0.188114796
cck_pts__pts_ale3__1,1.2438285153,-0.362944398
cck_pts__pts_ale3__2,1.2376973272,-0.39551226
cck_pts__pts_ale4__1,1.3484809736,0.054820148000000006
cck_pts__pts_ale4__2,1.4525296136999999,0.420836323
cck_gnd__gmos_delgnd__1,1.3425839645,0.900135372
cck_gnd__gmos_delgnd__2,1.5845075036,0.784851939
cck_gnd__gnd_ale1__1,1.2987986069,0.391805524
cck_gnd__gnd_ale1__2,0.8864875600000001,0.39107433500000005
cck_gnd__gnd_ale2__1,1.0704736367,0.322955154
cck_gnd__gnd_ale2__2,1.2912355719,0.753779351
cck_gnd__gnd_ale3__1,1.2851549811,0.365840612
cck_gnd__gnd_ale3__2,1.6046871094,0.5044480330000001
cck_tpiA__gmos_deltpiA__1,1.2170602255,0.950608824
cck_tpiA__gmos_deltpiA__2,2.0506616443,1.285956426
cck_tpiA__tpiA_ale1__1,1.0633270875,0.34148779300000004
cck_tpiA__tpiA_ale1__2,0.6609015528000001,0.558373786
cck_tpiA__tpiA_ale2__1,1.0124321274,0.223489712
cck_tpiA__tpiA_ale2__2,1.0459083474,0.858646062
cck_tpiA__tpiA_ale3__1,1.1345876269,1.4803989850000001
cck_tpiA__tpiA_ale3__2,1.2071153301,1.662686077
cck_tpiA__tpiA_ale4__1,0.508062557,1.055268968
cck_tpiA__tpiA_ale4__2,0.6808869048,0.901493101
acid_tale__acid_ale1_pH7__1,1.8663994133,0.184225471
acid_tale__acid_ale1_pH7__2,1.8581453706,-0.062651706
acid_tale__acid_ale1_pH5__1,2.0956199326,0.66595914
acid_tale__acid_ale1_pH5__2,1.592140982,1.049286977
acid_tale__acid_ale2_pH7__1,0.337477207,1.315000172
acid_tale__acid_ale2_pH7__2,1.0985391279,1.322154756
acid_tale__acid_ale2_pH5__1,0.6611933812,1.375393196
acid_tale__acid_ale2_pH5__2,1.6674302622,1.055580854
acid_tale__low_Mg_ale_pH7__1,2.0903018042,0.277347501
acid_tale__low_Mg_ale_pH7__2,2.3473681110999998,0.216306236
acid_tale__low_Mg_ale_pH5__1,1.4282132772,0.48846944800000003
acid_tale__low_Mg_ale_pH5__2,1.4804642083,0.35131105
acid_tale__MES_ale_pH7__1,1.2256812241000001,-0.0025553660000000003
acid_tale__MES_ale_pH7__2,1.4988775399,0.18076159700000002
acid_tale__MES_ale_pH5__1,0.8587443681,0.06236984600000001
acid_tale__MES_ale_pH5__2,0.9935669115,0.31781494600000004
acid_tale__gmos_pH7__1,1.7472807088,0.029029823000000003
acid_tale__gmos_pH7__2,1.8214680487,0.067827965
acid_tale__gmos_pH5__1,1.1221754626,0.5152835760000001
acid_tale__gmos_pH5__2,0.4455276469,0.478542218
adnB__wt_adn__1,-0.7446841239,2.322523011
adnB__wt_adn__2,-0.7066287166,1.483699613
adnB__delydhB_adn__1,-0.45023680590000004,2.376813077
adnB__delydhB_adn__2,-0.1085369253,2.016693861
ytf2__wt_glc__1,0.37848663720000003,0.796398622
ytf2__wt_glc__2,0.5230035901,1.227736377
ytf2__ybcM_glc__1,0.9888122441,1.133110291
ytf2__ybcM_glc__2,1.5578256619,1.2351834720000001
ytf2__ydhB_glc__1,0.8516903199,0.809958238
ytf2__ydhB_glc__2,0.8797244162000001,0.894882787
ytf2__yfeC_glc__1,0.3384272665,0.702623894
ytf2__yfeC_glc__2,0.6663395746,0.64033211
ytf2__yciT_glc__1,0.770117861,1.437646907
ytf2__yciT_glc__2,0.263400293,1.627421015
ytf2__ydiZ_glc__1,0.310886582,0.7287866150000001
ytf2__ydiZ_glc__2,-0.0162503055,0.562347107
ytf2__ynfL_glc__1,0.46001366250000003,1.059081865
ytf2__ynfL_glc__2,0.7056356522,1.134910591
misc2__dellon_glc__1,3.763262816,2.225838242
misc2__dellon_glc__2,4.1044153982000005,3.500315446
ytf3__wt_glc2__1,0.09678248190000001,1.048900368
ytf3__wt_glc2__2,0.2406446716,0.772974186
ytf3__wt_pH7_lactate__1,0.44123910980000003,0.660791208
ytf3__wt_pH7_lactate__2,0.4574666747,0.93674132
ytf3__wt_pH55_lactate__1,0.7545413793,1.096014276
ytf3__wt_pH55_lactate__2,0.507199044,0.8515932580000001
ytf3__wt_pH55_HCl__1,0.3984908286,0.907385411
ytf3__wt_pH55_HCl__2,0.46494842900000005,1.214309273
ytf3__dyieP_pH7__1,0.3274469256,0.957564688
ytf3__dyieP_pH7__2,0.1883600859,1.101539328
ytf3__dyieP_pH55__1,-0.0247957072,0.85057128
ytf3__dyieP_pH55__2,0.0267489438,0.487519552
